Lnum	basehw	suffix	resolution	in_sanhw1
35088.100	sukumArakaH	kam	sukumArakam	True
35088.106	sukfta	tam	sukftam	True
35088.126	suga	gaH	sugaH	True
35088.126	suga	gam	sugam	True
35088.132	sugata	taH	sugataH	True
35088.136	suganDaH	nDam	suganDam	True
35088.136	suganDaH	nDA	suganDA	True
35088.144	suganDi	nDiH	suganDiH	True
35088.144	suganDi	nDi	suganDi	True
35088.146	suganDikaH	kam	suganDikam	True
35088.164	sugrIva	vaH	sugrIvaH	True
35088.168	suGoza	zaH	suGozaH	True
35088.172	sucarita	tam	sucaritam	True
35088.172	sucarita	tram	None	False
35088.172	sucarita	tA	sucaritA	True
35088.172	sucarita	trA	None	False
35088.200	sucCatraH	trA	sucCatrA	False
35088.202	sujana	naH	sujanaH	True
35088.216	sutanu	nuH	sutanuH	True
35088.216	sutanu	nUH	None	False
35088.236	sutAra	raH	sutAraH	True
35088.236	sutAra	rA	sutArA	True
35088.240	sutIkzRa	kzRaH	sutIkzRaH	True
35088.244	sutuNga	NgaH	sutuNgaH	True
35088.248	sutejana	naH	sutejanaH	True
35088.252	sudakziRa	RA	sudakziRA	True
35088.258	sudantaH	ntI	sudantI	True
35088.262	sudarSana	naH	sudarSanaH	True
35088.262	sudarSana	nI	sudarSanI	True
35088.262	sudarSana	nam	sudarSanam	True
35088.262	sudarSana	nam	sudarSanam	True
35088.278	sudIrGa	rGA	sudIrGA	True
35088.322	suDI	DIH	suDIH	True
35088.322	suDI	syam	None	False
35088.334	sunayana	naH	sunayanaH	True
35088.334	sunayana	nA	sunayanA	True
35088.336	sunABa	BaH	sunABaH	True
35088.336	sunABa	Bam	sunABam	True
35088.342	suniBfta	tam	suniBftam	True
35088.356	sunIta	tam	sunItam	True
35088.360	sunITa	TaH	sunITaH	True
35088.362	sunIla	laH	sunIlaH	True
35088.362	sunIla	lA	sunIlA	True
35088.362	sunIla	lam	sunIlam	True
35088.368	supakva	kvaH	supakvaH	True
35088.384	suparRa	rRaH	suparRaH	True
35088.410	supItam	taH	supItaH	True
35088.416	supuzpa	zpaH	supuzpaH	True
35088.416	supuzpa	zpI	supuzpI	True
35088.416	supuzpa	zpam	supuzpam	True
35088.420	supUra	raH	supUraH	True
35088.432	supratizWa	zWA	supratizWA	True
35088.434	supratizWita	taH	supratizWitaH	True
35088.438	supratIka	kaH	supratIkaH	True
35088.442	supraBa	BA	supraBA	True
35088.458	suprasAda	daH	suprasAdaH	True
35088.462	supriya	yaH	supriyaH	True
35088.462	supriya	yA	supriyA	True
35088.466	suPala	laH	suPalaH	True
35088.466	suPala	lA	suPalA	True
35088.474	subala	laH	subalaH	True
35088.480	subAhu	huH	subAhuH	True
35088.482	subIjam	jaH	subIjaH	True
35088.484	suboDa	DaH	suboDaH	True
35088.488	suBaga	gaH	suBagaH	True
35088.488	suBaga	gam	suBagam	True
35088.498	suBadra	draH	suBadraH	True
35088.498	suBadra	drA	suBadrA	True
35088.502	suBAzita	tam	suBAzitam	True
35088.518	suBrU	BrUH	suBrUH	True
35088.522	sumati	tiH	sumatiH	True
35088.538	sumana	naH	sumanaH	True
35088.538	sumana	nA	sumanA	True
35088.556	sumuKa	KaH	sumuKaH	True
35088.556	sumuKa	Kam	sumuKam	True
35088.556	sumuKa	KA	sumuKA	True
35088.556	sumuKa	KI	sumuKI	True
35088.586	suraNgaH	Ngam	suraNgam	True
35088.594	surata	tam	suratam	True
35088.598	surasa	saH	surasaH	True
35088.598	surasa	sA	surasA	True
35088.598	surasa	sA	surasA	True
35088.598	surasa	sam	surasam	True
35088.606	surUpa	paH	surUpaH	True
35088.612	sureBa	Bam	sureBam	True
35088.614	sulakzaRa	Ram	sulakzaRam	True
35088.628	sulocana	naH	sulocanaH	True
35088.628	sulocana	nA	sulocanA	True
35088.632	sulohita	tA	sulohitA	True
35088.634	suvaktram	ktraH	suvaktraH	True
35088.664	suvaha	hA	suvahA	True
35088.674	suvikrAnta	ntaH	suvikrAntaH	True
35088.674	suvikrAnta	ntam	suvikrAntam	True
35088.690	suvidallaH	llam	suvidallam	True
35088.700	suvinIta	tA	suvinItA	True
35088.712	suvIja	jaH	suvIjaH	True
35088.712	suvIja	jam	suvIjam	True
35088.720	suvIrya	ryam	suvIryam	True
35088.720	suvIrya	ryA	suvIryA	True
35088.724	suvftta	ttam	suvfttam	True
35088.724	suvftta	ttA	suvfttA	True
35088.726	suvela	laH	suvelaH	True
35088.728	suvrata	taH	suvrataH	True
35088.728	suvrata	tA	suvratA	True
35088.746	suSiKaH	KA	suSiKA	True
35088.750	suSIma	maH	suSImaH	True
35088.752	suSIla	lA	suSIlA	True
35088.760	suSruta	taH	suSrutaH	True
35088.790	susaha	haH	susahaH	True
35088.796	susAra	raH	susAraH	True
35088.808	susTa	sTam	susTam	True
35088.810	susTita	tam	susTitam	True
35088.818	susmita	tA	susmitA	True
35088.824	suhita	tA	suhitA	True
35091.066	suKAsvAda	daH	suKAsvAdaH	True
35091.102	suKada	daH	suKadaH	True
35091.102	suKada	dA	suKadA	True
35091.102	suKada	dam	suKadam	True
35105.022	sutAtmajaH	jA	sutAtmajA	True
35135.060	sureSaH	rI	None	False
35172.050	sUkzmabudDi	dDiH	sUkzmabudDiH	True
35180.020	sUcyagra	gram	sUcyagram	True
35180.032	sUcipatrakam	kaH	sUcipatrakaH	True
35180.040	sUcimuKa	KaH	sUcimuKaH	True
35180.040	sUcimuKa	Kam	sUcimuKam	True
35180.046	sUcivadana	naH	sUcivadanaH	True
35183.022	sUcikAmuKa	Kam	sUcikAmuKam	True
35236.036	sUryAhva	hvaH	sUryAhvaH	True
35236.036	sUryAhva	hvam	sUryAhvam	True
35236.092	sUryaBakta	ktaH	sUryaBaktaH	True
35404.034	somakAnta	ntaH	somakAntaH	True
35404.042	somaja	jaH	somajaH	True
35404.042	somaja	jam	somajam	True
35495	sOmerava	ravI	sOmeravI	False
35495	sOmerava	rukI	None	False
35563.026	skanDopAneya	yaH	skanDopAneyaH	True
35585.068	stanamaDyaH	Dyam	stanamaDyam	True
35601.020	stambakari	riH	stambakariH	True
35605.022	stamBakara	raH	stamBakaraH	True
35689.118	strIpriya	yaH	strIpriyaH	True
35751.030	sTitisTApaka	kaH	sTitisTApakaH	True
35762.054	sTiraganDaH	nDA	sTiraganDA	True
35762.086	sTirayOvana	naH	sTirayOvanaH	True
35775.056	sTUlanAsa	saH	sTUlanAsaH	True
35775.056	sTUlanAsa	kaH	sTUlanAsakaH	False
35775.066	sTUlapawwaH	wwam	sTUlapawwam	True
35775.068	sTUlapAda	daH	sTUlapAdaH	True
35826.048	snehapriya	yaH	snehapriyaH	True
35960.068	smaraDvajaH	jam	smaraDvajam	True
35960.068	smaraDvajaH	jA	smaraDvajA	True
36014.022	sragDara	rA	sragDarA	True
36054.048	svArTa	rTaH	svArTaH	True
36054.094	svacCanda	ndaH	svacCandaH	True
36054.094	svacCanda	ndam	svacCandam	True
36054.096	svaja	jaH	svajaH	True
36054.096	svaja	jA	svajA	True
36054.096	svaja	jam	svajam	True
36054.106	svatantra	ntram	svatantram	True
36054.106	svatantra	ntraH	svatantraH	True
36054.160	svarUpa	pam	svarUpam	True
36054.190	svasTa	sTam	svasTam	True
36054.204	svahita	tam	svahitam	True
36087.038	svayaNkfta	taH	svayaNkftaH	True
36087.044	svayaNgrAha	haH	svayaNgrAhaH	True
36087.050	svayandatta	ttaH	svayandattaH	True
36087.066	svayamBU	BUH	svayamBUH	True
36091.026	svarodaya	yaH	svarodayaH	True
36102.030	svarRakAya	yaH	svarRakAyaH	True
36134	svAdu	du	svAdu	True
36134.038	svAduPalam	lA	svAduPalA	True
36250.052	hayagrIvaH	vA	hayagrIvA	True
36258.036	haricandanaH	nam	haricandanam	True
36258.044	haritAlaH	lam	haritAlam	True
36258.044	haritAlaH	lI	haritAlI	True
36258.046	haritAlakaH	kam	haritAlakam	True
36258.066	harinetram	traH	harinetraH	True
36258.072	haripriyaH	yam	haripriyam	True
36260.020	hariRAkza	kzaH	hariRAkzaH	True
36260.020	hariRAkza	kzI	hariRAkzI	True
36269.022	haridrAMBa	BaH	haridrAMBaH	True
36302.020	halipriyaH	yA	halipriyA	True
36323.020	haviraSanam	naH	haviraSanaH	True
36341.046	hastidantaH	ntam	hastidantam	True
36443.038	hitakara	raH	hitakaraH	True
36465.038	hiraRyada	daH	hiraRyadaH	True
36465.038	hiraRyada	dA	hiraRyadA	True
36465.040	hiraRyanABaH	Bam	hiraRyanABam	True
36478.020	hInANga	gI	hInANgI	True
36490.036	hutahomaH	mam	hutahomam	True
36530.032	hfdgata	tam	hfdgatam	True
36531.024	hfdayeSaH	SA	hfdayeSA	True
36531.024	hfdayeSaH	rI	None	False
36560.022	hemANga	NgaH	hemANgaH	True
36560.076	hemacCanna	nnam	hemacCannam	True
36652.022	hrasvANga	NgaH	hrasvANgaH	True
