Lnum	basehw	suffix	resolution
36250.052	hayagrIvaH	vA	hayagrIvA
36258.036	haricandanaH	nam	haricandanam
36258.044	haritAlaH	lam	haritAlam
36258.044	haritAlaH	lI	haritAlI
36258.046	haritAlakaH	kam	haritAlakam
36258.066	harinetram	traH	harinetraH
36258.072	haripriyaH	yam	haripriyam
36260.020	hariRAkza	kzaH	hariRAkzaH
36260.020	hariRAkza	kzI	hariRAkzI
36269.022	haridrAMBa	BaH	haridrAMBaH
36302.020	halipriyaH	yA	halipriyA
36323.020	haviraSanam	naH	haviraSanaH
36341.046	hastidantaH	ntam	hastidantam
36443.038	hitakara	raH	hitakaraH
36465.038	hiraRyada	daH	hiraRyadaH
36465.038	hiraRyada	dA	hiraRyadA
36465.040	hiraRyanABaH	Bam	hiraRyanABam
36478.020	hInANga	gI	hInANgI
36490.036	hutahomaH	mam	hutahomam
36530.032	hfdgata	tam	hfdgatam
36531.024	hfdayeSaH	SA	hfdayeSA
36531.024	hfdayeSaH	rI	None
36560.022	hemANga	NgaH	hemANgaH
36560.076	hemacCanna	nnam	hemacCannam
36652.022	hrasvANga	NgaH	hrasvANgaH
