OldL	AssignedL
35088.598.XYZ	35088.599
35088.598.XYZ	35088.598.XYZ
35088.598.XYZ	35088.598.XYZ
35088.598.XYZ	35088.598.XYZ
35088.606.XYZ	35088.607
35088.612.XYZ	35088.613
35088.614.XYZ	35088.615
35088.628.XYZ	35088.629
35088.628.XYZ	35088.628.XYZ
35088.632.XYZ	35088.633
35088.634.XYZ	35088.635
35088.664.XYZ	35088.665
35088.674.XYZ	35088.675
35088.674.XYZ	35088.674.XYZ
35088.690.XYZ	35088.691
35088.700.XYZ	35088.701
35088.712.XYZ	35088.713
35088.712.XYZ	35088.712.XYZ
35088.720.XYZ	35088.721
35088.720.XYZ	35088.720.XYZ
35088.724.XYZ	35088.725
35088.724.XYZ	35088.724.XYZ
35088.726.XYZ	35088.727
35088.728.XYZ	35088.729
35088.728.XYZ	35088.728.XYZ
35088.746.XYZ	35088.747
35088.750.XYZ	35088.751
35088.752.XYZ	35088.753
35088.760.XYZ	35088.761
35088.790.XYZ	35088.791
35088.796.XYZ	35088.797
35088.808.XYZ	35088.809
35088.810.XYZ	35088.811
35088.818.XYZ	35088.819
35088.824.XYZ	35088.825
35091.066.XYZ	35091.067
35091.102.XYZ	35091.103
35091.102.XYZ	35091.102.XYZ
35091.102.XYZ	35091.102.XYZ
35105.022.XYZ	35105.023
35135.060.XYZ	35135.061
35172.050.XYZ	35172.051
35180.020.XYZ	35180.021
35180.032.XYZ	35180.033
35180.040.XYZ	35180.041
35180.040.XYZ	35180.040.XYZ
35180.046.XYZ	35180.047
35183.022.XYZ	35183.023
35236.036.XYZ	35236.037
35236.036.XYZ	35236.036.XYZ
35236.092.XYZ	35236.093
35404.034.XYZ	35404.035
35404.042.XYZ	35404.043
35404.042.XYZ	35404.042.XYZ
35495.XYZ	35495.001
35495.XYZ	35495.002
35563.026.XYZ	35563.027
35585.068.XYZ	35585.069
35601.020.XYZ	35601.021
35605.022.XYZ	35605.023
35689.118.XYZ	35689.119
35751.030.XYZ	35751.031
35762.054.XYZ	35762.055
35762.086.XYZ	35762.087
35775.056.XYZ	35775.057
35775.056.XYZ	35775.056.XYZ
35775.066.XYZ	35775.067
35775.068.XYZ	35775.069
35826.048.XYZ	35826.049
35960.068.XYZ	35960.069
35960.068.XYZ	35960.068.XYZ
36014.022.XYZ	36014.023
36054.048.XYZ	36054.049
36054.094.XYZ	36054.095
36054.094.XYZ	36054.094.XYZ
36054.096.XYZ	36054.097
36054.096.XYZ	36054.096.XYZ
36054.096.XYZ	36054.096.XYZ
36054.106.XYZ	36054.107
36054.106.XYZ	36054.106.XYZ
36054.160.XYZ	36054.161
36054.190.XYZ	36054.191
36054.204.XYZ	36054.205
36087.038.XYZ	36087.039
36087.044.XYZ	36087.045
36087.050.XYZ	36087.051
36087.066.XYZ	36087.067
36091.026.XYZ	36091.027
36102.030.XYZ	36102.031
36134.XYZ	36134.001
36134.038.XYZ	36134.039
36250.052.XYZ	36250.053
36258.036.XYZ	36258.037
36258.044.XYZ	36258.045
36258.044.XYZ	36258.044.XYZ
36258.046.XYZ	36258.047
36258.066.XYZ	36258.067
36258.072.XYZ	36258.073
36260.020.XYZ	36260.021
36260.020.XYZ	36260.020.XYZ
36269.022.XYZ	36269.023
36302.020.XYZ	36302.021
36323.020.XYZ	36323.021
36341.046.XYZ	36341.047
36443.038.XYZ	36443.039
36465.038.XYZ	36465.039
36465.038.XYZ	36465.038.XYZ
36465.040.XYZ	36465.041
36478.020.XYZ	36478.021
36490.036.XYZ	36490.037
36530.032.XYZ	36530.033
36531.024.XYZ	36531.025
36531.024.XYZ	36531.024.XYZ
36560.022.XYZ	36560.023
36560.076.XYZ	36560.077
36652.022.XYZ	36652.023
