Lnum	basehw	suffix	resolution
28994.036	vArDiH	Bavam	None
29013.002	vAriH	karman	None
29341.020	viGneSaH	vAhanam	None
29470	vijYAnamaya	kozaH	None
29612.074	vidyADaraH	yantram	None
30081	viyoniH	jaH	None
30210	viliNga	sTa	None
30396.036	viSvakarman	jA	None
30396.036	viSvakarman	sutA	None
30396.072	viSvajit	nyAyaH	None
30403.004	viSvaMBarA	aDISvaraH	None
30403.004	viSvaMBarA	Buj	None
30423.052	vizakfmiH	nyAya	None
30423.076	vizadrumaH	vfkza	None
30423.078	vizaDaraH	nilayaH	None
30423.100	vizavfkzaH	nyAya	None
30437.026	vizayABiratiH	aBilAzaH	None
30491.026	vizvaksenaH	priyA	None
30741.020	vfzANkaH	jaH	None
30774.028	vegaroDaH	AGAtaH	vegaroDAGAtaH
30806.034	vedAntaH	gaH	None
30806.034	vedAntaH	jYaH	None
31610.072	SatacandraH	vartman	None
31610.102	Satapatram	yoni	None
31610.120	Sataparvan	ISaH	None
31610.146	SataBizaj	tArakA	None
31695.074	SarapAtaH	sTAnam	None
31695.094	Saravanam	udBavaH	SaravanodBavaH
31695.094	Saravanam	BavaH	None
31775.032	SavaSayam	nATaH	None
31781.020	SaSANkaH	arDamuKa	SaSANkArDamuKa
31781.032	SaSaDaraH	mOliH	None
31781.038	SaSaBft	mft	None
31794.094	Sastrahata	caturdaSI	None
31801.022	SAkAmlam	Bedanam	None
31924.008	SAradA	ambA	None
31953.020	SAlagrAmaH	giri	None
32007.060	SAstratattvam	jYaH	None
32035.027	SiKADaraH	jam	None
32117.036	SiSupAlaH	han	None
32117.040	SiSumAraH	Siras	None
32125.026	SizwasaBA	AcAraH	None
32222.022	SudDAntaH	cArin	None
32222.034	SudDOdanaH	sutaH	None
32571.024	SrIkaRWaH	saKaH	None
32571.118	SrIvatsaH	aNkaH	SrIvatsANkaH
32571.118	SrIvatsaH	DArin	None
32571.118	SrIvatsaH	mft	None
32571.118	SrIvatsaH	lakzman	None
32571.134	SrIvfkzaH	kin	None
32577.024	SrutArTaH	ApattiH	SrutArTApattiH
32577.034	SrutaSravas	anujaH	None
32693.064	SvetadvIpaH	patiH	None
32693.072	SvetapatraH	raTaH	None
32708.024	zaqaNgam	vid	None
32708.098	zawpadaH	aTitiH	zawpadATitiH
32708.116	zaRmAsaH	nicaya	None
32711	zazwiH	tama	None
32714.020	zazWAMSaH	vfttiH	None
32714.022	zazWAnnam	kAlaH	None
33350.024	sadasat	vivekaH	None
33350.044	satkAryam	vAda	None
33350.068	saccid	aMSaH	None
33350.071	sajjanaH	garhita	None
33350.084	satpAtram	varzaH	None
33378.050	satyaDarmaH	parAyaRa	None
33544.058	saMDivigrahaH	aDikAraH	saMDivigrahADikAraH
33558.044	saMDyAmaNgalam	dIpikA	None
33641.032	saptASvaH	vAhanaH	None
33641.060	saptadaSan	aratninyAyaH	None
33643	saptatiH	tama	None
33645.002	saptamI	samAsaH	None
33688.020	samAMSaH	hArin	None
33688.090	samaduHKa	suKa	None
33817.022	samAnADikaraRa	samAsa	None
34421.021	sarvANgaH	rUpaH	None
34421.132	sarvatantraH	sidDAntaH	None
34421.164	sarvanAman	sTAnam	None
34421.214	sarvarasaH	uttamaH	sarvarasottamaH
34443.038	salilacaraH	ketanaH	None
34522.054	sahakAraH	BaYjikA	None
34522.079	sahajaH	ariH	sahajAriH
34522.088	sahaDarmaH	cArin	None
34669.032	sADyasidDiH	pAdaH	None
34778.020	sAmAnyatodfzwam	sambanDam	None
34817.030	sAyasaMDyA	devatA	None
34825.023	sArAsAram	vicAraH	None
34825.042	sAraPalgu	tvam	sAraPalgutvam
34977.020	siMhAvalokanam	nyAyaH	None
35004.047	sitAsitO	guRa	None
35004.058	sitetara	gatiH	None
35009.026	sidDAntaH	kowiH	None
35073.024	sImAntaH	pUjanam	None
35073.040	sImAvivAdaH	DarmaH	None
35088.046	svizwa	kft	None
35088.050	sUktam	darSin	None
35088.146	suganDi	triPalA	None
35088.152	sugahanA	vfttiH	None
35088.160	sugfhIta	nAman	None
35088.165	sugrIvaH	ISaH	sugrIveSaH
35088.241	sutIkzRaH	daSanaH	None
35088.308	suDanvan	AcAryaH	None
35088.323	suDIH	upAsyaH	None
35088.324	suDyupAsyam	upAsyA	suDyupAsyopAsyA
35088.385	suparRaH	ketuH	None
35088.424	supeSas	kft	None
35088.490	suBagam	mAnin	None
35088.490	suBagam	suBagaMmanya	None
35088.491	suBagA	suta	None
35088.541	sumanas	varRakam	None
35088.587	suraNgam	DAtuH	None
35088.595	suratam	guruH	None
35088.605	surAzwram	jam	None
35088.622	sulaBa	kopa	None
35088.822	susvara	yantrakam	None
35088.826	suhfd	BedaH	None
35119.020	suDAMSuH	ratnam	None
35119.060	suDAmodakaH	jaH	None
35135.028	surAriH	han	None
35135.050	surendraH	gopaH	None
35135.144	suralokaH	sundarI	None
35200.028	sUtrakarman	viSezajYaH	None
35236.056	sUryakAlaH	analacakram	sUryakAlAnalacakram
35306.020	senAgram	gaH	None
35404.028	somASrayaH	ayanam	somASrayAyanam
35404.138	somasUtram	pradakziRA	None
35454.004	sOnaH	pAla	None
35758.026	sTAlIpulAkaH	nyAyaH	None
35826.052	snehaBARqam	jIvin	None
35848.030	sparSopalaH	maRipraBavam	None
35887.022	sPawikAdriH	Bid	None
36054.030	svADIna	kuSala	None
36054.032	svADyAyaH	arTin	svADyAyArTin
36054.049	svArTaH	anumAnam	svArTAnumAnam
36054.060	svecCA	AcAraH	None
36054.101	svajanaH	ganDin	None
36054.110	svadeSaH	jaH	None
36054.110	svadeSaH	banDuH	None
36054.134	svaBAvaH	Atmaka	svaBAvAtmaka
36054.161	svarUpam	asidDi	svarUpAsidDi
36054.192	svasTAnam	vivfdDiH	None
36089.046	svarBAnuH	sUdanaH	None
36098.056	svargalokaH	ISvaraH	svargalokeSvaraH
36258.102	harivAhanaH	diS	None
36258.118	hariharaH	AtmakaH	hariharAtmakaH
36258.120	harihetiH	hUtiH	None
36450.020	himAMSuH	aBiKyam	None
36450.024	himAcalaH	jA	None
36450.024	himAcalaH	tanayA	None
36450.042	himAriH	SatruH	None
36450.050	himAlayaH	sutA	None
36490.024	hutASanaH	sahAyaH	None
36490.032	hutaBuj	priyA	None
36554.056	hetuhetumat	BAvaH	None
