BaseL	AssignedL
24980.XYZ	24980.002
24981.XYZ	24981.002
24986.XYZ	24986.002
24986.XYZ	24986.004
24988.XYZ	24988.002
24990.XYZ	24990.002
24990.XYZ	24990.004
24990.XYZ	24990.006
24990.XYZ	24990.008
Lbody:24990.XYZ	Lbody:24990.006
24995.XYZ	24995.002
25003.XYZ	25003.002
25025.XYZ	25025.002
25026.XYZ	25026.002
25026.XYZ	25026.004
25027.XYZ	25027.002
25030.XYZ	25030.002
25039.XYZ	25039.002
25039.XYZ	25039.004
25040.XYZ	25040.002
25043.XYZ	25043.002
25049.XYZ	25049.002
25050.XYZ	25050.004
25059.XYZ	25059.002
25062.XYZ	25062.004
25067.XYZ	25067.002
25070.XYZ	25070.002
25072.XYZ	25072.002
25078.XYZ	25078.002
25084.XYZ	25084.002
25084.XYZ	25084.004
25084.XYZ	25084.006
25085.XYZ	25085.002
25085.XYZ	25085.004
25085.XYZ	25085.006
25088.XYZ	25088.002
25097.XYZ	25097.002
25106.XYZ	25106.002
25107.XYZ	25107.002
25107.XYZ	25107.004
25107.XYZ	25107.006
Lbody:25107.XYZ	Lbody:25107.004
25107.XYZ	25107.008
25107.XYZ	25107.010
25110.XYZ	25110.002
25110.XYZ	25110.004
25111.XYZ	25111.002
25116.XYZ	25116.002
25117.XYZ	25117.002
25117.XYZ	25117.004
25118.XYZ	25118.002
25124.XYZ	25124.002
25126.XYZ	25126.002
25128.XYZ	25128.002
25135.XYZ	25135.002
25138.XYZ	25138.002
25138.XYZ	25138.004
25141.XYZ	25141.002
25142.XYZ	25142.002
25143.XYZ	25143.002
25151.XYZ	25151.002
25159.XYZ	25159.002
25163.XYZ	25163.002
25163.XYZ	25163.004
25165.XYZ	25165.002
25168.XYZ	25168.002
25169.XYZ	25169.002
25169.XYZ	25169.004
25172.XYZ	25172.002
25183.XYZ	25183.002
25183.XYZ	25183.004
25188.XYZ	25188.002
25188.XYZ	25188.004
25194.XYZ	25194.002
25194.XYZ	25194.004
25195.XYZ	25195.004
25195.XYZ	25195.006
25199.XYZ	25199.002
25199.XYZ	25199.004
25203.XYZ	25203.002
25203.XYZ	25203.004
25206.XYZ	25206.002
25212.XYZ	25212.002
25213.XYZ	25213.002
25214.XYZ	25214.002
25214.XYZ	25214.004
25217.XYZ	25217.002
25217.XYZ	25217.004
25235.XYZ	25235.004
25237.XYZ	25237.002
25237.XYZ	25237.004
25239.XYZ	25239.002
25252.XYZ	25252.002
25257.XYZ	25257.002
25260.XYZ	25260.002
25267.XYZ	25267.002
25268.XYZ	25268.002
25270.XYZ	25270.002
25270.XYZ	25270.004
25280.XYZ	25280.002
25280.XYZ	25280.004
25282.XYZ	25282.004
25294.XYZ	25294.002
25299.XYZ	25299.002
25303.XYZ	25303.002
25309.XYZ	25309.002
25310.XYZ	25310.002
25310.XYZ	25310.004
25318.XYZ	25318.002
25318.XYZ	25318.004
25318.XYZ	25318.006
25320.XYZ	25320.002
25324.XYZ	25324.002
25326.XYZ	25326.002
25330.XYZ	25330.002
25331.XYZ	25331.002
25333.XYZ	25333.002
25333.XYZ	25333.004
25333.XYZ	25333.006
25334.XYZ	25334.002
25342.XYZ	25342.002
25343.XYZ	25343.002
25343.XYZ	25343.004
25345.XYZ	25345.002
25347.XYZ	25347.002
25347.XYZ	25347.004
25348.XYZ	25348.002
25351.XYZ	25351.002
25360.XYZ	25360.002
25364.XYZ	25364.002
25364.XYZ	25364.004
25364.XYZ	25364.006
25366.XYZ	25366.002
25366.XYZ	25366.004
25368.XYZ	25368.002
25368.XYZ	25368.004
25371.XYZ	25371.002
25381.XYZ	25381.004
25394.XYZ	25394.002
25396.XYZ	25396.002
25396.XYZ	25396.004
25397.XYZ	25397.002
25397.XYZ	25397.004
Lbody:25397.XYZ	Lbody:25397.002
25408.XYZ	25408.002
25409.XYZ	25409.002
25413.XYZ	25413.002
25419.XYZ	25419.004
25422.XYZ	25422.002
25422.XYZ	25422.004
25426.XYZ	25426.002
25428.XYZ	25428.002
25428.XYZ	25428.004
Lbody:25428.XYZ	Lbody:25428.002
25428.XYZ	25428.006
25428.XYZ	25428.008
25432.XYZ	25432.004
25449.XYZ	25449.002
25458.XYZ	25458.002
25459.XYZ	25459.002
25467.XYZ	25467.002
25478.XYZ	25478.002
25482.XYZ	25482.002
25482.XYZ	25482.004
25486.XYZ	25486.002
25502.XYZ	25502.002
25502.XYZ	25502.004
25502.XYZ	25502.006
25502.XYZ	25502.008
Lbody:25502.XYZ	Lbody:25502.006
25505.XYZ	25505.002
25505.XYZ	25505.004
25505.XYZ	25505.006
25536.XYZ	25536.004
25539.XYZ	25539.002
25539.XYZ	25539.004
25547.XYZ	25547.004
25555.XYZ	25555.004
25559.XYZ	25559.002
25564.XYZ	25564.004
25564.XYZ	25564.006
25566.XYZ	25566.002
25566.XYZ	25566.004
25569.XYZ	25569.002
25573.XYZ	25573.002
25573.XYZ	25573.004
25573.XYZ	25573.006
25574.XYZ	25574.002
25577.XYZ	25577.002
25587.XYZ	25587.002
25587.XYZ	25587.004
25589.XYZ	25589.002
25591.XYZ	25591.002
25596.XYZ	25596.002
25597.XYZ	25597.002
25597.XYZ	25597.004
25599.XYZ	25599.002
25599.XYZ	25599.004
25603.XYZ	25603.002
25603.XYZ	25603.004
25603.XYZ	25603.006
Lbody:25603.XYZ	Lbody:25603.004
25603.XYZ	25603.008
25606.XYZ	25606.002
25606.XYZ	25606.004
25612.XYZ	25612.002
25612.XYZ	25612.004
25614.XYZ	25614.002
25620.XYZ	25620.002
25621.XYZ	25621.002
25621.XYZ	25621.004
25621.XYZ	25621.006
Lbody:25621.XYZ	Lbody:25621.004
25621.XYZ	25621.008
25622.XYZ	25622.002
25626.XYZ	25626.002
25631.XYZ	25631.002
25639.XYZ	25639.002
25640.XYZ	25640.002
25640.XYZ	25640.004
25641.XYZ	25641.002
25641.XYZ	25641.004
25647.XYZ	25647.002
25647.XYZ	25647.004
25651.XYZ	25651.002
25651.XYZ	25651.004
25651.XYZ	25651.006
25651.XYZ	25651.008
25651.XYZ	25651.010
25658.XYZ	25658.002
25661.XYZ	25661.002
25662.XYZ	25662.002
25662.XYZ	25662.004
25664.XYZ	25664.002
25664.XYZ	25664.004
Lbody:25664.XYZ	Lbody:25664.002
25664.XYZ	25664.006
25664.XYZ	25664.008
25667.XYZ	25667.002
25669.XYZ	25669.002
25669.XYZ	25669.004
25669.XYZ	25669.006
25670.XYZ	25670.002
25679.XYZ	25679.002
25681.XYZ	25681.002
25686.XYZ	25686.002
25690.XYZ	25690.002
25702.XYZ	25702.002
25706.XYZ	25706.002
25708.XYZ	25708.002
25719.XYZ	25719.002
25724.XYZ	25724.002
25724.XYZ	25724.004
25725.XYZ	25725.002
25725.XYZ	25725.004
25725.XYZ	25725.006
25730.XYZ	25730.002
25732.XYZ	25732.002
25732.XYZ	25732.004
25732.XYZ	25732.006
25742.XYZ	25742.002
25742.XYZ	25742.004
25747.XYZ	25747.002
25751.XYZ	25751.002
25755.XYZ	25755.002
25757.XYZ	25757.002
25775.XYZ	25775.002
25775.XYZ	25775.004
25775.XYZ	25775.006
25783.XYZ	25783.002
25783.XYZ	25783.004
25784.XYZ	25784.002
25784.XYZ	25784.004
Lbody:25784.XYZ	Lbody:25784.002
25795.XYZ	25795.002
25798.XYZ	25798.004
25799.XYZ	25799.004
25812.XYZ	25812.002
25813.XYZ	25813.002
25815.XYZ	25815.004
25818.XYZ	25818.002
25820.XYZ	25820.002
25828.XYZ	25828.002
25828.XYZ	25828.004
25829.XYZ	25829.002
25831.XYZ	25831.002
25838.XYZ	25838.002
25838.XYZ	25838.004
25842.XYZ	25842.002
25852.XYZ	25852.002
25856.XYZ	25856.002
25856.XYZ	25856.004
Lbody:25856.XYZ	Lbody:25856.002
25856.XYZ	25856.006
25857.XYZ	25857.002
25858.XYZ	25858.002
25863.XYZ	25863.002
25863.XYZ	25863.004
25863.XYZ	25863.006
Lbody:25863.XYZ	Lbody:25863.004
25872.XYZ	25872.002
25875.XYZ	25875.002
25875.XYZ	25875.004
25890.XYZ	25890.002
25906.XYZ	25906.002
25908.XYZ	25908.004
25909.XYZ	25909.002
25912.XYZ	25912.002
25931.XYZ	25931.002
25938.XYZ	25938.002
25948.XYZ	25948.002
25970.XYZ	25970.002
25975.XYZ	25975.002
25976.XYZ	25976.002
25981.XYZ	25981.004
25981.XYZ	25981.006
25983.XYZ	25983.002
25983.XYZ	25983.004
25983.XYZ	25983.006
25983.XYZ	25983.008
25986.XYZ	25986.002
25988.XYZ	25988.002
25994.XYZ	25994.002
25999.XYZ	25999.002
26011.XYZ	26011.002
26021.XYZ	26021.002
26022.XYZ	26022.002
26028.XYZ	26028.002
26028.XYZ	26028.004
26034.XYZ	26034.004
26037.XYZ	26037.002
26037.XYZ	26037.004
26037.XYZ	26037.006
26039.XYZ	26039.002
26039.XYZ	26039.004
26049.XYZ	26049.002
26051.XYZ	26051.002
26052.XYZ	26052.002
26052.XYZ	26052.004
26061.XYZ	26061.002
26066.XYZ	26066.002
26074.XYZ	26074.002
26074.XYZ	26074.004
26076.XYZ	26076.002
26080.XYZ	26080.002
26080.XYZ	26080.004
26086.XYZ	26086.002
26090.XYZ	26090.002
26091.XYZ	26091.002
26092.XYZ	26092.002
26095.XYZ	26095.002
26095.XYZ	26095.004
26095.XYZ	26095.006
26095.XYZ	26095.008
26096.XYZ	26096.002
26098.XYZ	26098.002
26098.XYZ	26098.004
26099.XYZ	26099.002
26102.XYZ	26102.002
26102.XYZ	26102.004
26102.XYZ	26102.006
26118.XYZ	26118.004
26121.XYZ	26121.002
26123.XYZ	26123.002
26126.XYZ	26126.002
26128.XYZ	26128.002
26128.XYZ	26128.004
26133.XYZ	26133.002
26133.XYZ	26133.004
26136.XYZ	26136.002
26136.XYZ	26136.004
26144.XYZ	26144.002
26148.XYZ	26148.002
26148.XYZ	26148.004
26148.XYZ	26148.006
26151.XYZ	26151.002
26151.XYZ	26151.004
26151.XYZ	26151.006
26156.XYZ	26156.002
26159.XYZ	26159.002
26159.XYZ	26159.004
Lbody:26159.XYZ	Lbody:26159.002
26159.XYZ	26159.006
26159.XYZ	26159.008
26171.XYZ	26171.002
26171.XYZ	26171.004
26171.XYZ	26171.006
26171.XYZ	26171.008
26179.XYZ	26179.002
26179.XYZ	26179.004
26180.XYZ	26180.002
26181.XYZ	26181.002
26185.XYZ	26185.002
26189.XYZ	26189.002
26190.XYZ	26190.002
26190.XYZ	26190.004
Lbody:26190.XYZ	Lbody:26190.002
26194.XYZ	26194.002
26194.XYZ	26194.004
26195.XYZ	26195.002
26203.XYZ	26203.002
26205.XYZ	26205.002
26212.XYZ	26212.002
26218.XYZ	26218.002
26219.XYZ	26219.002
26223.XYZ	26223.002
26245.XYZ	26245.002
26247.XYZ	26247.002
26253.XYZ	26253.002
26253.XYZ	26253.004
26254.XYZ	26254.002
26256.XYZ	26256.002
26256.XYZ	26256.004
26262.XYZ	26262.002
26265.XYZ	26265.002
26268.XYZ	26268.002
26277.XYZ	26277.002
26277.XYZ	26277.004
26279.XYZ	26279.002
26279.XYZ	26279.004
26309.XYZ	26309.002
26309.XYZ	26309.004
26310.XYZ	26310.002
26310.XYZ	26310.004
26316.XYZ	26316.002
26319.XYZ	26319.002
26319.XYZ	26319.004
26321.XYZ	26321.002
26321.XYZ	26321.004
26329.XYZ	26329.002
26334.XYZ	26334.002
26341.XYZ	26341.002
26344.XYZ	26344.002
26362.XYZ	26362.002
26362.XYZ	26362.004
26369.XYZ	26369.002
26369.XYZ	26369.004
26376.XYZ	26376.002
26376.XYZ	26376.004
26382.XYZ	26382.002
26388.XYZ	26388.002
26402.XYZ	26402.002
26402.XYZ	26402.004
26402.XYZ	26402.006
26403.XYZ	26403.002
26406.XYZ	26406.002
26406.XYZ	26406.004
26412.XYZ	26412.002
26412.XYZ	26412.004
Lbody:26412.XYZ	Lbody:26412.002
26412.XYZ	26412.006
26418.XYZ	26418.002
26432.XYZ	26432.002
26439.XYZ	26439.002
26439.XYZ	26439.004
26445.XYZ	26445.002
26463.XYZ	26463.002
26466.XYZ	26466.002
26468.XYZ	26468.002
26468.XYZ	26468.004
26487.XYZ	26487.002
26487.XYZ	26487.004
26487.XYZ	26487.006
26489.XYZ	26489.002
26493.XYZ	26493.004
26498.XYZ	26498.002
26498.XYZ	26498.004
26503.XYZ	26503.002
26503.XYZ	26503.004
Lbody:26503.XYZ	Lbody:26503.002
26506.XYZ	26506.002
26509.XYZ	26509.002
26513.XYZ	26513.002
26513.XYZ	26513.004
Lbody:26513.XYZ	Lbody:26513.002
26516.XYZ	26516.002
26529.XYZ	26529.002
26529.XYZ	26529.004
Lbody:26529.XYZ	Lbody:26529.002
26529.XYZ	26529.006
26531.XYZ	26531.002
26531.XYZ	26531.004
26533.XYZ	26533.002
26537.XYZ	26537.002
26576.XYZ	26576.004
26580.XYZ	26580.002
26581.XYZ	26581.004
26602.XYZ	26602.002
26602.XYZ	26602.004
26602.XYZ	26602.006
26605.XYZ	26605.002
26617.XYZ	26617.002
26628.XYZ	26628.002
26631.XYZ	26631.002
26631.XYZ	26631.004
26640.XYZ	26640.002
26648.XYZ	26648.002
26661.XYZ	26661.002
26664.XYZ	26664.002
26664.XYZ	26664.004
26688.XYZ	26688.002
26688.XYZ	26688.004
26688.XYZ	26688.006
26694.XYZ	26694.002
26699.XYZ	26699.002
26699.XYZ	26699.004
26700.XYZ	26700.002
26717.XYZ	26717.002
26718.XYZ	26718.002
26722.XYZ	26722.002
26722.XYZ	26722.004
26722.XYZ	26722.006
26726.XYZ	26726.002
26726.XYZ	26726.004
26727.XYZ	26727.002
26727.XYZ	26727.004
26728.XYZ	26728.002
26733.XYZ	26733.004
26734.XYZ	26734.004
26737.XYZ	26737.002
26738.XYZ	26738.002
26738.XYZ	26738.004
Lbody:26738.XYZ	Lbody:26738.002
26738.XYZ	26738.006
26742.XYZ	26742.002
26743.XYZ	26743.002
26746.XYZ	26746.002
26746.XYZ	26746.004
26757.XYZ	26757.002
26757.XYZ	26757.004
26757.XYZ	26757.006
26792.XYZ	26792.002
26793.XYZ	26793.002
26793.XYZ	26793.004
26793.XYZ	26793.006
26793.XYZ	26793.008
Lbody:26793.XYZ	Lbody:26793.006
26794.XYZ	26794.002
26802.XYZ	26802.002
26802.XYZ	26802.004
26804.XYZ	26804.002
26819.XYZ	26819.002
26822.XYZ	26822.002
26824.XYZ	26824.002
26830.XYZ	26830.002
26835.XYZ	26835.002
26839.XYZ	26839.002
26839.XYZ	26839.004
26847.XYZ	26847.002
26849.XYZ	26849.002
26851.XYZ	26851.002
26862.XYZ	26862.002
26862.XYZ	26862.004
26863.XYZ	26863.002
26864.XYZ	26864.002
26864.XYZ	26864.004
Lbody:26864.XYZ	Lbody:26864.002
26865.XYZ	26865.002
26874.XYZ	26874.002
26879.XYZ	26879.002
26899.XYZ	26899.002
26908.XYZ	26908.002
26908.XYZ	26908.004
26908.XYZ	26908.006
26908.XYZ	26908.008
26909.XYZ	26909.002
26909.XYZ	26909.004
26911.XYZ	26911.002
26911.XYZ	26911.004
26913.XYZ	26913.002
26913.XYZ	26913.004
26913.XYZ	26913.006
26913.XYZ	26913.008
Lbody:26913.XYZ	Lbody:26913.006
26913.XYZ	26913.010
26913.XYZ	26913.012
26923.XYZ	26923.002
26934.XYZ	26934.002
26934.XYZ	26934.004
26942.XYZ	26942.002
26944.XYZ	26944.002
26944.XYZ	26944.004
26947.XYZ	26947.002
26949.XYZ	26949.002
26958.XYZ	26958.002
26959.XYZ	26959.002
26961.XYZ	26961.002
26969.XYZ	26969.002
26983.XYZ	26983.002
26987.XYZ	26987.002
26988.XYZ	26988.002
26989.XYZ	26989.002
26989.XYZ	26989.004
26989.XYZ	26989.006
26991.XYZ	26991.002
26998.XYZ	26998.002
26998.XYZ	26998.004
27006.XYZ	27006.002
27006.XYZ	27006.004
27010.XYZ	27010.002
27011.XYZ	27011.002
27015.XYZ	27015.002
27015.XYZ	27015.004
Lbody:27015.XYZ	Lbody:27015.002
27018.XYZ	27018.002
27028.XYZ	27028.002
27032.XYZ	27032.002
27035.XYZ	27035.002
27035.XYZ	27035.004
27038.XYZ	27038.002
27038.XYZ	27038.004
27040.XYZ	27040.002
27045.XYZ	27045.002
27045.XYZ	27045.004
27047.XYZ	27047.002
27052.XYZ	27052.002
27059.XYZ	27059.002
27059.XYZ	27059.004
27059.XYZ	27059.006
27065.XYZ	27065.004
27071.XYZ	27071.002
27073.XYZ	27073.002
27073.XYZ	27073.004
27079.XYZ	27079.002
27079.XYZ	27079.004
27080.XYZ	27080.002
27084.XYZ	27084.002
27085.XYZ	27085.002
27088.XYZ	27088.002
27095.XYZ	27095.002
27097.XYZ	27097.002
27106.XYZ	27106.004
27109.XYZ	27109.002
27117.XYZ	27117.002
27132.XYZ	27132.002
27133.XYZ	27133.002
27133.XYZ	27133.004
27133.XYZ	27133.006
27136.XYZ	27136.002
27146.XYZ	27146.002
27156.XYZ	27156.002
27161.XYZ	27161.002
27163.XYZ	27163.002
27164.XYZ	27164.002
27165.XYZ	27165.002
27169.XYZ	27169.002
27177.XYZ	27177.002
27177.XYZ	27177.004
27177.XYZ	27177.006
27187.XYZ	27187.002
27187.XYZ	27187.004
27187.XYZ	27187.006
27188.XYZ	27188.002
27188.XYZ	27188.004
27195.XYZ	27195.002
27196.XYZ	27196.002
27196.XYZ	27196.004
27196.XYZ	27196.006
27209.XYZ	27209.002
27210.XYZ	27210.002
27214.XYZ	27214.002
27214.XYZ	27214.004
Lbody:27214.XYZ	Lbody:27214.002
27224.XYZ	27224.002
27225.XYZ	27225.002
27226.XYZ	27226.002
27233.XYZ	27233.002
27233.XYZ	27233.004
27238.XYZ	27238.002
27238.XYZ	27238.004
27239.XYZ	27239.002
27248.XYZ	27248.004
27252.XYZ	27252.002
27252.XYZ	27252.004
27255.XYZ	27255.002
27259.XYZ	27259.002
27264.XYZ	27264.002
27265.XYZ	27265.002
27267.XYZ	27267.002
27273.XYZ	27273.002
27283.XYZ	27283.002
27293.XYZ	27293.002
27296.XYZ	27296.002
27297.XYZ	27297.002
27299.XYZ	27299.002
27299.XYZ	27299.004
27310.XYZ	27310.002
27310.XYZ	27310.004
27310.XYZ	27310.006
27315.XYZ	27315.002
27320.XYZ	27320.002
27320.XYZ	27320.004
27331.XYZ	27331.002
27335.XYZ	27335.002
27338.XYZ	27338.002
27338.XYZ	27338.004
27341.XYZ	27341.002
27341.XYZ	27341.004
27343.XYZ	27343.002
27346.XYZ	27346.002
27347.XYZ	27347.002
27351.XYZ	27351.002
27351.XYZ	27351.004
27352.XYZ	27352.002
27357.XYZ	27357.002
27357.XYZ	27357.004
27366.XYZ	27366.002
27373.XYZ	27373.002
27376.XYZ	27376.002
27378.XYZ	27378.002
27382.XYZ	27382.002
27382.XYZ	27382.004
27396.XYZ	27396.002
27402.XYZ	27402.002
27407.XYZ	27407.002
27409.XYZ	27409.002
27409.XYZ	27409.004
27410.XYZ	27410.002
27420.XYZ	27420.002
27420.XYZ	27420.004
Lbody:27420.XYZ	Lbody:27420.002
27420.XYZ	27420.006
27421.XYZ	27421.002
27421.XYZ	27421.004
27427.XYZ	27427.002
27427.XYZ	27427.004
27428.XYZ	27428.002
27430.XYZ	27430.002
27440.XYZ	27440.002
27440.XYZ	27440.004
27446.XYZ	27446.002
27446.XYZ	27446.004
Lbody:27446.XYZ	Lbody:27446.002
27450.XYZ	27450.004
27464.XYZ	27464.002
27483.XYZ	27483.002
27500.XYZ	27500.002
27500.XYZ	27500.004
27513.XYZ	27513.002
27518.XYZ	27518.002
27520.XYZ	27520.002
27520.XYZ	27520.004
27527.XYZ	27527.002
27527.XYZ	27527.004
27530.XYZ	27530.002
27531.XYZ	27531.002
27531.XYZ	27531.004
27532.XYZ	27532.002
27533.XYZ	27533.002
27533.XYZ	27533.004
27542.XYZ	27542.002
27542.XYZ	27542.004
Lbody:27542.XYZ	Lbody:27542.002
27542.XYZ	27542.006
27548.XYZ	27548.002
27551.XYZ	27551.002
27554.XYZ	27554.002
27555.XYZ	27555.002
27555.XYZ	27555.004
27578.XYZ	27578.004
27578.XYZ	27578.006
27578.XYZ	27578.008
27585.XYZ	27585.002
27585.XYZ	27585.004
27587.XYZ	27587.002
27591.XYZ	27591.002
27606.XYZ	27606.002
27606.XYZ	27606.004
27607.XYZ	27607.004
27608.XYZ	27608.002
27623.XYZ	27623.002
27627.XYZ	27627.002
27632.XYZ	27632.002
27641.XYZ	27641.002
27642.XYZ	27642.002
27645.XYZ	27645.002
27652.XYZ	27652.002
27652.XYZ	27652.004
27653.XYZ	27653.002
27653.XYZ	27653.004
27657.XYZ	27657.002
27662.XYZ	27662.002
27669.XYZ	27669.002
27672.XYZ	27672.002
27672.XYZ	27672.004
Lbody:27672.XYZ	Lbody:27672.002
27672.XYZ	27672.006
27675.XYZ	27675.002
27678.XYZ	27678.002
27681.XYZ	27681.002
27681.XYZ	27681.004
27681.XYZ	27681.006
27686.XYZ	27686.002
27689.XYZ	27689.002
27690.XYZ	27690.002
27691.XYZ	27691.002
27693.XYZ	27693.002
27693.XYZ	27693.004
27698.XYZ	27698.002
27698.XYZ	27698.004
27704.XYZ	27704.002
27707.XYZ	27707.002
27707.XYZ	27707.004
27710.XYZ	27710.002
27712.XYZ	27712.002
27713.XYZ	27713.002
27714.XYZ	27714.002
27716.XYZ	27716.002
27717.XYZ	27717.002
27717.XYZ	27717.004
27722.XYZ	27722.004
27728.XYZ	27728.002
27729.XYZ	27729.002
27729.XYZ	27729.004
27731.XYZ	27731.002
27736.XYZ	27736.002
27736.XYZ	27736.004
27736.XYZ	27736.006
27740.XYZ	27740.002
27740.XYZ	27740.004
27744.XYZ	27744.002
27744.XYZ	27744.004
27784.XYZ	27784.002
27798.XYZ	27798.002
27812.XYZ	27812.002
27816.XYZ	27816.002
27816.XYZ	27816.004
27820.XYZ	27820.002
27823.XYZ	27823.002
27829.XYZ	27829.002
27829.XYZ	27829.004
27831.XYZ	27831.002
27838.XYZ	27838.002
27848.XYZ	27848.002
27850.XYZ	27850.002
27857.XYZ	27857.002
27860.XYZ	27860.002
27860.XYZ	27860.004
27863.XYZ	27863.002
27863.XYZ	27863.004
27865.XYZ	27865.002
27865.XYZ	27865.004
27868.XYZ	27868.002
27870.XYZ	27870.002
27870.XYZ	27870.004
27880.XYZ	27880.002
27904.XYZ	27904.002
27906.XYZ	27906.002
27916.XYZ	27916.002
27916.XYZ	27916.004
27917.XYZ	27917.002
27925.XYZ	27925.002
27925.XYZ	27925.004
27929.XYZ	27929.002
27949.XYZ	27949.002
27950.XYZ	27950.002
27950.XYZ	27950.004
27951.XYZ	27951.002
27956.XYZ	27956.002
27959.XYZ	27959.002
27960.XYZ	27960.002
27966.XYZ	27966.002
27969.XYZ	27969.002
27969.XYZ	27969.004
27977.XYZ	27977.002
27977.XYZ	27977.004
27982.XYZ	27982.002
27982.XYZ	27982.004
27991.XYZ	27991.002
27991.XYZ	27991.004
28013.XYZ	28013.002
28021.XYZ	28021.002
28022.XYZ	28022.002
28038.XYZ	28038.002
28051.XYZ	28051.002
28055.XYZ	28055.002
28069.XYZ	28069.002
28071.XYZ	28071.002
28089.XYZ	28089.002
28090.XYZ	28090.002
28097.XYZ	28097.002
28098.XYZ	28098.002
28098.XYZ	28098.004
28098.XYZ	28098.006
28100.XYZ	28100.002
28108.XYZ	28108.002
28117.XYZ	28117.002
28119.XYZ	28119.002
28126.XYZ	28126.002
28132.XYZ	28132.002
28135.XYZ	28135.002
28139.XYZ	28139.002
28152.XYZ	28152.002
28169.XYZ	28169.002
28182.XYZ	28182.002
28191.XYZ	28191.002
28191.XYZ	28191.004
28195.XYZ	28195.002
28195.XYZ	28195.004
28200.XYZ	28200.002
28203.XYZ	28203.004
28207.XYZ	28207.002
28207.XYZ	28207.004
Lbody:28207.XYZ	Lbody:28207.002
28207.XYZ	28207.006
28207.XYZ	28207.008
28210.XYZ	28210.002
28210.XYZ	28210.004
28210.XYZ	28210.006
28211.XYZ	28211.002
28211.XYZ	28211.004
28218.XYZ	28218.002
28218.XYZ	28218.004
28222.XYZ	28222.002
28222.XYZ	28222.004
28225.XYZ	28225.002
28230.XYZ	28230.002
28230.XYZ	28230.004
28232.XYZ	28232.002
28233.XYZ	28233.002
28236.XYZ	28236.002
28242.XYZ	28242.002
28248.XYZ	28248.002
28248.XYZ	28248.004
28256.XYZ	28256.002
28266.XYZ	28266.002
28277.XYZ	28277.002
28283.XYZ	28283.002
28285.XYZ	28285.002
28285.XYZ	28285.004
28289.XYZ	28289.002
28297.XYZ	28297.002
28297.XYZ	28297.004
28297.XYZ	28297.006
Lbody:28297.XYZ	Lbody:28297.004
28301.XYZ	28301.002
28301.XYZ	28301.004
Lbody:28301.XYZ	Lbody:28301.002
28301.XYZ	28301.006
28301.XYZ	28301.008
28306.XYZ	28306.002
28310.XYZ	28310.002
28311.XYZ	28311.002
28313.XYZ	28313.002
28313.XYZ	28313.004
28318.XYZ	28318.002
28331.XYZ	28331.002
28344.XYZ	28344.002
28349.XYZ	28349.002
28352.XYZ	28352.002
28352.XYZ	28352.004
28364.XYZ	28364.002
28364.XYZ	28364.004
28365.XYZ	28365.002
28366.XYZ	28366.002
28369.XYZ	28369.002
28369.XYZ	28369.004
28369.XYZ	28369.006
28383.XYZ	28383.002
28385.XYZ	28385.002
28388.XYZ	28388.002
28399.XYZ	28399.002
28401.XYZ	28401.002
28419.XYZ	28419.002
28433.XYZ	28433.002
28433.XYZ	28433.004
28435.XYZ	28435.002
28441.XYZ	28441.002
28442.XYZ	28442.002
28446.XYZ	28446.002
28446.XYZ	28446.004
28450.XYZ	28450.002
28455.XYZ	28455.002
28459.XYZ	28459.004
28459.XYZ	28459.006
28459.XYZ	28459.008
28467.XYZ	28467.002
28467.XYZ	28467.004
28469.XYZ	28469.002
28479.XYZ	28479.002
28479.XYZ	28479.004
28483.XYZ	28483.002
28486.XYZ	28486.002
28486.XYZ	28486.004
28487.XYZ	28487.002
28488.XYZ	28488.002
28489.XYZ	28489.002
28489.XYZ	28489.004
Lbody:28489.XYZ	Lbody:28489.002
28489.XYZ	28489.006
28493.XYZ	28493.002
28500.XYZ	28500.002
28504.XYZ	28504.002
28512.XYZ	28512.004
28528.XYZ	28528.002
28528.XYZ	28528.004
28542.XYZ	28542.002
28543.XYZ	28543.002
28545.XYZ	28545.002
28546.XYZ	28546.002
28546.XYZ	28546.004
28548.XYZ	28548.002
28560.XYZ	28560.002
28561.XYZ	28561.002
28572.XYZ	28572.002
28574.XYZ	28574.002
28574.XYZ	28574.004
28575.XYZ	28575.002
28575.XYZ	28575.004
28588.XYZ	28588.002
28590.XYZ	28590.002
28590.XYZ	28590.004
28592.XYZ	28592.002
28592.XYZ	28592.004
28592.XYZ	28592.006
28593.XYZ	28593.002
28594.XYZ	28594.002
28594.XYZ	28594.004
28605.XYZ	28605.002
28605.XYZ	28605.004
28605.XYZ	28605.006
28608.XYZ	28608.002
28611.XYZ	28611.002
28612.XYZ	28612.002
28615.XYZ	28615.002
28615.XYZ	28615.004
28615.XYZ	28615.006
28618.XYZ	28618.002
28618.XYZ	28618.004
28618.XYZ	28618.006
Lbody:28618.XYZ	Lbody:28618.004
28618.XYZ	28618.008
28636.XYZ	28636.002
28636.XYZ	28636.004
28639.XYZ	28639.002
28639.XYZ	28639.004
28639.XYZ	28639.006
Lbody:28639.XYZ	Lbody:28639.004
28639.XYZ	28639.008
28650.XYZ	28650.002
28662.XYZ	28662.002
28663.XYZ	28663.002
28663.XYZ	28663.004
28668.XYZ	28668.002
28668.XYZ	28668.004
28673.XYZ	28673.004
28673.XYZ	28673.006
28687.XYZ	28687.002
28700.XYZ	28700.002
28701.XYZ	28701.002
