BaseL	AssignedL
8321.XYZ	8321.004
Lbody:8321.XYZ	Lbody:8321.002
8322.XYZ	8322.002
8322.XYZ	8322.004
8325.XYZ	8325.002
8326.XYZ	8326.002
8328.XYZ	8328.002
8328.XYZ	8328.004
8337.XYZ	8337.002
8341.XYZ	8341.002
8341.XYZ	8341.004
8344.XYZ	8344.002
8344.XYZ	8344.004
8344.XYZ	8344.006
8344.XYZ	8344.008
Lbody:8344.XYZ	Lbody:8344.006
8344.XYZ	8344.010
8349.XYZ	8349.002
8350.XYZ	8350.002
8350.XYZ	8350.004
8350.XYZ	8350.006
Lbody:8350.XYZ	Lbody:8350.004
8350.XYZ	8350.008
8354.XYZ	8354.004
8356.XYZ	8356.002
8365.XYZ	8365.002
8373.XYZ	8373.002
8373.XYZ	8373.004
8375.XYZ	8375.002
8382.XYZ	8382.002
8385.XYZ	8385.002
8386.XYZ	8386.002
8390.XYZ	8390.002
8390.XYZ	8390.004
8390.XYZ	8390.006
8390.XYZ	8390.008
8396.XYZ	8396.002
8399.XYZ	8399.002
8414.XYZ	8414.002
8421.XYZ	8421.002
8424.XYZ	8424.002
8452.XYZ	8452.002
8457.XYZ	8457.002
8459.XYZ	8459.002
8461.XYZ	8461.002
8464.XYZ	8464.002
8475.XYZ	8475.004
8476.XYZ	8476.002
8485.XYZ	8485.002
8497.XYZ	8497.002
8505.XYZ	8505.002
8507.XYZ	8507.002
8508.XYZ	8508.002
8510.XYZ	8510.002
8510.XYZ	8510.004
8510.XYZ	8510.006
8521.XYZ	8521.002
8527.XYZ	8527.002
8528.XYZ	8528.002
8529.XYZ	8529.002
8534.XYZ	8534.002
8545.XYZ	8545.002
8545.XYZ	8545.004
Lbody:8545.XYZ	Lbody:8545.002
8549.XYZ	8549.002
8558.XYZ	8558.002
8558.XYZ	8558.004
8558.XYZ	8558.006
8561.XYZ	8561.002
8561.XYZ	8561.004
Lbody:8561.XYZ	Lbody:8561.002
8564.XYZ	8564.002
8565.XYZ	8565.002
8567.XYZ	8567.002
8567.XYZ	8567.004
Lbody:8567.XYZ	Lbody:8567.002
8571.XYZ	8571.002
8572.XYZ	8572.002
8591.XYZ	8591.002
8598.XYZ	8598.002
8600.XYZ	8600.002
8605.XYZ	8605.002
8616.XYZ	8616.002
8629.XYZ	8629.002
8634.XYZ	8634.002
8640.XYZ	8640.002
8642.XYZ	8642.002
8643.XYZ	8643.002
8647.XYZ	8647.002
8665.XYZ	8665.002
8670.XYZ	8670.002
8670.XYZ	8670.004
8677.XYZ	8677.002
8677.XYZ	8677.004
8677.XYZ	8677.006
8677.XYZ	8677.008
8687.XYZ	8687.002
8692.XYZ	8692.002
8692.XYZ	8692.004
8697.XYZ	8697.002
8705.XYZ	8705.002
8706.XYZ	8706.002
8708.XYZ	8708.002
8708.XYZ	8708.004
8722.XYZ	8722.002
8724.XYZ	8724.002
8725.XYZ	8725.002
8726.XYZ	8726.002
8729.XYZ	8729.002
8749.XYZ	8749.002
8752.XYZ	8752.002
8756.XYZ	8756.002
8757.XYZ	8757.002
8757.XYZ	8757.004
8758.XYZ	8758.002
8763.XYZ	8763.002
8763.XYZ	8763.004
8764.XYZ	8764.002
8771.XYZ	8771.002
8773.XYZ	8773.002
8779.XYZ	8779.002
8785.XYZ	8785.002
8792.XYZ	8792.002
8795.XYZ	8795.002
8801.XYZ	8801.002
8807.XYZ	8807.002
8810.XYZ	8810.002
8819.XYZ	8819.002
8833.XYZ	8833.002
8856.XYZ	8856.002
8857.XYZ	8857.002
8857.XYZ	8857.004
8865.XYZ	8865.002
8875.XYZ	8875.002
8884.XYZ	8884.004
8890.XYZ	8890.002
8899.XYZ	8899.002
8903.XYZ	8903.002
8915.XYZ	8915.002
8916.XYZ	8916.002
8935.XYZ	8935.002
8935.XYZ	8935.004
8942.XYZ	8942.002
8942.XYZ	8942.004
8944.XYZ	8944.002
8946.XYZ	8946.002
8949.XYZ	8949.004
8949.XYZ	8949.006
Lbody:8949.XYZ	Lbody:8949.004
8951.XYZ	8951.002
8952.XYZ	8952.002
8960.XYZ	8960.002
8961.XYZ	8961.002
8962.XYZ	8962.002
8964.XYZ	8964.002
8971.XYZ	8971.002
8974.XYZ	8974.002
8977.XYZ	8977.002
8983.XYZ	8983.002
8988.XYZ	8988.002
8992.XYZ	8992.002
8994.XYZ	8994.002
9001.XYZ	9001.002
9012.XYZ	9012.002
9029.XYZ	9029.002
9038.XYZ	9038.002
9045.XYZ	9045.002
9052.XYZ	9052.002
9052.XYZ	9052.004
9054.XYZ	9054.002
9056.XYZ	9056.002
9063.XYZ	9063.002
9065.XYZ	9065.002
9069.XYZ	9069.002
9070.XYZ	9070.002
9070.XYZ	9070.004
9073.XYZ	9073.002
9073.XYZ	9073.004
Lbody:9073.XYZ	Lbody:9073.002
9080.XYZ	9080.002
9082.XYZ	9082.002
9084.XYZ	9084.002
9088.XYZ	9088.002
9089.XYZ	9089.002
9095.XYZ	9095.002
9098.XYZ	9098.002
9101.XYZ	9101.002
9112.XYZ	9112.002
9112.XYZ	9112.004
9118.XYZ	9118.002
9124.XYZ	9124.002
9124.XYZ	9124.004
Lbody:9124.XYZ	Lbody:9124.002
9124.XYZ	9124.006
9134.XYZ	9134.002
9137.XYZ	9137.002
9137.XYZ	9137.004
9144.XYZ	9144.002
9157.XYZ	9157.002
9161.XYZ	9161.002
9184.XYZ	9184.002
9192.XYZ	9192.002
9213.XYZ	9213.002
9216.XYZ	9216.002
9216.XYZ	9216.004
9219.XYZ	9219.002
9219.XYZ	9219.004
9222.XYZ	9222.002
9226.XYZ	9226.002
9231.XYZ	9231.002
9232.XYZ	9232.002
9232.XYZ	9232.004
9234.XYZ	9234.002
9243.XYZ	9243.002
9244.XYZ	9244.002
9247.XYZ	9247.002
9247.XYZ	9247.004
9254.XYZ	9254.002
9256.XYZ	9256.002
9257.XYZ	9257.002
9258.XYZ	9258.002
9272.XYZ	9272.002
9272.XYZ	9272.004
9285.XYZ	9285.002
9286.XYZ	9286.002
9292.XYZ	9292.002
9298.XYZ	9298.002
9299.XYZ	9299.002
9303.XYZ	9303.002
9305.XYZ	9305.002
9307.XYZ	9307.002
9310.XYZ	9310.002
9312.XYZ	9312.002
9315.XYZ	9315.002
9317.XYZ	9317.002
9333.XYZ	9333.002
9334.XYZ	9334.002
9334.XYZ	9334.004
9339.XYZ	9339.002
9340.XYZ	9340.002
9345.XYZ	9345.002
9365.XYZ	9365.002
9366.XYZ	9366.002
9366.XYZ	9366.004
Lbody:9366.XYZ	Lbody:9366.002
9381.XYZ	9381.002
9385.XYZ	9385.002
9386.XYZ	9386.004
9392.XYZ	9392.002
9396.XYZ	9396.002
9397.XYZ	9397.002
9398.XYZ	9398.002
9414.XYZ	9414.002
9425.XYZ	9425.002
9425.XYZ	9425.004
9434.XYZ	9434.002
9438.XYZ	9438.002
9445.XYZ	9445.004
9446.XYZ	9446.002
9448.XYZ	9448.002
9450.XYZ	9450.002
9452.XYZ	9452.002
9468.XYZ	9468.002
9480.XYZ	9480.002
9482.XYZ	9482.002
9486.XYZ	9486.002
9486.XYZ	9486.004
9508.XYZ	9508.002
9510.XYZ	9510.002
9522.XYZ	9522.002
9524.XYZ	9524.002
9525.XYZ	9525.004
9527.XYZ	9527.002
9527.XYZ	9527.004
9529.XYZ	9529.004
9538.XYZ	9538.002
9557.XYZ	9557.002
9564.XYZ	9564.002
9574.XYZ	9574.002
9576.XYZ	9576.002
9578.XYZ	9578.002
9585.XYZ	9585.002
9596.XYZ	9596.002
9602.XYZ	9602.002
9602.XYZ	9602.004
9604.XYZ	9604.002
9612.XYZ	9612.002
9614.XYZ	9614.002
9614.XYZ	9614.004
9620.XYZ	9620.002
9673.XYZ	9673.002
9675.XYZ	9675.002
9684.XYZ	9684.002
9697.XYZ	9697.002
9700.XYZ	9700.004
9712.XYZ	9712.002
9728.XYZ	9728.002
9736.XYZ	9736.004
9744.XYZ	9744.006
9765.XYZ	9765.002
9766.XYZ	9766.002
9769.XYZ	9769.002
9771.XYZ	9771.002
9775.XYZ	9775.002
9786.XYZ	9786.002
9789.XYZ	9789.002
9795.XYZ	9795.002
9799.XYZ	9799.002
9805.XYZ	9805.002
9808.XYZ	9808.002
9830.XYZ	9830.002
9832.XYZ	9832.002
9836.XYZ	9836.002
9842.XYZ	9842.002
9886.XYZ	9886.002
9887.XYZ	9887.002
9890.XYZ	9890.002
9892.XYZ	9892.002
9907.XYZ	9907.002
9912.XYZ	9912.004
9940.XYZ	9940.002
9944.XYZ	9944.002
9950.XYZ	9950.002
9950.XYZ	9950.004
9950.XYZ	9950.006
9969.XYZ	9969.002
10001.XYZ	10001.002
10017.XYZ	10017.002
10026.XYZ	10026.002
10028.XYZ	10028.002
10035.XYZ	10035.002
10035.XYZ	10035.004
10041.XYZ	10041.002
10041.XYZ	10041.004
10056.XYZ	10056.002
10068.XYZ	10068.002
10068.XYZ	10068.004
10068.XYZ	10068.006
Lbody:10068.XYZ	Lbody:10068.004
10073.XYZ	10073.002
10076.XYZ	10076.002
10076.XYZ	10076.004
10078.XYZ	10078.002
10099.XYZ	10099.002
10101.XYZ	10101.002
10101.XYZ	10101.004
10115.XYZ	10115.002
10122.XYZ	10122.002
10122.XYZ	10122.004
10123.XYZ	10123.002
10127.XYZ	10127.002
10127.XYZ	10127.004
10140.XYZ	10140.002
10142.XYZ	10142.002
10149.XYZ	10149.002
10152.XYZ	10152.002
10156.XYZ	10156.002
10157.XYZ	10157.002
10157.XYZ	10157.004
10163.XYZ	10163.002
10164.XYZ	10164.002
10166.XYZ	10166.002
10166.XYZ	10166.004
10170.XYZ	10170.002
10194.XYZ	10194.002
10208.XYZ	10208.002
10208.XYZ	10208.004
Lbody:10208.XYZ	Lbody:10208.002
10226.XYZ	10226.002
10239.XYZ	10239.002
10240.XYZ	10240.002
10240.XYZ	10240.004
10240.XYZ	10240.006
10240.XYZ	10240.008
Lbody:10240.XYZ	Lbody:10240.006
10240.XYZ	10240.010
Lbody:10240.XYZ	Lbody:10240.006
10270.XYZ	10270.002
10271.XYZ	10271.002
10271.XYZ	10271.004
10273.XYZ	10273.002
10286.XYZ	10286.002
10327.XYZ	10327.002
10333.XYZ	10333.002
10333.XYZ	10333.004
10333.XYZ	10333.006
10334.XYZ	10334.002
10347.XYZ	10347.004
10347.XYZ	10347.006
10365.XYZ	10365.002
10365.XYZ	10365.004
10368.XYZ	10368.002
10372.XYZ	10372.002
10388.XYZ	10388.002
10402.XYZ	10402.010
10405.XYZ	10405.002
10406.XYZ	10406.002
10408.XYZ	10408.002
10409.XYZ	10409.002
10409.XYZ	10409.004
Lbody:10409.XYZ	Lbody:10409.002
10409.XYZ	10409.006
10409.XYZ	10409.008
10410.XYZ	10410.002
10419.XYZ	10419.002
10426.XYZ	10426.002
10433.XYZ	10433.002
10433.XYZ	10433.004
10435.XYZ	10435.002
10436.XYZ	10436.002
10436.XYZ	10436.004
10458.XYZ	10458.002
10468.XYZ	10468.002
10468.XYZ	10468.004
10474.XYZ	10474.002
10475.XYZ	10475.002
10479.XYZ	10479.002
10482.XYZ	10482.002
10483.XYZ	10483.002
10483.XYZ	10483.004
10490.XYZ	10490.002
10491.XYZ	10491.002
10492.XYZ	10492.002
10499.XYZ	10499.002
10501.XYZ	10501.002
10501.XYZ	10501.004
Lbody:10501.XYZ	Lbody:10501.002
10502.XYZ	10502.002
10502.XYZ	10502.004
Lbody:10502.XYZ	Lbody:10502.002
10506.XYZ	10506.002
10513.XYZ	10513.002
10517.XYZ	10517.002
10519.XYZ	10519.002
10525.XYZ	10525.002
10525.XYZ	10525.004
Lbody:10525.XYZ	Lbody:10525.002
10525.XYZ	10525.006
10525.XYZ	10525.008
10525.XYZ	10525.010
10527.XYZ	10527.002
10528.XYZ	10528.002
10528.XYZ	10528.004
Lbody:10528.XYZ	Lbody:10528.002
10539.XYZ	10539.002
10546.XYZ	10546.002
10546.XYZ	10546.004
10548.XYZ	10548.002
10561.XYZ	10561.002
10563.XYZ	10563.002
10568.XYZ	10568.002
10568.XYZ	10568.004
10568.XYZ	10568.006
10569.XYZ	10569.002
10583.XYZ	10583.002
10591.XYZ	10591.002
10591.XYZ	10591.004
10599.XYZ	10599.002
10608.XYZ	10608.002
10608.XYZ	10608.004
10610.XYZ	10610.002
10610.XYZ	10610.004
10619.XYZ	10619.002
10622.XYZ	10622.002
10624.XYZ	10624.002
10632.XYZ	10632.002
10632.XYZ	10632.004
10634.XYZ	10634.002
10637.XYZ	10637.002
10646.XYZ	10646.002
10646.XYZ	10646.004
10666.XYZ	10666.002
10667.XYZ	10667.002
10671.XYZ	10671.002
10671.XYZ	10671.004
10673.XYZ	10673.002
10674.XYZ	10674.002
10689.XYZ	10689.002
10698.XYZ	10698.002
10699.XYZ	10699.002
10701.XYZ	10701.002
10713.XYZ	10713.002
10716.XYZ	10716.002
10718.XYZ	10718.002
10718.XYZ	10718.004
10719.XYZ	10719.002
10719.XYZ	10719.004
10719.XYZ	10719.006
10719.XYZ	10719.008
10726.XYZ	10726.002
10741.XYZ	10741.002
10758.XYZ	10758.002
10764.XYZ	10764.002
10766.XYZ	10766.002
10768.XYZ	10768.002
10768.XYZ	10768.004
Lbody:10768.XYZ	Lbody:10768.002
10769.XYZ	10769.002
10771.XYZ	10771.002
10772.XYZ	10772.002
10777.XYZ	10777.002
10777.XYZ	10777.004
10779.XYZ	10779.002
10779.XYZ	10779.004
Lbody:10779.XYZ	Lbody:10779.002
10782.XYZ	10782.002
10788.XYZ	10788.002
10788.XYZ	10788.004
10788.XYZ	10788.006
10790.XYZ	10790.002
10790.XYZ	10790.004
10790.XYZ	10790.006
10791.XYZ	10791.002
10797.XYZ	10797.004
10799.XYZ	10799.002
10800.XYZ	10800.002
10802.XYZ	10802.002
10806.XYZ	10806.002
10806.XYZ	10806.004
10810.XYZ	10810.002
10817.XYZ	10817.002
10818.XYZ	10818.002
10819.XYZ	10819.002
10819.XYZ	10819.004
10829.XYZ	10829.002
10834.XYZ	10834.002
10837.XYZ	10837.002
10844.XYZ	10844.002
10855.XYZ	10855.004
10855.XYZ	10855.006
10857.XYZ	10857.002
10861.XYZ	10861.004
10869.XYZ	10869.002
10875.XYZ	10875.002
10878.XYZ	10878.002
10880.XYZ	10880.002
10884.XYZ	10884.002
10885.XYZ	10885.002
10903.XYZ	10903.002
10904.XYZ	10904.002
10907.XYZ	10907.002
10907.XYZ	10907.004
10909.XYZ	10909.002
10925.XYZ	10925.002
10927.XYZ	10927.002
10935.XYZ	10935.002
10942.XYZ	10942.002
10943.XYZ	10943.004
10949.XYZ	10949.002
10949.XYZ	10949.004
10949.XYZ	10949.006
10956.XYZ	10956.002
10958.XYZ	10958.002
10959.XYZ	10959.002
10962.XYZ	10962.002
10972.XYZ	10972.002
10979.XYZ	10979.002
10980.XYZ	10980.002
10984.XYZ	10984.002
10987.XYZ	10987.002
10992.XYZ	10992.002
10998.XYZ	10998.004
10998.XYZ	10998.006
Lbody:10998.XYZ	Lbody:10998.004
11001.XYZ	11001.002
11003.XYZ	11003.004
11010.XYZ	11010.002
11019.XYZ	11019.002
11025.XYZ	11025.002
11030.XYZ	11030.002
11036.XYZ	11036.002
11037.XYZ	11037.002
11039.XYZ	11039.002
11040.XYZ	11040.002
11040.XYZ	11040.004
Lbody:11040.XYZ	Lbody:11040.002
11047.XYZ	11047.004
11049.XYZ	11049.002
11049.XYZ	11049.004
11058.XYZ	11058.004
11058.XYZ	11058.006
11058.XYZ	11058.008
11060.XYZ	11060.002
11064.XYZ	11064.002
11065.XYZ	11065.004
11065.XYZ	11065.006
11069.XYZ	11069.002
11072.XYZ	11072.002
11073.XYZ	11073.002
11075.XYZ	11075.002
11080.XYZ	11080.002
11086.XYZ	11086.004
11086.XYZ	11086.006
11090.XYZ	11090.002
11102.XYZ	11102.002
11107.XYZ	11107.002
11107.XYZ	11107.004
11107.XYZ	11107.006
11108.XYZ	11108.002
11113.XYZ	11113.004
11113.XYZ	11113.006
Lbody:11113.XYZ	Lbody:11113.004
11117.XYZ	11117.002
11117.XYZ	11117.004
11121.XYZ	11121.002
11121.XYZ	11121.004
11126.XYZ	11126.002
11129.XYZ	11129.004
11129.XYZ	11129.006
11131.XYZ	11131.008
11132.XYZ	11132.002
11135.XYZ	11135.004
11149.XYZ	11149.002
11153.XYZ	11153.002
11158.XYZ	11158.002
11166.XYZ	11166.002
11172.XYZ	11172.002
11172.XYZ	11172.004
11188.XYZ	11188.002
11197.XYZ	11197.002
11197.XYZ	11197.004
11198.XYZ	11198.002
11205.XYZ	11205.002
11219.XYZ	11219.004
11225.XYZ	11225.004
11227.XYZ	11227.002
11227.XYZ	11227.004
11227.XYZ	11227.006
11228.XYZ	11228.002
11228.XYZ	11228.004
11228.XYZ	11228.006
11228.XYZ	11228.008
11235.XYZ	11235.002
11241.XYZ	11241.002
11243.XYZ	11243.002
11243.XYZ	11243.004
11251.XYZ	11251.002
11251.XYZ	11251.004
11251.XYZ	11251.006
11251.XYZ	11251.008
11257.XYZ	11257.002
11268.XYZ	11268.004
11274.XYZ	11274.002
11281.XYZ	11281.002
11281.XYZ	11281.004
11283.XYZ	11283.004
11293.XYZ	11293.004
11293.XYZ	11293.006
Lbody:11293.XYZ	Lbody:11293.004
11296.XYZ	11296.004
11296.XYZ	11296.006
11296.XYZ	11296.008
11297.XYZ	11297.002
11318.XYZ	11318.002
11319.XYZ	11319.002
11319.XYZ	11319.004
Lbody:11319.XYZ	Lbody:11319.002
11321.XYZ	11321.002
11328.XYZ	11328.002
11332.XYZ	11332.004
11332.XYZ	11332.006
11332.XYZ	11332.008
11337.XYZ	11337.002
11339.XYZ	11339.002
11342.XYZ	11342.002
11342.XYZ	11342.004
11345.XYZ	11345.004
11345.XYZ	11345.006
Lbody:11345.XYZ	Lbody:11345.004
11360.XYZ	11360.002
11360.XYZ	11360.004
Lbody:11360.XYZ	Lbody:11360.002
11361.XYZ	11361.002
11365.XYZ	11365.002
11367.XYZ	11367.002
11375.XYZ	11375.002
11375.XYZ	11375.004
11383.XYZ	11383.002
11386.XYZ	11386.004
11386.XYZ	11386.006
11386.XYZ	11386.008
11388.XYZ	11388.002
11388.XYZ	11388.004
Lbody:11388.XYZ	Lbody:11388.002
11388.XYZ	11388.006
11389.XYZ	11389.004
11389.XYZ	11389.006
11394.XYZ	11394.002
11394.XYZ	11394.004
11394.XYZ	11394.006
Lbody:11394.XYZ	Lbody:11394.004
11399.XYZ	11399.002
11409.XYZ	11409.002
11409.XYZ	11409.004
11410.XYZ	11410.002
11410.XYZ	11410.004
11413.XYZ	11413.002
11414.XYZ	11414.002
11414.XYZ	11414.004
11414.XYZ	11414.006
11416.XYZ	11416.002
11421.XYZ	11421.002
11424.XYZ	11424.004
11428.XYZ	11428.004
11428.XYZ	11428.006
11428.XYZ	11428.008
Lbody:11428.XYZ	Lbody:11428.006
11428.XYZ	11428.010
11431.XYZ	11431.004
11431.XYZ	11431.006
11436.XYZ	11436.004
11437.XYZ	11437.004
11440.XYZ	11440.002
11448.XYZ	11448.002
11448.XYZ	11448.004
11452.XYZ	11452.002
11456.XYZ	11456.004
11459.XYZ	11459.002
11459.XYZ	11459.004
Lbody:11459.XYZ	Lbody:11459.002
11466.XYZ	11466.004
11466.XYZ	11466.006
11469.XYZ	11469.002
11470.XYZ	11470.002
11472.XYZ	11472.002
11473.XYZ	11473.002
11473.XYZ	11473.004
11474.XYZ	11474.002
11474.XYZ	11474.004
11474.XYZ	11474.006
11474.XYZ	11474.008
Lbody:11474.XYZ	Lbody:11474.006
11474.XYZ	11474.010
Lbody:11474.XYZ	Lbody:11474.006
11482.XYZ	11482.002
11485.XYZ	11485.002
11493.XYZ	11493.004
11495.XYZ	11495.004
11498.XYZ	11498.002
11502.XYZ	11502.002
11508.XYZ	11508.002
11510.XYZ	11510.002
11510.XYZ	11510.004
11510.XYZ	11510.006
11516.XYZ	11516.002
11517.XYZ	11517.002
11517.XYZ	11517.004
11520.XYZ	11520.002
11523.XYZ	11523.002
11524.XYZ	11524.002
11529.XYZ	11529.002
11529.XYZ	11529.004
Lbody:11529.XYZ	Lbody:11529.002
11529.XYZ	11529.006
11537.XYZ	11537.002
11538.XYZ	11538.004
11538.XYZ	11538.006
11538.XYZ	11538.008
Lbody:11538.XYZ	Lbody:11538.006
11538.XYZ	11538.010
Lbody:11538.XYZ	Lbody:11538.006
11542.XYZ	11542.002
11542.XYZ	11542.004
11542.XYZ	11542.006
11546.XYZ	11546.002
11546.XYZ	11546.004
11546.XYZ	11546.006
11546.XYZ	11546.008
11552.XYZ	11552.002
11560.XYZ	11560.004
11560.XYZ	11560.006
11562.XYZ	11562.002
11565.XYZ	11565.002
11565.XYZ	11565.004
11565.XYZ	11565.006
11565.XYZ	11565.008
11566.XYZ	11566.002
11572.XYZ	11572.002
11572.XYZ	11572.004
Lbody:11572.XYZ	Lbody:11572.002
11579.XYZ	11579.002
11579.XYZ	11579.004
11585.XYZ	11585.002
11585.XYZ	11585.004
Lbody:11585.XYZ	Lbody:11585.002
11586.XYZ	11586.002
11591.XYZ	11591.002
11591.XYZ	11591.004
11592.XYZ	11592.002
11593.XYZ	11593.002
11593.XYZ	11593.004
11598.XYZ	11598.002
11604.XYZ	11604.002
11611.XYZ	11611.002
11615.XYZ	11615.002
11620.XYZ	11620.002
11620.XYZ	11620.004
11625.XYZ	11625.004
11626.XYZ	11626.002
11632.XYZ	11632.002
11634.XYZ	11634.002
11640.XYZ	11640.002
11645.XYZ	11645.002
11647.XYZ	11647.002
11649.XYZ	11649.002
11655.XYZ	11655.002
11664.XYZ	11664.004
11664.XYZ	11664.006
11664.XYZ	11664.008
11664.XYZ	11664.010
11666.XYZ	11666.004
11666.XYZ	11666.006
11666.XYZ	11666.008
11668.XYZ	11668.002
11669.XYZ	11669.002
11669.XYZ	11669.004
11678.XYZ	11678.002
11681.XYZ	11681.004
11681.XYZ	11681.006
11681.XYZ	11681.008
11682.XYZ	11682.002
11683.XYZ	11683.002
11683.XYZ	11683.004
Lbody:11683.XYZ	Lbody:11683.002
11684.XYZ	11684.002
11685.XYZ	11685.002
11688.XYZ	11688.002
11693.XYZ	11693.002
11693.XYZ	11693.004
11696.XYZ	11696.002
11696.XYZ	11696.004
11696.XYZ	11696.006
11702.XYZ	11702.002
11728.XYZ	11728.002
11729.XYZ	11729.002
11742.XYZ	11742.002
11742.XYZ	11742.004
11742.XYZ	11742.006
11742.XYZ	11742.008
11743.XYZ	11743.002
11746.XYZ	11746.002
11747.XYZ	11747.002
11748.XYZ	11748.002
11748.XYZ	11748.004
11752.XYZ	11752.002
11752.XYZ	11752.004
Lbody:11752.XYZ	Lbody:11752.002
11756.XYZ	11756.002
11756.XYZ	11756.004
11756.XYZ	11756.006
Lbody:11756.XYZ	Lbody:11756.004
11758.XYZ	11758.002
11762.XYZ	11762.002
11766.XYZ	11766.002
11766.XYZ	11766.004
Lbody:11766.XYZ	Lbody:11766.002
11766.XYZ	11766.006
11767.XYZ	11767.002
11767.XYZ	11767.004
11767.XYZ	11767.006
11769.XYZ	11769.002
11769.XYZ	11769.004
11771.XYZ	11771.002
11771.XYZ	11771.004
11771.XYZ	11771.006
11772.XYZ	11772.002
11777.XYZ	11777.002
11782.XYZ	11782.002
11789.XYZ	11789.004
11789.XYZ	11789.006
Lbody:11789.XYZ	Lbody:11789.004
11789.XYZ	11789.008
11789.XYZ	11789.010
11789.XYZ	11789.012
Lbody:11789.XYZ	Lbody:11789.010
11796.XYZ	11796.004
11801.XYZ	11801.002
11808.XYZ	11808.002
11810.XYZ	11810.002
11811.XYZ	11811.002
11814.XYZ	11814.002
11815.XYZ	11815.004
11816.XYZ	11816.006
11817.XYZ	11817.002
11819.XYZ	11819.002
11821.XYZ	11821.002
11822.XYZ	11822.002
11829.XYZ	11829.002
11829.XYZ	11829.004
Lbody:11829.XYZ	Lbody:11829.002
11829.XYZ	11829.006
11836.XYZ	11836.002
11836.XYZ	11836.004
11858.XYZ	11858.002
11858.XYZ	11858.004
11858.XYZ	11858.006
Lbody:11858.XYZ	Lbody:11858.004
11859.XYZ	11859.002
11860.XYZ	11860.002
11860.XYZ	11860.004
11860.XYZ	11860.006
11860.XYZ	11860.008
11863.XYZ	11863.004
11864.XYZ	11864.004
11865.XYZ	11865.002
11878.XYZ	11878.002
11879.XYZ	11879.002
11885.XYZ	11885.002
11885.XYZ	11885.004
Lbody:11885.XYZ	Lbody:11885.002
11888.XYZ	11888.002
11902.XYZ	11902.002
11902.XYZ	11902.004
11902.XYZ	11902.006
11903.XYZ	11903.002
11906.XYZ	11906.002
11915.XYZ	11915.002
11919.XYZ	11919.004
11928.XYZ	11928.002
11931.XYZ	11931.002
11935.XYZ	11935.002
11938.XYZ	11938.002
11942.XYZ	11942.002
11945.XYZ	11945.002
11950.XYZ	11950.002
11957.XYZ	11957.002
11957.XYZ	11957.004
11959.XYZ	11959.004
11959.XYZ	11959.006
11959.XYZ	11959.008
11969.XYZ	11969.004
11971.XYZ	11971.002
11972.XYZ	11972.004
11972.XYZ	11972.006
Lbody:11972.XYZ	Lbody:11972.004
11972.XYZ	11972.008
11972.XYZ	11972.010
11976.XYZ	11976.002
11981.XYZ	11981.002
11982.XYZ	11982.002
11982.XYZ	11982.004
11989.XYZ	11989.002
11989.XYZ	11989.004
11991.XYZ	11991.002
11991.XYZ	11991.004
11996.XYZ	11996.002
12001.XYZ	12001.002
12002.XYZ	12002.002
12003.XYZ	12003.002
12004.XYZ	12004.002
12004.XYZ	12004.004
12004.XYZ	12004.006
12005.XYZ	12005.002
12005.XYZ	12005.004
12024.XYZ	12024.004
12024.XYZ	12024.006
12025.XYZ	12025.008
12030.XYZ	12030.002
12031.XYZ	12031.002
12035.XYZ	12035.002
12043.XYZ	12043.002
12043.XYZ	12043.004
12061.XYZ	12061.002
12066.XYZ	12066.002
12074.XYZ	12074.002
12074.XYZ	12074.004
12080.XYZ	12080.002
12080.XYZ	12080.004
12090.XYZ	12090.002
12090.XYZ	12090.004
Lbody:12090.XYZ	Lbody:12090.002
12090.XYZ	12090.006
12094.XYZ	12094.002
12094.XYZ	12094.004
Lbody:12094.XYZ	Lbody:12094.002
12096.XYZ	12096.002
12102.XYZ	12102.002
12103.XYZ	12103.002
12111.XYZ	12111.006
12113.XYZ	12113.002
12117.XYZ	12117.002
12119.XYZ	12119.002
12123.XYZ	12123.002
12123.XYZ	12123.004
12123.XYZ	12123.006
12123.XYZ	12123.008
12124.XYZ	12124.002
12124.XYZ	12124.004
12124.XYZ	12124.006
12128.XYZ	12128.002
12128.XYZ	12128.004
12128.XYZ	12128.006
12132.XYZ	12132.002
12137.XYZ	12137.002
12137.XYZ	12137.004
12137.XYZ	12137.006
12139.XYZ	12139.002
12139.XYZ	12139.004
12141.XYZ	12141.002
12142.XYZ	12142.002
12149.XYZ	12149.002
12149.XYZ	12149.004
12150.XYZ	12150.002
12150.XYZ	12150.004
12156.XYZ	12156.002
12156.XYZ	12156.004
12158.XYZ	12158.002
12159.XYZ	12159.002
12163.XYZ	12163.002
12163.XYZ	12163.004
12163.XYZ	12163.006
12163.XYZ	12163.008
12165.XYZ	12165.006
12165.XYZ	12165.008
12170.XYZ	12170.004
12177.XYZ	12177.002
12177.XYZ	12177.004
12177.XYZ	12177.006
12182.XYZ	12182.002
12182.XYZ	12182.004
12188.XYZ	12188.002
12206.XYZ	12206.002
12206.XYZ	12206.004
12206.XYZ	12206.006
12206.XYZ	12206.008
12206.XYZ	12206.010
12206.XYZ	12206.012
12206.XYZ	12206.014
Lbody:12206.XYZ	Lbody:12206.012
12206.XYZ	12206.016
Lbody:12206.XYZ	Lbody:12206.012
12211.XYZ	12211.002
12218.XYZ	12218.002
12218.XYZ	12218.004
12233.XYZ	12233.002
