Lnum	basehw	suffix	resolution	in_sanhw1
10149	upAtta	ttaH	upAttaH	True
10152	upAdikaH	kA	upAdikA	True
10156	upAhita	taH	upAhitaH	True
10157	upADyAyaH	yA	upADyAyA	True
10157	upADyAyaH	yI	upADyAyI	True
10163	upAnta	taH	upAntaH	True
10164	upAntika	kam	upAntikam	True
10166	upAntya	tyaH	upAntyaH	True
10166	upAntya	ntyam	upAntyam	True
10170	upAyAta	tam	upAyAtam	True
10194	upAvftta	ttaH	upAvfttaH	True
10208	upAsya	tA	upAsyatA	False
10208	upAsya	tvam	upAsyatvam	False
10226	upeya	yaH	upeyaH	True
10239	upottama	mam	upottamam	True
10240	upodaka	kaH	upodakaH	True
10240	upodaka	kam	upodakam	True
10240	upodaka	kI	upodakI	True
10240	upodaka	dikA	upodikA	True
10240	upodaka	dIkA	upodIkA	True
10270	ura	raH	uraH	True
10271	uragaH	gA	uragA	True
10271	uragaH	gI	uragI	True
10273	uraRaH	RI	uraRI	False
10286	urasya	syaH	urasyaH	True
10327	ulapya	pyaH	ulapyaH	True
10333	ulUkaH	kam	ulUkam	True
10333	ulUkaH	jit	ulUkajit	True
10333	ulUkaH	yAtuH	ulUkayAtuH	True
10334	ulUKalaH	lam	ulUKalam	True
10347	ulbaRa	RaH	ulbaRaH	True
10347	ulbaRa	Ram	ulbaRam	True
10365	ullAsana	nam	ullAsanam	True
10365	ullAsana	nA	ullAsanA	True
10368	ullAGa	GaH	ullAGaH	True
10372	ullApika	kaH	ullApikaH	True
10388	ullola	laH	ullolaH	True
10402	uSIraH	rI	uSIrI	True
10405	uza	zaH	uzaH	True
10406	uzaRam	RA	uzaRA	True
10408	uzita	tam	uzitam	True
10409	uzRa	zRaH	uzRaH	True
10409	uzRa	zRam	uzRam	True
10409	uzRa	zRaH	uzRaH	True
10409	uzRa	zRA	uzRA	True
10410	uzRaka	kaH	uzRakaH	True
10419	uzas	sI	uzasI	True
10426	uzwraH	zwrI	uzwrI	True
10433	usra	sraH	usraH	True
10433	usra	srA	usrA	True
10435	usrikaH	kA	usrikA	False
10436	usriya	yaH	usriyaH	True
10436	usriya	yA	usriyA	True
10458	Uma	maH	UmaH	True
10468	UrjaH	rjA	UrjA	True
10468	UrjaH	rjam	Urjam	True
10474	Urjasvin	nI	UrjasvinI	True
10475	Urjita	tam	Urjitam	True
10479	UrRAyu	yuH	UrRAyuH	True
10482	Urdaram	raH	UrdaraH	True
10483	UrDva	rDvam	UrDvam	True
10483	UrDva	rDvam	UrDvam	True
10490	Urmya	rmyA	UrmyA	True
10491	Urva	rvaH	UrvaH	True
10492	Urvya	rvyaH	UrvyaH	True
10499	UzaH	zI	UzI	True
10501	UzaRaH	Ram	UzaRam	True
10501	UzaRaH	RA	UzaRA	True
10502	Uzara	raH	UzaraH	True
10502	Uzara	ram	Uzaram	True
10506	Uzma	zmaH	UzmaH	True
10513	Uha	haH	UhaH	True
10517	Uhin	nI	UhinI	True
10519	f	fH	fH	True
10525	fkzaH	kzaH	fkzaH	True
10525	fkzaH	kzam	fkzam	True
10525	fkzaH	kzAH	fkkzAH	False
10525	fkzaH	kzA	fkzA	True
10525	fkzaH	kzI	fkzI	True
10527	fkzIka	kA	fkzIkA	True
10528	fkzaraH	rA	fkzarA	False
10528	fkzaraH	ram	fkzaram	True
10539	fcIzaH	zam	fcIzam	True
10546	fjIka	kaH	fjIkaH	True
10546	fjIka	kam	fjIkam	True
10548	fjIza	zam	fjIzam	True
10561	fYjasAna	naH	fYjasAnaH	True
10563	fRa	Ram	fRam	True
10568	fta	tam	ftam	True
10568	fta	taH	ftaH	True
10568	fta	tam	ftam	True
10569	ftaMBaraH	rA	ftaMBarA	True
10583	ftumat	tI	ftumatI	True
10591	fdDa	dDaH	fdDaH	True
10591	fdDa	dDam	fdDam	True
10599	fBu	BuH	fBuH	True
10608	fSya	SyaH	fSyaH	True
10608	fSya	Syam	fSyam	True
10610	fzaBaH	BAH	fzaBAH	True
10610	fzaBaH	BI	fzaBI	True
10619	fzu	zuH	fzuH	True
10622	fzyaH	zyam	fzyam	True
10624	fzva	zvaH	fzvaH	True
10632	eka	kaH	ekaH	True
10632	eka	kA	ekA	True
10634	ekaka	Satam	ekakaSatam	True
10637	ekatas	dat	ekatodat	True
10646	ekAdaSa	SI	ekAdaSI	True
10646	ekAdaSa	Sam	ekAdaSam	True
10666	eqa	qaH	eqaH	True
10667	eqakaH	kA	eqakA	True
10671	eta	taH	etaH	True
10671	eta	tA	etA	True
10673	etagva	gvaH	etagvaH	True
10674	etaSa	SaH	etaSaH	True
10689	eDatu	tuH	eDatuH	True
10698	ema	maH, eman	emaH	True
10699	erakA	kam	erakam	True
10701	eraRqaH	RqA	eraRqA	True
10713	eva	vaH	evaH	True
10716	evAvada	daH	evAvadaH	True
10718	eza	zaH	ezaH	True
10718	eza	zA	ezA	True
10719	ezaRa	RaH	ezaRaH	True
10719	ezaRa	Ram	ezaRam	True
10719	ezaRa	RA	ezaRA	True
10719	ezaRa	RI	ezaRI	True
10726	ezwavya	vyam	ezwavyam	True
10741	Ekapadika	kam	Ekapadikam	True
10758	EkAntika	ke	EkAntike	False
10764	Ekzava	vam	Ekzavam	True
10766	Ekzuka	kaH	EkzukaH	True
10768	EkzvAka	kaH	EkzvAkaH	True
10768	EkzvAka	kuH	EkzvAkuH	True
10769	ENguda	dam	ENgudam	True
10771	Eqa	qaH	EqaH	True
10772	Eqaka	kaH	EqakaH	True
10777	EReya	yaH	EReyaH	True
10777	EReya	yam	EReyam	True
10779	Etareya	yaH	EtareyaH	True
10779	Etareya	yam	Etareyam	True
10782	EtihAsika	kaH	EtihAsikaH	True
10788	Endava	vaH	EndavaH	True
10788	Endava	vI	EndavI	True
10788	Endava	vam	Endavam	True
10790	Endra	ndraH	EndraH	True
10790	Endra	ndrI	EndrI	True
10790	Endra	ndram	Endram	True
10791	EndrajAlika	kaH	EndrajAlikaH	True
10797	Endriya	yam	Endriyam	True
10799	EnDana	naH	EnDanaH	True
10800	Enya	nyaH	EnyaH	True
10802	EBi	BI	EBI	True
10806	ErAvataH	tam	ErAvatam	True
10806	ErAvataH	tI	ErAvatI	True
10810	ElaH	lam	Elam	True
10817	ESAna	nI	ESAnI	True
10818	ESya	Syam	ESyam	True
10819	ESvara	ram	ESvaram	True
10819	ESvara	rI	ESvarI	True
10829	Ehika	kam	Ehikam	True
10834	okya	kyam	okyam	True
10837	okulaH	lI	okulI	False
10844	oja	jam	ojam	True
10855	oqraH	qraH	oqraH	True
10855	oqraH	qram	oqram	True
10857	oRi	RI	oRRI	False
10861	odanaH	nI	odanI	True
10869	oman	nA	omanA	False
10875	ola	laH	olaH	True
10878	olla	llaH	ollaH	True
10880	ozaRaH	RI	ozaRI	True
10884	ozWaH	zWI	ozWI	True
10885	ozWaka	kaH	ozWakaH	True
10903	Ojasika	kaH	OjasikaH	True
10904	Ojasya	syam	Ojasyam	True
10907	Oqava	vaH	OqavaH	True
10907	Oqava	vA	OqavA	True
10909	Oqupika	kaH	OqupikaH	True
10925	Otpattika	kam	Otpattikam	True
10927	OtpAtika	kam	OtpAtikam	True
10935	Odaka	kA	OdakA	True
10942	Odarya	ryaH	OdaryaH	True
10943	OdaSvita	tam	OdaSvitam	True
10949	Odumbara	raH	OdumbaraH	True
10949	Odumbara	rI	OdumbarI	True
10949	Odumbara	ram	Odumbaram	True
10956	OdDArika	kam	OdDArikam	True
10958	OdBijja	jjam	OdBijjam	True
10959	OdBida	dam	OdBidam	True
10962	OdvAhika	kam	OdvAhikam	True
10972	OpacArika	kam	OpacArikam	True
10979	OpaDika	kaH	OpaDikaH	True
10980	OpaDeya	yam	OpaDeyam	True
10984	OpaniDika	kam	OpaniDikam	True
10987	Opanizada	daH	OpanizadaH	True
10992	OpapAtika	kam	OpapAtikam	True
10998	Opayika	kaH	OpayikaH	True
10998	Opayika	kam	Opayikam	True
11001	Oparizwa	kam	Oparizwakam	True
11003	OparoDika	kaH	OparoDikaH	True
11010	OpavAhya	hyaH	OpavAhyaH	True
11019	Opasargika	kaH	OpasargikaH	True
11025	OpahArika	kam	OpahArikam	True
11030	OpAsana	naH	OpAsanaH	True
11036	Oraga	gam	Oragam	True
11037	OraBra	Bram	OraBram	True
11039	OraBrika	kaH	OraBrikaH	True
11040	Orasa	saH	OrasaH	True
11040	Orasa	sI	OrasI	True
11047	OrDvadehika	kam	OrDvadehikam	True
11049	Orva	rvaH	OrvaH	True
11049	Orva	rvam	Orvam	True
11058	OSana	sam	OSanasam	True
11058	OSana	sAH	OSanasAH	False
11058	OSana	sI	OSanasI	True
11060	OSInaraH	rI	OSInarI	True
11064	OzaDa	Dam	OzaDam	True
11065	OzaDiH	paYcaprakArAH	OzaDipaYcaprakArAH	False
11065	OzaDiH	pratiniDiH	OzaDipratiniDiH	False
11069	Ozasa	sI	OzasI	True
11072	Ozwra	zwram	Ozwram	True
11073	Ozwraka	kam	Ozwrakam	True
11075	Ozwrika	kaH	OzwrikaH	True
11080	kaH	kam	kam	True
11086	kaMsaH	saH	kaMsaH	True
11086	kaMsaH	sA	kaMsA	True
11090	kaMsIya	yam	kaMsIyam	True
11102	kakudmat	tI	kakudmatI	True
11107	kakuBa	BaH	kakuBaH	True
11107	kakuBa	BA	kakuBA	True
11107	kakuBa	Bam	kakuBam	True
11108	kakuha	haH	kakuhaH	True
11113	kakkolaH	lam	kakkolam	True
11113	kakkolaH	lakam	kakkolakam	True
11117	kakzaH	kzA	kakzA	True
11117	kakzaH	kzam	kakzam	True
11121	kakzya	kzyA	kakzyA	True
11121	kakzya	kzyam	kakzyam	True
11126	kaNkaH	NkA	kaNkA	True
11129	kaNkaRaH	RaH	kaNkaRaH	True
11129	kaNkaRaH	RI, kaNkaRIkA	kaNkaRI	True
11131	kaNkataH	taH	kaNkataH	True
11132	kaNkara	ram	kaNkaram	True
11135	kaNkAlaH	laH	kaNkAlaH	True
11149	kacaH	cA	kacA	True
11153	kacAku	kuH	kacAkuH	True
11158	kaccara	ram	kaccaram	True
11166	kacCura	rA	kacCurA	True
11172	kajjalam	lA(lI)	kajjalA	False
11172	kajjalam	lI	kajjalI	True
11188	kaYjaH	Yjam	kaYjam	True
11197	kawaH	wI	kawI	True
11197	kawaH	wam	kawam	True
11198	kawaMBara	rA	kawaMBarA	True
11205	kawakawa	waH	kawakawaH	True
11219	kawiH	wI	kawI	True
11225	kawIraH	ram	kawIram	True
11227	kawu	wuH	kawuH	True
11227	kawu	wuH	kawuH	True
11227	kawu	wu	kawu	True
11228	kawuka	kaH	kawukaH	True
11228	kawuka	kA	kawukA	True
11228	kawuka	kI	kawukI	True
11228	kawuka	kam	kawukam	True
11235	kawola	laH	kawolaH	True
11241	kawvara	ram	kawvaram	True
11243	kaWaH	WAH	kaWAH	False
11243	kaWaH	WI	kaWI	True
11251	kaWina	naH	kaWinaH	True
11251	kaWina	nA	kaWinA	True
11251	kaWina	nI	kaWinI	True
11251	kaWina	nam	kaWinam	True
11257	kaWera	raH	kaWeraH	True
11268	kaqaNgarIya	yaH	kaqaNgarIyaH	True
11274	kaqAra	raH	kaqAraH	True
11281	kaRaH	RA	kaRA	True
11281	kaRaH	RI	kaRI	True
11283	kaRikaH	kA	kaRikA	True
11293	kaReraH	rA	kaRerA	True
11293	kaReraH	ruH	kaReruH	True
11296	kaRwakaH	kaH	kaRwakaH	True
11296	kaRwakaH	kI	kaRwakI	True
11296	kaRwakaH	PalaH	kaRwakaPalaH	True
11297	kaRwakAraH	rI	kaRwakArI	True
11318	kaRWAlaH	lA	kaRWAlA	True
11319	kaRWIlaH	laH	kaRWIlaH	True
11319	kaRWIlaH	lA	kaRWIlA	False
11321	kaRqanam	nI	kaRqanI	True
11328	kaRqura	raH	kaRquraH	True
11332	kaRqUyana	nam	kaRqUyanam	True
11332	kaRqUyana	nI	kaRqUyanI	True
11332	kaRqUyana	kaH	kaRqUyanakaH	True
11337	kaRqUla	laH	kaRqUlaH	True
11339	kaRqolaH	lI	kaRqolI	True
11342	kaRva	RvaH	kaRvaH	True
11342	kaRva	Rvam	kaRvam	True
11345	kataH	tam	katam	True
11345	kataH	takam	katakam	True
11360	katTana	nam	katTanam	True
11360	katTana	nA	katTanA	True
11361	katpaya	yam	katpayam	True
11365	kaTaka	kaH	kaTakaH	True
11367	kaTana	nam	kaTanam	True
11375	kaTita	taH	kaTitaH	True
11375	kaTita	tam	kaTitam	True
11383	kada	daH	kadaH	True
11386	kadambaH	mbI	kadambI	True
11386	kadambaH	mbam	kadambam	True
11386	kadambaH	kam	kadambakam	True
11388	kadaraH	raH	kadaraH	True
11388	kadaraH	ram	kadaram	True
11388	kadaraH	ram	kadaram	True
11389	kadalaH	lA	kadalA	True
11389	kadalaH	lI	kadalI	True
11394	kadru	druH	kadruH	True
11394	kadru	druH	kadruH	True
11394	kadru	drUH	kadrUH	True
11399	kanakam	kaH	kanakaH	True
11409	kanizWa	zWaH	kanizWaH	True
11409	kanizWa	zWA	kanizWA	True
11410	kanizWaka	zWikA	kanizWikA	True
11410	kanizWaka	kam	kanizWakam	True
11413	kanIna	nI	kanInI	True
11414	kanInakaH	kA	kanInakA	True
11414	kanInakaH	nikA	kanInikA	True
11414	kanInakaH	nikam	kanInikam	True
11416	kanIyasa	sam	kanIyasam	True
11421	kantu	tuH	kantuH	True
11424	kandaH	daH	kandaH	True
11428	kandaraH	raH	kandaraH	True
11428	kandaraH	rA	kandarA	True
11428	kandaraH	rIM	kandarIM	False
11428	kandaraH	ram	kandaram	True
11431	kandalaH	laH	kandalaH	True
11431	kandalaH	lam	kandalam	True
11436	kandukaH	kam	kandukam	True
11437	kandowaH	wam	kandowam	True
11440	kanDaraH	rA	kanDarA	True
11448	kanyasaH	sA	kanyasA	True
11448	kanyasaH	sI	kanyasI	True
11452	kanyAmaya	yam	kanyAmayam	True
11456	kapawaH	wI	kapawI	True
11459	kapanaH	naH	kapanaH	True
11459	kapanaH	nA	kapanA	True
11466	kapAlaH	lam	kapAlam	True
11466	kapAlaH	lI	kapAlI	True
11469	kapAlin	nI	kapAlinI	True
11470	kapiH	piH	kapiH	True
11472	kapitTaH	tTam	kapitTam	True
11473	kapila	laH	kapilaH	True
11473	kapila	lA	kapilA	True
11474	kapiSa	SaH	kapiSaH	True
11474	kapiSa	SA	kapiSA	True
11474	kapiSa	SA	kapiSA	True
11474	kapiSa	SI	kapiSI	True
11474	kapiSa	Sam	kapiSam	True
11482	kapotakaH	kam	kapotakam	True
11485	kapolaH	lI	kapolI	True
11493	kabanDaH	nDaH	kabanDaH	True
11495	kabara	rI	kabarI	True
11498	kabila	laH	kabilaH	True
11502	kamana	naH	kamanaH	True
11508	kamaWaH	WI	kamaWI	True
11510	kamala	laH	kamalaH	True
11510	kamala	lI	kamalI	True
11510	kamala	lam	kamalam	True
11516	kampaH	pA	kampA	True
11517	kampana	naH	kampanaH	True
11517	kampana	nam	kampanam	True
11520	kampita	tam	kampitam	True
11523	kambara	raH	kambaraH	True
11524	kambalaH	lam	kambalam	True
11529	kambu	mbuH	kambuH	True
11529	kambu	mbu	kambu	True
11529	kambu	mbuH	kambuH	True
11537	kara	raH	karaH	True
11538	karakaH	kaH	karakaH	True
11538	karakaH	kaH	karakaH	True
11538	karakaH	kA	karakA	True
11538	karakaH	kam	karakam	True
11542	karawaH	wam	karawam	True
11542	karawaH	wA	karawA	True
11542	karawaH	muKam	karawamuKam	False
11546	karaRa	RaH	karaRaH	True
11546	karaRa	Ram	karaRam	True
11546	karaRa	RI	karaRI	True
11546	karaRa	sutA	karaRasutA	False
11552	karaBaH	BI	karaBI	True
11560	karamBaH	mBA	karamBA	True
11560	karamBaH	vAlukA	karamBavAlukA	True
11562	karahAwaH	kaH	karahAwakaH	True
11565	karAla	laH	karAlaH	True
11565	karAla	lA	karAlA	True
11565	karAla	lI	karAlI	True
11565	karAla	lam	karAlam	True
11566	karAlikaH	kA	karAlikA	True
11572	karIraH	rA	karIrA	True
11572	karIraH	rI	karIrI	True
11579	karuRa	RaH	karuRaH	True
11579	karuRa	Ram	karuRam	True
11585	kareRuH	RuH	kareRuH	True
11585	kareRuH	RUH	kareRUH	True
11586	kareRukam	kA	kareRukA	True
11591	karka	rkaH	karkaH	True
11591	karka	rkA	karkA	True
11592	karkawaH	wI	karkawI	True
11593	karkawakaH	kI	karkawakI	True
11593	karkawakaH	kam	karkawakam	True
11598	karkaraH	raH	karkaraH	True
11604	karkaSa	SaH	karkaSaH	True
11611	karcUraH	ram	karcUram	True
11615	karRa	rRaH	karRaH	True
11620	karRika	kaH	karRikaH	True
11620	karRika	kA	karRikA	True
11625	karRAwaH	wI	karRAwI	True
11626	karRikAraH	ram	karRikAram	True
11632	karta	rtaH	kartaH	True
11634	kartana	nam	kartanam	True
11640	kartavya	vyam, kartavyatA	kartavyam	True
11645	kartva	tvam	kartvam	True
11647	kardanam	nI	kardanI	True
11649	kardamaH	mam	kardamam	True
11655	karparaH	ram	karparam	True
11664	karbura	raH	karburaH	True
11664	karbura	rA	karburA	True
11664	karbura	rI	karburI	True
11664	karbura	ram	karburam	True
11666	karbUra	raH	karbUraH	True
11666	karbUra	rA	karbUrA	True
11666	karbUra	ram	karbUram	True
11668	karmaWa	WaH	karmaWaH	True
11669	karmaRya	RyA	karmaRyA	True
11669	karmaRya	Ryam	karmaRyam	True
11678	karvawaH	wam	karvawam	True
11681	karvara	raH	karvaraH	True
11681	karvara	rI	karvarI	True
11681	karvara	ram	karvaram	True
11682	karSana	naH	karSanaH	True
11683	karzaH	rzaH	karzaH	True
11683	karzaH	rzam	karzam	True
11684	karzaka	kaH	karzakaH	True
11685	karzaRa	Ram	karzaRam	True
11688	karzin	RI	karziRI	True
11693	kala	lA	kalA	True
11693	kala	lam	kalam	True
11696	kalana	naH	kalanaH	True
11696	kalana	nam	kalanam	True
11696	kalana	nA	kalanA	True
11702	kalaYjaH	Yjam	kalaYjam	True
11728	kalApaH	pI	kalApI	True
11729	kalApakam	kaH	kalApakaH	True
11742	kaliNga	gAH	kaliNgAH	True
11742	kaliNga	NgaH	kaliNgaH	True
11742	kaliNga	NgA	kaliNgA	True
11742	kaliNga	Ngam	kaliNgam	True
11743	kaliYjaH	Yjam	kaliYjam	True
11746	kalila	lam	kalilam	True
11747	kalukkaH	kkA	kalukkA	True
11748	kaluza	zaH	kaluzaH	True
11748	kaluza	zam	kaluzam	True
11752	kalka	lkaH	kalkaH	True
11752	kalka	lkam	kalkam	True
11756	kalpa	lpaH	kalpaH	True
11756	kalpa	lpA	kalpA	True
11756	kalpa	lpam	kalpam	True
11758	kalpanam	nA	kalpanA	True
11762	kalpita	taH	kalpitaH	True
11766	kalmaza	zaH	kalmazaH	True
11766	kalmaza	zam	kalmazam	True
11766	kalmaza	zaH	kalmazaH	True
11767	kalmAza	zaH	kalmAzaH	True
11767	kalmAza	zI	kalmAzI	True
11767	kalmAza	zam	kalmAzam	True
11769	kalya	lyam	kalyam	True
11769	kalya	lyaH	kalyaH	True
11771	kalyARa	Ram	kalyARam	True
11771	kalyARa	RaH	kalyARaH	True
11771	kalyARa	RI	kalyARI	True
11772	kalyARaka	RikA	kalyARikA	True
11777	kallola	laH	kallolaH	True
11782	kavakaH	kam	kavakam	True
11789	kavara	raH	kavaraH	True
11789	kavara	ram	kavaram	True
11789	kavara	raH	kavaraH	True
11789	kavara	rA	kavarA	True
11789	kavara	rI	kavarI	True
11796	kavaza	zaH	kavazaH	True
11801	kavi	viH	kaviH	True
11808	kavyam	vyaH	kavyaH	True
11810	kaSaH	SA	kaSA	True
11811	kaSya	Syam	kaSyam	True
11814	kaSipu	puH	kaSipuH	True
11815	kaSeru	ruH	kaSeruH	True
11816	kaSerukaH	kA	kaSerukA	True
11817	kaSmala	lam	kaSmalam	True
11819	kaSyapaH	paH	kaSyapaH	True
11821	kaza	zaH	kazaH	True
11822	kazaRa	Ram	kazaRam	True
11829	kazAya	yaH	kazAyaH	True
11829	kazAya	yam	kazAyam	True
11829	kazAya	yaH	kazAyaH	True
11836	kazwa	zwam	kazwam	True
11836	kazwa	zwam	kazwam	True
11858	kAMsya	syam	kAMsyam	True
11858	kAMsya	syaH	kAMsyaH	True
11858	kAMsya	syam	kAMsyam	True
11859	kAMsyakam	koSI	kAMsyakakoSI	False
11860	kAkaH	kA	kAkA	True
11860	kAkaH	kI	kAkI	True
11860	kAkaH	kAkI	kAkI	True
11860	kAkaH	kam	kAkam	True
11863	kAkaruka	kaH	kAkarukaH	True
11864	kAkalaH	lam	kAkalam	True
11865	kAkalakaH	kaH	kAkalakaH	True
11878	kAkolaH	lI	kAkolI	True
11879	kAkzaH	kzam	kAkzam	True
11885	kANkzita	tA	kANkzitA	True
11885	kANkzita	tam	kANkzitam	True
11888	kAcaH	cam	kAcam	True
11902	kAYcana	nam	kAYcanam	True
11902	kAYcana	naH	kAYcanaH	True
11902	kAYcana	nI	kAYcanI	True
11903	kAYcanakaH	kam	kAYcanakam	True
11906	kAYcanIya	yA	kAYcanIyA	True
11915	kARa	RaH	kARaH	True
11919	kARqaH	RqI	kARqI	True
11928	kARvaH	RvAH	kARRvAH	False
11931	kAtara	raH	kAtaraH	True
11935	kAtIya	yaH	kAtIyaH	True
11938	kAtyAyanIya	yaH	kAtyAyanIyaH	True
11942	kAdambaH	mbam	kAdambam	True
11945	kAdambaram	rI	kAdambarI	True
11950	kAnaka	kam	kAnakam	True
11957	kAnta	taH	kAntaH	True
11957	kAnta	tam	kAntam	True
11959	kAntAraH	raH	kAntAraH	True
11959	kAntAraH	rI	kAntArI	True
11959	kAntAraH	ram	kAntAram	True
11969	kApawa	kaH	kApawakaH	False
11971	kApaTaH	Tam	kApaTam	True
11972	kApAla	laH	kApAlaH	True
11972	kApAla	likaH	kapAlikaH	True
11972	kApAla	lam	kApAlam	True
11972	kApAla	lI	kApAlI	True
11976	kApila	laH	kApilaH	True
11981	kApeya	yam	kApeyam	True
11982	kApota	tam	kApotam	True
11982	kApota	taH	kApotaH	True
11989	kAmaH	mA	kAmA	True
11989	kAmaH	mam	kAmam	True
11991	kAmana	nam	kAmanam	True
11991	kAmana	nA	kAmanA	True
11996	kAmala	laH	kAmalaH	True
12001	kAmika	kaH	kAmikaH	True
12002	kAmita	tam	kAmitam	True
12003	kAmin	nI	kAminI	True
12004	kAmuka	kaH	kAmukaH	True
12004	kAmuka	kA	kAmukA	True
12004	kAmuka	kI	kAmukI	True
12005	kAmya	myam	kAmyam	True
12005	kAmya	myA	kAmyA	True
12024	kAyaH	yam	kAyam	True
12024	kAyaH	yaH	kAyaH	True
12025	kAyaka	kA	kAyakA	False
12030	kAra	raH	kAraH	True
12031	kAraka	kam	kArakam	True
12035	kAraRam	RA	kAraRA	True
12043	kArita	tA	kAritA	True
12043	kArita	tam	kAritam	True
12061	kAru	ruH	kAruH	True
12066	kArUzAH	zam	kArUzam	True
12074	kArRa	rRam	kArRam	True
12074	kArRa	rRaH	kArRaH	True
12080	kArtika	kaH	kArtikaH	True
12080	kArtika	kI	kArtikI	True
12090	kArpAsa	saH	kArpAsaH	True
12090	kArpAsa	sam	kArpAsam	True
12090	kArpAsa	sI	kArpAsI	True
12094	kArmaRa	Ram	kArmaRam	True
12094	kArmaRa	karman	kArmaRakarman	False
12096	kArmAntikaH	kam	kArmAntikam	True
12102	kArmuka	kam	kArmukam	True
12103	kArya	ryam	kAryam	True
12111	kArzApaRaH	Ram	kArzApaRam	True
12113	kArzi	rziH	kArziH	True
12117	kArzRa	rzRam	kArzRam	True
12119	kArzRAyasa	sam	kArzRAyasam	True
12123	kAla	laH	kAlaH	True
12123	kAla	lA	kAlA	True
12123	kAla	lI	kAlI	True
12123	kAla	lam	kAlam	True
12124	kAlaka	kaH	kAlakaH	True
12124	kAlaka	kA	kAlakA	True
12124	kAlaka	kam	kAlakam	True
12128	kAlika	kaH	kAlikaH	True
12128	kAlika	kA	kAlikA	True
12128	kAlika	kam	kAlikam	True
12132	kAlaYjaraH	rA	kAlaYjarA	True
12137	kAliNga	NgaH	kAliNgaH	True
12137	kAliNga	NgAH	kAliNNgAH	False
12137	kAliNga	Ngam	kAliNgam	True
12139	kAlinda	ndI	kAlindI	True
12139	kAlinda	ndam	kAlindam	True
12141	kAliya	yaH	kAliyaH	True
12142	kAliyaH	yAH	kAliyAH	False
12149	kAleya	yam	kAleyam	True
12149	kAleya	yAH	kAleyAH	True
12150	kAleyakaH	kam	kAleyakam	True
12150	kAleyakaH	kaH	kAleyakaH	True
12156	kAlya	lyA	kAlyA	True
12156	kAlya	lyam	kAlyam	True
12158	kAvacika	kam	kAvacikam	True
12159	kAvAram	rI	kAvArI	True
12163	kAvya	vyaH	kAvyaH	True
12163	kAvya	vyA	kAvyA	True
12163	kAvya	vyAH	kAvvyAH	False
12163	kAvya	vyam	kAvyam	True
12165	kASaH	Sam	kASam	True
12165	kASaH	SaH	kASaH	True
12170	kASiH	SiH	kASiH	True
12177	kASmIra	rAH	kASmIrAH	True
12177	kASmIra	rAH	kASmIrAH	True
12177	kASmIra	ram	kASmIram	True
12182	kASyapaH	pI	kASyapI	True
12182	kASyapaH	pam	kASyapam	True
12188	kAzAya	yam	kAzAyam	True
12206	kAhala	laH	kAhalaH	True
12206	kAhala	lam	kAhalam	True
12206	kAhala	lam	kAhalam	True
12206	kAhala	lA	kAhalA	True
12206	kAhala	lI	kAhalI	True
12206	kAhala	laH	kAhalaH	True
12206	kAhala	lA	kAhalA	True
12206	kAhala	lam	kAhalam	True
12211	kiMSukaH	kam	kiMSukam	True
12218	kiNkiraH	ram	kiNkiram	True
12218	kiNkiraH	rA	kiNkirA	True
12233	kiRvam	RvaH	kiRvaH	True
12233	kiRvam	Rvam	kiRvam	True
12250	kirAtaH	tAH	kirAtAH	False
12260	kirmIra	raH	kirmIraH	True
12266	kilakilaH	laH	kilakilaH	True
12272	kilAsa	sam	kilAsam	True
12272	kilAsa	sin	kilAsin	True
12277	kilbizam	zaH	kilbizaH	True
12280	kiSoraH	rI	kiSorI	True
12281	kizkinDaH	nDA	kizkinDA	True
12281	kizkinDaH	nDyA	kizkinDyA	True
12282	kizku	zkuH	kizkuH	True
12284	kIkawa	wAH	kIkawAH	True
12284	kIkawa	waH	kIkawaH	True
12285	kIkasa	sam	kIkasam	True
12288	kIja	jaH	kIjaH	True
12290	kIwa	waH	kIwaH	True
12291	kIwaka	kaH	kIwakaH	True
12297	kInASa	SaH	kInASaH	True
12298	kIraH	rAH	kIrAH	True
12298	kIraH	ram	kIram	True
12304	kIrtanam	nA	kIrtanA	True
12311	kIlakaH	kam	kIlakam	True
12313	kIlita	tam	kIlitam	True
12314	kIlAlaH	lam	kIlAlam	True
12316	kISa	SaH	kISaH	True
12330	kukUlaH	lam	kukUlam	True
12331	kukkuwaH	wI	kukkuwI	True
12335	kukkura	ram	kukkuram	True
12343	kucara	raH	kucaraH	True
12347	kujaH	jA	kujA	True
12354	kuYcita	tA	kuYcitA	True
12357	kuYjaraH	rA	kuYjarA	True
12357	kuYjaraH	rI	kuYjarI	True
12361	kuwaH	waH	kuwaH	True
12362	kuwakam	kaH	kuwakaH	True
12365	kuwapaH	pam	kuwapam	True
12372	kuwila	lA	kuwilA	True
12372	kuwila	lam	kuwilam	True
12376	kuwIraH	ram	kuwIram	True
12380	kuwumbam	baH	kuwumbaH	True
12380	kuwumbam	bam	kuwumbam	True
12381	kuwumbikaH	nI	kuwumbinI	True
12384	kuwwa	wwaH	kuwwaH	True
12389	kuwwita	tA	kuwwitA	True
12391	kuwwAraH	ram	kuwwAram	True
12392	kuwwima	maH	kuwwimaH	True
12392	kuwwima	mam	kuwwimam	True
12402	kuWAraH	raH	kuWAraH	True
12419	kuqmala	laH	kuqmalaH	True
12419	kuqmala	m	kuqmalam	True
