Lnum	basehw	suffix	resolution	in_sanhw1
3058	apOruza	zeyam	apOruzeyam	True
3061	aptu	ptuH	aptuH	True
3067	apnavAna	naH	apnavAnaH	True
3080	aprakARqa	RqaH	aprakARqaH	True
3081	aprakASa	Sam	aprakASam	True
3081	aprakASa	Se	aprakASe	False
3081	aprakASa	SaH	aprakASaH	True
3084	aprakfta	tam	aprakftam	True
3084	aprakfta	taH	aprakftaH	True
3086	aprakfzwa	zwaH	aprakfzwaH	True
3098	apraja	jA	aprajA	True
3099	aprajas	tA	aprajastA	True
3102	apraRIta	tam	apraRItam	True
3109	apratikAra	raH	apratikAraH	True
3121	apratiBa	BA	apratiBA	True
3122	apratiBawa	waH	apratiBawaH	True
3127	apratiraTa	TaH	apratiraTaH	True
3127	apratiraTa	TaH	apratiraTaH	True
3127	apratiraTa	Tam	apratiraTam	True
3133	apratizWa	zWaH	apratizWaH	True
3133	apratizWa	zWA	apratizWA	True
3133	apratizWa	zWam	apratizWam	True
3134	apratizWAna	nam	apratizWAnam	True
3135	apratizWita	taH	apratizWitaH	True
3143	apratta	ttA	aprattA	True
3145	apratyaya	yaH	apratyayaH	True
3149	apraDAna	nam	apraDAnam	True
3157	apramAda	daH	apramAdaH	True
3157	apramAda	dam	apramAdam	True
3157	apramAda	tA	apramAdatA	True
3157	apramAda	din	apramAdin	True
3160	apramARa	Ram	apramARam	True
3165	aprameya	yam	aprameyam	True
3167	aprayatna	tnaH	aprayatnaH	True
3179	apravIta	tA	apravItA	True
3185	aprasanna	nnam	aprasannam	True
3187	aprasava	vaH	aprasavaH	True
3202	aprAjYa	jYatA	aprAjYatA	True
3205	aprARa	RaH	aprARaH	True
3213	apriya	yaH	apriyaH	True
3213	apriya	yA	apriyA	True
3213	apriya	yam	apriyam	True
3219	aprOQa	QA	aprOQA	True
3222	apva	pvA	apvA	True
3223	apsaH	psam	apsam	True
3229	apsu	kzit	apsukzit	True
3229	apsu	cara	apsucara	True
3229	apsu	ja	apsuja	True
3229	apsu	jA	apsujA	True
3229	apsu	jit	apsujit	True
3229	apsu	mat	apsumat	True
3229	apsu	yoni	apsuyoni	True
3230	aPala	laH	aPalaH	True
3230	aPala	lA	aPalA	True
3232	aPena	nam	aPenam	True
3234	abadDa	dDaH	abadDaH	True
3242	abala	laH	abalaH	True
3242	abala	lA	abalA	True
3242	abala	lam	abalam	True
3245	abADa	DA	abADA	True
3245	abADa	DaH	abADaH	True
3251	abIja	jaH	abIjaH	True
3251	abIja	jA	abIjA	False
3251	abIja	jam	abIjam	True
3252	abudDa	dDaH	abudDaH	True
3252	abudDa	dDam	abudDam	True
3256	aboDa	DaH	aboDaH	True
3258	abuDna	Dnam	abuDnam	True
3259	abja	bjaH	abjaH	True
3259	abja	bjam	abjam	True
3264	abda	bdaH	abdaH	True
3271	abBakza	kzaH	abBakzaH	True
3274	abrahmacarya	ryam	abrahmacaryam	True
3274	abrahmacarya	ryakam	abrahmacaryakam	True
3275	abrahmaRya	Ryam	abrahmaRyam	True
3278	abrAhmaRa	RaH	abrAhmaRaH	True
3282	aBakta	ktam	aBaktam	True
3285	aBakzya	kzyam	aBakzyam	True
3287	aBaNga	NgaH	aBaNgaH	True
3289	aBadra	dram	aBadram	True
3290	aBaya	yaH	aBayaH	True
3290	aBaya	yA	aBayA	True
3290	aBaya	yam	aBayam	True
3301	aBAva	vaH	aBAvaH	True
3309	aBika	kaH	aBikaH	True
3311	aBikAma	ma	aBikAma	True
3311	aBikAma	mam	aBikAmam	True
3338	aBiKyA	KyA	aBiKyA	True
3367	aBigfhIta	pARi	aBigfhItapARi	True
3376	aBicakzaRam	RA	aBicakzaRA	True
3383	aBicAraka	kaH	aBicArakaH	True
3383	aBicAraka	rI	aBicArI	True
3384	aBicCAya	yam	aBicCAyam	True
3391	aBijAta	tam	aBijAtam	True
3401	aBijYa	jYaH	aBijYaH	True
3401	aBijYa	jYA	aBijYA	True
3424	aBidyu	dyuH	aBidyuH	True
3439	aBiDeya	yam	aBiDeyam	True
3440	aBihita	tam	aBihitam	True
3443	aBiDAvaka	kaH	aBiDAvakaH	True
3450	aBinanda	ndaH	aBinandaH	True
3450	aBinanda	ndA	aBinandA	True
3457	aBinava	vaH	aBinavaH	True
3460	aBiniDana	nam	aBiniDanam	True
3469	aBinivizwa	zwam	aBinivizwam	True
3487	aBinetf	trI	aBinetrI	False
3501	aBipuzpa	zpam	aBipuzpam	True
3525	aBiprAya	yaH	aBiprAyaH	True
3526	aBipreta	tam	aBipretam	True
3547	aBiBUti	tiH	aBiBUtiH	True
3554	aBimata	tam	aBimatam	True
3554	aBimata	taH	aBimataH	True
3560	aBimAnaH	nam	aBimAnam	True
3568	aBimanyuH	puram	aBimanyupuram	True
3570	aBimAti	tiH	aBimAtiH	True
3574	aBimuKa	KaH	aBimuKaH	True
3574	aBimuKa	KI	aBimuKI	True
3574	aBimuKa	Kam	aBimuKam	True
3574	aBimuKa	Ke	aBimuKe	True
3581	aBimardana	nam	aBimardanam	True
3586	aBimeTika	meTikA	aBimeTikA	True
3592	aBiyAtiH	tiH	aBiyAtiH	True
3615	aBirAma	maH	aBirAmaH	True
3615	aBirAma	mam	aBirAmam	True
3624	aBirucita	taH	aBirucitaH	True
3626	aBiruta	tam	aBirutam	True
3627	aBirUpa	paH	aBirUpaH	True
3631	aBilakzya	kzyam	aBilakzyam	True
3639	aBilazita	tam	aBilazitam	True
3643	aBiliKita	tam, aBileKitam	aBiliKitam	True
3643	aBiliKita	nam	aBilikitam	False
3655	aBivAdya	dyaH	aBivAdyaH	True
3663	aBivAhya	hyam	aBivAhyam	True
3687	aBivyakta	ktam	aBivyaktam	True
3696	aBivyApya	pyam	aBivyApyam	True
3698	aBivyAhfta	tam	aBivyAhftam	True
3705	aBiSasta	stam	aBiSastam	True
3749	aBizecanIya	yaH	aBizecanIyaH	True
3751	aBizavaH	vam	aBizavam	True
3755	aBizuta	tam	aBizutam	True
3761	aBizwi	zwiH	aBizwiH	True
3775	aBisaMsAraH	ram	aBisaMsAram	True
3814	aBisAyaH	arkam	aBisAyArkam	False
3821	aBisAraH	rI	aBisArI	True
3824	aBisArin	RI	aBisAriRI	True
3829	aBiskandaH	ndam	aBiskandam	True
3835	aBisvaraH	re	aBisvare	True
3840	aBiGAtaH	tam	aBiGAtam	True
3841	aBiGAtaka	kaH	aBiGAtakaH	True
3857	aBihruti	tiH	aBihrutiH	True
3858	aBihvara	raH	aBihvaraH	True
3864	aBIka	kaH	aBIkaH	True
3864	aBIka	kam	aBIkam	True
3865	aBIkzRa	kzRam	aBIkzRam	True
3868	aBIjya	jyaH	aBIjyaH	True
3869	aBIta	tiH	aBItiH	True
3872	aBIpsita	tam	aBIpsitam	True
3874	aBIma	maH	aBImaH	True
3876	aBImodaH	mud	aBimud	False
3877	aBIraH	rI	aBIrI	False
3877	aBIraH	ram	aBIram	True
3880	aBIru	ruH	aBIruH	True
3880	aBIru	ruH	aBIruH	True
3880	aBIru	ru	aBIru	True
3881	aBIruRa	Ram	aBIruRam	True
3893	aBIzwa	zwaH	aBIzwaH	True
3893	aBIzwa	zwA	aBIzwA	True
3893	aBIzwa	zwam	aBIzwam	True
3911	aBeda	daH	aBedaH	True
3912	aBedya	dyam	aBedyam	True
3921	aByagra	gram	aByagram	True
3928	aByaDika	kam	aByaDikam	True
3929	aByaDvam	Dve	aByaDve	True
3934	aByantara	ram	aByantaram	True
3934	aByantara	ram	aByantaram	True
3934	aByantara	rataH	aByantarataH	False
3947	aByarRa	rRam	aByarRam	True
3952	aByarTita	tam	aByarTitam	True
3955	aByarDa	rDam	aByarDam	True
3973	aByavahAraH	maRqapaH	aByavahAramaRqapaH	True
3974	aByavahArya	ryam	aByavahAryam	True
3979	aByASa	SaH	aByASaH	True
3983	aByasta	stam	aByastam	True
4001	aByAgata	taH	aByAgataH	True
4013	aByAtma	tmam	aByAtmam	True
4031	aByAvartaH	rtam	aByAvartam	True
4033	aByAvftta	ttaH	aByAvfttaH	True
4060	aByudaya	yaH	aByudayaH	True
4062	aByudita	tA	aByuditA	True
4062	aByudita	tam	aByuditam	True
4067	aByuddfzwam	zwA	aByuddfzwA	True
4076	aByupagamita	taH	aByupagamitaH	True
4090	aByuzita	taH	aByuzitaH	True
4097	aBraMliha	haH	aBraMlihaH	True
4099	aBraMkaza	zaH	aBraMkazaH	True
4103	aBriya	yaH	aBriyaH	True
4103	aBriya	yam	aBriyam	True
4105	aBrama	maH	aBramaH	True
4112	aBva	Bvam	aBvam	True
4115	ama	maH	amaH	True
4115	ama	mA	amA	True
4118	amatiH	amatIvan	amatIvan	True
4119	amaNgala	laH	amaNgalaH	True
4119	amaNgala	lam	amaNgalam	True
4120	amaRqa	RqaH	amaRqaH	True
4123	amati	tiH	amatiH	True
4123	amati	tiH	amatiH	True
4124	amatra	trama	amatram	True
4124	amatra	trakam	amatrakam	True
4135	amanuzya	zyaH	amanuzyaH	True
4135	amanuzya	tA	amanuzyatA	True
4138	amanda	ndaH	amandaH	True
4141	amama	maH	amamaH	True
4144	amara	raH	amaraH	True
4144	amara	rA	amarA	True
4144	amara	rI	amarI	True
4149	amartya	rtyaH	amartyaH	True
4154	amaryAda	dA	amaryAdA	True
4155	amarza	rzaH	amarzaH	True
4155	amarza	rzA	amarzA	False
4157	amala	lA	amalA	True
4157	amala	lam	amalam	True
4167	amAMsa	sam	amAMsam	True
4171	amAtyaH	amAtyikA	amAtyikA	False
4172	amAtra	tram	amAtram	True
4172	amAtra	traH	amAtraH	True
4179	amAnuza	zaH	amAnuzaH	True
4179	amAnuza	zI	amAnuzI	True
4180	amAnuzya	˚zyam	amAnuzyam	True
4182	amAya	yA	amAyA	True
4182	amAya	yam	amAyam	True
4185	amArga	rgaH	amArgaH	True
4190	amitraH	trA	amitrA	False
4203	amiza	zam	amizam	True
4205	amIvA	vaH	amIvaH	True
4205	amIvA	vam	amIvam	True
4207	amukta	ktam	amuktam	True
4221	amUrta	rtaH	amUrtaH	True
4222	amUrti	rtiH	amUrtiH	True
4222	amUrti	rtiH	amUrtiH	True
4224	amUla	lA	amUlA	True
4229	amfta	taH	amftaH	True
4229	amfta	tA	amftA	True
4229	amfta	tam	amftam	True
4236	amftyu	tyuH	amftyuH	True
4243	ameDya	Dyam	ameDyam	True
4250	amokza	kzaH	amokzaH	True
4252	amoGa	GaH	amoGaH	True
4252	amoGa	GA	amoGA	True
4258	ambaH	mbA	ambA	True
4258	ambaH	mbam	ambam	True
4258	ambaH	mba	amba	True
4265	ambazWaH	zWA	ambazWA	True
4265	ambazWaH	zWA	ambazWA	True
4265	ambazWaH	zWI	ambazWI	True
4276	ambujinI	kuwumbin	ambujinIkuwumbin	False
4277	ambumat	tI	ambumatI	True
4279	ambUkfta	tam	ambUkftam	True
4284	amBfRa	RaH	amBfRaH	True
4289	amla	mlaH	amlaH	True
4289	amla	mlI	amlI	True
4289	amla	mlam	amlam	True
4290	amlakaH	kA	amlakA	False
4294	amlAna	naH	amlAnaH	True
4294	amlAna	nam	amlAnam	True
4295	amlAni	niH	amlAniH	True
4296	amlAnin	nI	amlAninI	True
4298	aya	yaH	ayaH	True
4300	ayakzma	kzmam	ayakzmam	True
4302	ayajYa	jYaH	ayajYaH	True
4311	ayatna	tnaH	ayatnaH	True
4313	ayaTA	Tam	ayaTam	True
4319	ayava	vaH	ayavaH	True
4324	ayasmaya	yI	ayasmayI	True
4329	ayAcita	taH	ayAcitaH	True
4329	ayAcita	tam	ayAcitam	True
4332	ayAtu	tuH	ayAtuH	True
4337	ayAnayam	yaH	ayAnayaH	True
4339	ayAnvita	taH	ayAnvitaH	True
4343	ayAs	yAH	ayAH	True
4344	ayAsya	syaH	ayAsyaH	True
4349	ayuga	gam	ayugam	True
4356	ayuta	tam	ayutam	True
4357	ayudDa	dDam	ayudDam	True
4364	ayoga	gaH	ayogaH	True
4370	ayoDya	DyA	ayoDyA	True
4371	ayoni	niH	ayoniH	True
4371	ayoni	niH	ayoniH	True
4376	ara	raH	araH	True
4385	araRa	Ram	araRam	True
4386	araRiH	RI	araRiRI	False
4386	araRiH	RiH	araRiH	True
4386	araRiH	RiH	araRiH	True
4388	araRyam	RyaH	araRyaH	True
4394	arata	tam	aratam	True
4395	arati	tiH	aratiH	True
4395	arati	tiH	aratiH	True
4414	aramati	tiH	aramatiH	True
4418	araram	raH	araraH	True
4423	araru	ruH	araruH	True
4427	aravindam	daH	aravindaH	True
4429	arasa	saH	arasaH	True
4448	arAya	yaH	arAyaH	True
4448	arAya	yI	arAyI	True
4449	arAla	laH	arAlaH	True
4449	arAla	lA	arAlA	True
4452	ari	riH	ariH	True
4458	aritra	tram	aritram	True
4458	aritra	traH	aritraH	True
4462	arizam	zaH	arizaH	True
4465	arizwa	zwaH	arizwaH	True
4465	arizwa	zwA	arizwA	True
4465	arizwa	zwam	arizwam	True
4477	aruja	jaH	arujaH	True
4478	aruRa	RaH	aruRaH	True
4478	aruRa	RA	aruRA	True
4478	aruRa	RI	aruRI	True
4478	aruRa	Ram	aruRam	True
4487	aruza	zaH	aruzaH	True
4487	aruza	zI	aruzI	True
4495	arUpa	pam	arUpam	True
4501	areRu	RuH	areRuH	True
4505	aroga	gaH	arogaH	True
4509	arocaka	kaH	arocakaH	True
4516	arka	rkaH	arkaH	True
4526	arGaH	tantram	arGatantram	False
4528	arGya	rGyam	arGyam	True
4532	arcaka	kaH	arcakaH	True
4535	arcana	nam	arcanam	True
4535	arcana	nA	arcanA	True
4546	arcizmat	tI	arcizmatI	True
4548	arjaka	kaH	arjakaH	True
4551	arjuna	naH	arjunaH	True
4551	arjuna	nI	arjunI	True
4551	arjuna	nam	arjunam	True
4551	arjuna	nAH	arjunAH	True
4552	arjunaka	kaH	arjunakaH	True
4554	arRa	rRaH	arRaH	True
4554	arRa	rRA	arRA	True
4554	arRa	rRam	arRam	True
4555	arRava	vaH	arRavaH	True
4559	artana	nam	artanam	True
4569	arTAt	kftam	arTAtkftam	False
4572	arTita	tam	arTitam	True
4576	arTya	rTyam	arTyam	True
4578	ardana	naH	ardanaH	True
4578	ardana	nam	ardanam	True
4578	ardana	nam	ardanam	True
4578	ardana	nA	ardanA	True
4582	arDa	rDaH	arDaH	True
4582	arDa	rDam	arDam	True
4582	arDa	rDaH	arDaH	True
4585	arDika	kaH	arDikaH	True
4594	arbudaH	AkAraH	arbudAkAraH	True
4597	arBa	rBaH	arBaH	True
4598	arBaka	kaH	arBakaH	True
4601	armaka	kam	armakam	True
4604	arya	ryaH	aryaH	True
4604	arya	ryA	aryA	True
4604	arya	ryI	aryI	True
4611	arvan	tI	arvatI	True
4613	arvAc	k	arvAk	True
4615	arvAcIna	nam	arvAcInam	True
4619	arSa	rSaH	arSaH	True
4623	arSasAna	naH	arSasAnaH	True
4624	arzaRa	Ram	arzaRam	True
4624	arzaRa	RI	arzaRI	True
4626	arha	rhaH	arhaH	True
4626	arha	rhA	arhA	True
4630	arhat	ttama	arhattama	True
4631	arhanta	ntaH	arhantaH	True
4637	alakaH	kA	alakA	True
4640	alakzaRa	Ram	alakzaRam	True
4645	alagardaH	rdA	alagardA	True
4656	alajja	jjA	alajjA	True
4665	alaMkarizRu	zRuH	alaMkarizRuH	True
4672	alampawa	waH	alampawaH	True
4673	alambuzaH	zA	alambuzA	True
4675	alaya	yaH	alayaH	True
4682	alasa	saH	alasaH	True
4682	alasa	sA	alasA	True
4683	alasaka	kaH	alasakaH	True
4690	alAtfRa	RaH	alAtfRaH	True
4691	alAbuH	bu	alAbu	True
4693	alABa	BaH	alABaH	True
4699	alin	nI	alinI	True
4704	aliNga	NgaH	aliNgaH	True
4704	aliNga	Ngam	aliNgam	True
4707	alina	naH	alinaH	True
4713	alIka	kam	alIkam	True
4724	alepaka	kaH	alepakaH	True
4725	aleSa	Sam	aleSam	True
4727	aloka	kaH	alokaH	True
4727	aloka	kam	alokam	True
4727	aloka	kA	alokA	True
4739	alohita	tam	alohitam	True
4742	alpa	lpaH	alpaH	True
4742	alpa	lpam	alpam	True
4742	alpa	lpam	alpam	True
4742	alpa	lpena	alpena	True
4742	alpa	lpAt	alpAt	True
4743	alpaka	kam	alpakam	True
4743	alpaka	kaH	alpakaH	True
4745	alpaMpaca	caH	alpaMpacaH	True
4752	allakam	kA	allakA	False
4753	allA	llaH	alllaH	False
4756	avana	nam	avanam	True
4759	avaMSaH	Sam	avaMSam	True
4760	avakawa	wam	avakawam	True
4775	avakuwAra	ram	avakuwAram	True
4780	avakutsita	tam	avakutsitam	True
4789	avakfzwa	zwaH	avakfzwaH	True
4804	avakranda	ndaH	avakrandaH	True
4825	avakzIRa	Ram	avakzIRam	True
4829	avakzepaRam	RI	avakzepaRI	True
4867	avagIta	tam	avagItam	True
4870	avagfhya	hyam	avagfhyam	True
4881	avaGozaH	RA	avaGozaRA	True
4894	avacakzaRa	Ram	avacakzaRam	True
4895	avacana	nam	avacanam	True
4901	avacAra	raH	avacAraH	True
4902	avacAraRa	Ram	avacAraRam	True
4910	avacUqaH	qA	avacUqA	True
4922	avacCedaka	kaH	avacCedakaH	True
4925	avacCurita	tam	avacCuritam	True
4936	avawa	waH	avawaH	True
4939	avawuH	wuH	avawuH	True
4939	avawuH	wu	avawu	True
4965	avataraRam	maNgalam	avataraRamaNgalam	True
4972	avatIrRa	rRam	avatIrRam	True
4984	avadAta	taH	avadAtaH	True
4999	avadya	dyam	avadyam	True
5004	avaDa	DaH	avaDaH	True
5014	avaDeya	yam	avaDeyam	True
5025	avaDUta	taH	avaDUtaH	True
5033	avaDAraRa	Ram	avaDAraRam	True
5033	avaDAraRa	RA	avaDAraRA	True
5055	avanadDa	dDam	avanadDam	True
5057	avanAwa	wam	avanAwam	True
5086	avapAkaH	kaH	avapAkaH	True
5094	avapIqa	qaH	avapIqaH	True
5095	avapIqanam	nA	avapIqanA	True
5110	avaboDaka	kaH	avaboDakaH	True
5115	avaBaNga	NgaH	avaBaNgaH	True
5120	avaBAsaka	kam	avaBAsakam	True
5122	avaBAsin	nI	avaBAsinI	False
5130	avaBrawa	wam	avaBrawam	True
5131	avama	maH	avamaH	True
5131	avama	mam	avamam	True
5134	avamatiH	tiH	avamatiH	True
5140	avamanTa	TaH	avamanTaH	True
5151	avamardana	nam	avamardanam	True
5170	avara	raH	avaraH	True
5170	avara	rA	avarA	True
5170	avara	ram	avaram	True
5186	avarudDiH	kA	avarudDikA	True
5188	avaroDaka	kaH	avaroDakaH	True
5188	avaroDaka	kam	avaroDakam	True
5190	avaroDika	kaH	avaroDikaH	True
5190	avaroDika	kA	avaroDikA	True
5201	avarohin	RI	avarohiRI	False
5206	avarga	rgaH	avargaH	True
5210	avartana	nam	avartanam	True
5217	avalakza	kzaH	avalakzaH	True
5219	avalagna	gnaH	avalagnaH	True
5222	avalambakaH	kam	avalambakam	True
5232	avalIQa	QA	avalIQA	True
5255	avalokita	taH	avalokitaH	True
5255	avalokita	tam	avalokitam	True
5259	avalguja	jaH	avalgujaH	True
5285	avaSizwa	zwam	avaSizwam	True
5285	avaSizwa	zwakam	avaSizwakam	True
5289	avaSIrza	rzaH	avaSIrzaH	True
5306	avasaH	sam	avasam	True
5309	avasakta	ktam	avasaktam	True
5313	avasaTaH	Tam	avasaTam	True
5328	avasarpin	RI	avasarpiRI	True
5350	avasita	tam	avasitam	True
5359	avaskaraka	kaH	avaskarakaH	True
5360	avaskava	vaH	avaskavaH	True
5370	avasTaH	sTA	avasTA	True
5390	avaha	haH	avahaH	True
5409	avahAraka	kaH	avahArakaH	True
5414	avahelita	tam	avahelitam	True
5415	avahvara	raH	avahvaraH	True
5426	avAYc	cI	avAYcI	False
5433	avAta	tama	avAtam	True
5453	avAraRa	Ram	avAraRam	True
5455	avArita	tam	avAritam	True
5465	avi	viH	aviH	True
5465	avi	viH	aviH	True
5466	avikaH	kA	avikA	True
5466	avikaH	kam	avikam	True
5472	avikalpa	lpaH	avikalpaH	True
5472	avikalpa	lpam	avikalpam	True
5473	avikAra	raH	avikAraH	True
5478	avikriya	yam	avikriyam	True
5478	avikriya	tvam	avikriyatvam	True
5480	avikrama	maH	avikramaH	True
5491	avigama	maH	avigamaH	True
5494	avigraha	haH	avigrahaH	True
5495	aviGAta	taH	aviGAtaH	True
5496	aviGna	Gnam	aviGnam	True
5499	avicAra	raH	avicAraH	True
5507	avicCeda	daH	avicCedaH	True
5514	avijYeya	yaH	avijYeyaH	True
5516	avitaTa	Tam	avitaTam	True
5516	avitaTa	Tam	avitaTam	True
5516	avitaTa	TA	avitaTA	True
5522	avitti	ttiH	avittiH	True
5532	avidita	taH	aviditaH	True
5534	avidUra	ram	avidUram	True
5534	avidUra	ram	avidUram	True
5537	avidDa	dDaH	avidDaH	True
5538	avidya	dyA	avidyA	True
5543	aviDAna	nam	aviDAnam	True
5545	aviDi	DiH	aviDiH	True
5548	avinaya	yaH	avinayaH	True
5549	avinIta	tA	avinItA	True
5551	avinaSvara	raH	avinaSvaraH	True
5558	avinDyaH	nDyA	avinDyA	True
5559	avipakva	karaRa	avipakvakaraRa	True
5559	avipakva	budDi	avipakvabudDi	True
5560	avipAka	kaH	avipAkaH	True
5564	avipra	praH	avipraH	True
5570	avibuDa	DaH	avibuDaH	True
5572	aviBAga	gaH	aviBAgaH	True
5573	aviBAjya	jyam	aviBAjyam	True
5577	avimukta	ktaH	avimuktaH	True
5577	avimukta	ktam	avimuktam	True
5577	avimukta	kaH	avimuktakaH	True
5581	aviyoga	gaH	aviyogaH	True
5582	avirata	tam	aviratam	True
5583	avirati	tiH	aviratiH	True
5584	avirAma	maH	avirAmaH	True
5584	avirAma	mam	avirAmam	True
5585	avirala	lam	aviralam	True
5597	avilamba	mbaH	avilambaH	True
5597	avilamba	mbam	avilambam	True
5597	avilamba	avilambena	avilambena	True
5598	avilambita	tam	avilambitam	True
5600	avilAsa	saH	avilAsaH	True
5603	avivakzita	vacanatA	avivakzitavacanatA	False
5608	aviveka	kaH	avivekaH	True
5612	avivenat	nam	avivenam	True
5613	aviSaNka	kA	aviSaNkA	True
5613	aviSaNka	Nkam, aviSaNkena	aviSaNkam	True
5618	aviSeza	zaH	aviSezaH	True
5618	aviSeza	zam	aviSezam	True
5618	aviSeza	ka	aviSezaka	False
5621	aviSrAnta	tam	aviSrAntam	True
5622	aviSvAsa	saH	aviSvAsaH	True
5622	aviSvAsa	sA	aviSvAsA	True
5625	aviza	zaH	avizaH	True
5625	aviza	zA	avizA	True
5625	aviza	zI	avizI	True
5627	avizaya	yaH	avizayaH	True
5643	avispazwa	zwam	avispazwam	True
5652	avIci	ciH	avIciH	True
5652	avIci	saMSozaRaH	avIcisaMSozaRaH	True
5653	avIja	jaH	avIjaH	True
5653	avIja	jA	avIjA	False
5653	avIja	jam	avIjam	True
5655	avIra	rA	avIrA	True
5657	avfka	kam	avfkam	True
5661	avftti	ttiH	avfttiH	True
5663	avfdDika	kam	avfdDikam	True
5665	avfzwi	zwiH	avfzwiH	True
5681	avedya	dyaH	avedyaH	True
5681	avedya	dyA	avedyA	True
5683	avela	laH	avelaH	True
5683	avela	lA	avelA	True
5685	avEdya	tvam	avEdyatvam	False
5694	avoda	daH	avodaH	True
5697	avya	vyaH	avyaH	True
5697	avya	vyam	avyam	True
5698	avyakta	ktaH	avyaktaH	True
5698	avyakta	ktam	avyaktam	True
5698	avyakta	ktam	avyaktam	True
5700	avyagra	gram	avyagram	True
5701	avyaNga	gA	avyaNgA	True
5704	avyaYjana	naH	avyaYjanaH	True
5709	avyaTa	TaH	avyaTaH	True
5709	avyaTa	TA	avyaTA	True
5711	avyaTi	TiH	avyaTiH	True
5713	avyaTizaH	zI	avyaTizI	True
5721	avyaya	yaH	avyayaH	True
5721	avyaya	yam	avyayam	True
5729	avyavaDAna	nam	avyavaDAnam	True
5733	avyavasTa	sTA	avyavasTA	True
5738	avyasana	nam	avyasanam	True
5740	avyAkfta	tam	avyAkftam	True
5745	avyAja	jaH	avyAjaH	True
5745	avyAja	jam	avyAjam	True
5751	avyApAra	raH	avyApAraH	True
5752	avyAyAma	maH	avyAyAmaH	True
5754	avyAhata	tam	avyAhatam	True
5757	avyutpanna	nnaH	avyutpannaH	True
5758	avraRa	Ram	avraRam	True
5762	aSana	naH	aSanaH	True
5762	aSana	nam	aSanam	True
5766	aSanAyita	tam	aSanAyitam	True
5767	aSita	tam	aSitam	True
5779	aSatru	tru	aSatru	True
5779	aSatru	truH	aSatruH	True
5782	aSabda	bdaH	aSabdaH	True
5782	aSabda	bdam	aSabdam	True
5785	aSarIra	raH	aSarIraH	True
5791	aSastra	stram	aSastram	True
5797	aSAsana	nam	aSAsanam	True
5803	aSiraH	rA	aSirA	True
5803	aSiraH	ram	aSiram	True
5806	aSiva	vaH	aSivaH	True
5806	aSiva	vA	aSivA	True
5806	aSiva	vam	aSivam	True
5809	aSiSu	SuH	aSiSuH	True
5809	aSiSu	SvIH	aSiSvIH	True
5809	aSiSu	aSiSvikA	aSiSvikA	True
5812	aSizWa	zWaH	aSizWaH	True
5819	aSIla	lam	aSIlam	True
5820	aSuci	ciH	aSuciH	True
5820	aSuci	ciH	aSuciH	True
5821	aSudDa	dDam	aSudDam	True
5822	aSudDi	dDiH	aSudDiH	True
5823	aSoDana	nam	aSoDanam	True
5824	aSuBa	Bam	aSuBam	True
5827	aSUnya	nyam	aSUnyam	True
5832	aSeza	zaH	aSezaH	True
5832	aSeza	zam, aSezeRa, aSezataH	aSezam	True
5838	aSoka	kaH	aSokaH	True
5838	aSoka	kA	aSokA	True
5838	aSoka	kam	aSokam	True
5845	aSna	SnaH	aSnaH	True
5855	aSmanta	ntaH	aSmantaH	True
5855	aSmanta	ntam	aSmantam	True
5856	aSmantakaH	kaH	aSmantakaH	True
5858	aSraH	Sram	aSram	True
5860	aSradDa	dDA	aSradDA	True
5863	aSrama	maH	aSramaH	True
5864	aSramaRa	RaH	aSramaRaH	True
5865	aSrAnta	ntam	aSrAntam	True
5865	aSrAnta	ntam	aSrAntam	True
5866	aSravaRa	RaH	aSravaRaH	True
5866	aSravaRa	Ram	aSravaRam	True
5869	aSrAdDa	dDaH	aSrAdDaH	True
5881	aSruti	tiH	aSrutiH	True
5881	aSruti	tiH	aSrutiH	True
5887	aSlIla	lam	aSlIlam	True
5890	aSvaH	SvO	aSvO	False
5890	aSvaH	SvAH	aSSvAH	False
5892	aSvaka	kaH	aSvakaH	True
5894	aSvatara	raH	aSvataraH	True
5894	aSvatara	rI	aSvatarI	True
5896	aSvatTaH	tTA	aSvatTA	True
5896	aSvatTaH	tTI	aSvatTI	True
5897	aSvatTaka	kaH	aSvatTakaH	True
5908	aSvin	nO	aSvinO	True
5911	aSviya	yA	aSviyA	False
5913	aSvIya	yam	aSvIyam	True
5914	aSvya	Svyam	aSvyam	True
5914	aSvya	SvyaH	aSvyaH	True
5915	aSvanta	ntaH	aSvantaH	True
5919	azaqakzIRa	Ram	azaqakzIRam	True
5921	azAQa	QaH	azAQaH	True
5921	azAQa	QA	azAQA	True
5924	azwaka	kaH	azwakaH	True
5924	azwaka	kA	azwakA	True
5924	azwaka	kam	azwakam	True
5925	azwakika	kI	azwakikI	False
5927	azwataya	yam	azwatayam	True
5929	azwama	maH	azwamaH	True
5929	azwama	mI	azwamI	True
5933	azwAtaya	yaH	azwAtayaH	True
5939	azwrA	vin	azwrAvin	True
5945	asta	stA	astA	True
5947	astaH	stam	astam	True
5947	astaH	stam	astam	True
5948	astakaH	kam	astakam	True
5953	asti	stiH	astiH	True
5959	asaMyata	taH	asaMyataH	True
5962	asaMyukta	ktam	asaMyuktam	True
5963	asaMyuta	taH	asaMyutaH	True
5969	asaMvftaH	tam	asaMvftam	True
5974	asaMSaya	yam	asaMSayam	True
5976	asaMSlizwa	zwaH	asaMSlizwaH	True
