Lnum	basehw	suffix	resolution
27097	yuyutsu	tsuH	yuyutsuH
27106	yuvatiH	tI	yuvatI
27109	yuzmadIya	yaH	yuzmadIyaH
27117	yUTya	TyA	yUTyA
27132	yogin	nI	yoginI
27133	yogya	gyaH	yogyaH
27133	yogya	gyA	yogyA
27133	yogya	gyam	yogyam
27136	yojanam	nA	yojanA
27146	yoDanam	naH	yoDanaH
27156	yOktika	kaH	yOktikaH
27161	yOtaka	kam	yOtakam
27163	yOTika	kaH	yOTikaH
27164	yODa	DaH	yODaH
27165	yOna	nam	yOnam
27169	yOvana	nam	yOvanam
27177	raH	rA	rA
27177	raH	rI	rI
27177	raH	ram	ram
27187	rakta	ktaH	raktaH
27187	rakta	ktA	raktA
27187	rakta	ktam	raktam
27188	raktaka	kaH	raktakaH
27188	raktaka	kam	raktakam
27195	rakzaka	kaH	rakzakaH
27196	rakzaRam	RI	rakzaRI
27196	rakzaRam	RaH	rakzaRaH
27196	rakzaRam	RA	rakzaRA
27209	raGu	GuH	raGuH
27210	raNka	kaH	raNkaH
27214	raNgaH	gaH	raNgaH
27214	raNgaH	gam	raNgam
27224	rajakaH	kI	rajakI
27225	rajata	tam	rajatam
27226	rajanaH	nam	rajanam
27233	rajasvala	laH	rajasvalaH
27233	rajasvala	lA	rajasvalA
27238	raYjaka	kaH	raYjakaH
27238	raYjaka	kam	raYjakam
27239	raYjana	nam	raYjanam
27248	raRaH	RaH	raRaH
27252	raRqa	RqaH	raRqaH
27252	raRqa	RqA	raRqA
27255	rata	tam	ratam
27259	ratnavat	tI	ratnavatI
27264	raTika	kaH	raTikaH
27265	raTin	nI	raTinI
27267	raTira	raH	raTiraH
27273	radanaH	nam	radanam
27283	rantavya	vyam	rantavyam
27293	raBasa	saH	raBasaH
27296	rama	maH	ramaH
27297	ramaka	kaH	ramakaH
27299	ramaRa	RaH	ramaRaH
27299	ramaRa	Ram	ramaRam
27310	ramya	myaH	ramyaH
27310	ramya	myA	ramyA
27310	ramya	myam	ramyam
27315	rayizWaH	zWam	rayizWam
27320	ravaRa	RaH	ravaRaH
27320	ravaRa	Ram	ravaRam
27331	rasanam	naH	rasanaH
27335	rasavat	tI	rasavatI
27338	rasAlaH	lA	rasAlA
27338	rasAlaH	lam	rasAlam
27341	rasika	kaH	rasikaH
27341	rasika	kA	rasikA
27343	rasita	tam	rasitam
27346	rasya	syam	rasyam
27347	rasnam	snA	rasnA
27351	rahasya	syam	rahasyam
27351	rahasya	syam	rahasyam
27352	rahita	tam	rahitam
27357	rAkzasa	saH	rAkzasaH
27357	rAkzasa	sI	rAkzasI
27366	rAgin	RI	rAgiRI
27373	rANkava	vam	rANkavam
27376	rAjakaH	kam	rAjakam
27378	rAjata	tam	rAjatam
27382	rAjanya	nyaH	rAjanyaH
27382	rAjanya	nyA	rAjanyA
27396	rAjIvaH	vam	rAjIvam
27402	rARAyanIyaH	yAH	rARAyanIyAH
27407	rAti	tiH	rAtiH
27409	rAtraka	kaH	rAtrakaH
27409	rAtraka	kam	rAtrakam
27410	rAtrika	kA	rAtrikA
27420	rADaH	DaH	rADaH
27420	rADaH	Dam	rADam
27420	rADaH	DI	rADI
27421	rADanam	nA	rADanA
27421	rADanam	nI	rADanI
27427	rAma	maH	rAmaH
27427	rAma	mam	rAmam
27428	rAmaka	kaH	rAmakaH
27430	rAmaRIyaka	kam	rAmaRIyakam
27440	rAvaRa	RaH	rAvaRaH
27440	rAvaRa	Ram	rAvaRam
27446	rAzwram	zwraH	rAzwraH
27446	rAzwram	zwram	rAzwram
27450	rAzwriya	yaH	rAzwriyaH
27464	rikta	ktam	riktam
27483	ripra	pram	ripram
27500	rizwa	zwam	rizwam
27500	rizwa	zwaH	rizwaH
27513	rItikam	kA	rItikA
27518	ruta	tam	rutam
27520	rukma	kmaH	rukmaH
27520	rukma	kmam	rukmam
27527	rucaka	kaH	rucakaH
27527	rucaka	kam	rucakam
27530	rucita	tam	rucitam
27531	rucira	rA	rucirA
27531	rucira	ram	ruciram
27532	rucizya	zyam	rucizyam
27533	rucya	cyaH	rucyaH
27533	rucya	cyam	rucyam
27542	ruRqa	RqaH	ruRqaH
27542	ruRqa	Rqam	ruRqam
27542	ruRqa	RqaH	ruRqaH
27548	rudra	draH	rudraH
27551	rudriya	yam	rudriyam
27554	rudDa	dDA	rudDA
27555	ruDira	ram	ruDiram
27555	ruDira	raH	ruDiraH
27578	rUkza	kzaH	rUkzaH
27578	rUkza	kzA	rUkzA
27578	rUkza	kzam	rUkzam
27585	rUpaka	kaH	rUpakaH
27585	rUpaka	kam	rUpakam
27587	rUpavat	tI	rUpavatI
27591	rUpya	pyam	rUpyam
27606	recaka	kaH	recakaH
27606	recaka	kam	recakam
27607	recanam	nI	recanI
27608	recita	tam	recitam
27623	rePa	PaH	rePaH
27627	reBa	BaH	reBaH
27632	revawaH	wam	revawam
27641	rEvata	taH	rEvataH
27642	rEvatakaH	kam	rEvatakam
27645	rokam	kaH	rokaH
27652	rocaka	kam	rocakam
27652	rocaka	kaH	rocakaH
27653	rocana	naH	rocanaH
27653	rocana	nam	rocanam
27657	rocamAna	naH	rocamAnaH
27662	roqa	qaH	roqaH
27669	roDanaH	nam	roDanam
27672	roDraH	DraH	roDraH
27672	roDraH	Dram	roDram
27672	roDraH	Dram	roDram
27675	ropaRam	RaH	ropaRaH
27678	romakaH	kam	romakam
27681	romaSa	SaH	romaSaH
27681	romaSa	SI	romaSI
27681	romaSa	Sam	romaSam
27686	rozaRa	RaH	rozaRaH
27689	roha	haH	rohaH
27690	rohaRaH	Ram	rohaRam
27691	rohantaH	ntI	rohantI
27693	rohiRa	RaH	rohiRaH
27693	rohiRa	Ram	rohiRam
27698	rohita	taH	rohitaH
27698	rohita	tam	rohitam
27704	rOcanika	kam	rOcanikam
27707	rOdra	draH	rOdraH
27707	rOdra	dram	rOdram
27710	rOpya	pyam	rOpyam
27712	rOmaka	kam	rOmakam
27713	rOrava	vaH	rOravaH
27714	rOhiRa	RaH	rOhiRaH
27716	rOhiReyaH	yam	rOhiReyam
27717	rOhizaH	zam	rOhizam
27717	rOhizaH	zI	rOhizI
27722	lakacaH	cam	lakacam
27728	lakzaka	kam	lakzakam
27729	lakzaRam	RaH	lakzaRaH
27729	lakzaRam	RA	lakzaRA
27731	lakzaRya	RyaH	lakzaRyaH
27736	lakzmaRa	RaH	lakzmaRaH
27736	lakzmaRa	RA	lakzmaRA
27736	lakzmaRa	Ram	lakzmaRam
27740	lakzya	kzyaH	lakzyaH
27740	lakzya	kzyam	lakzyam
27744	lagna	gnaH	lagnaH
27744	lagna	gnam	lagnam
27784	lajjita	tam	lajjitam
27798	lawvaH	wvA	lawvA
27812	lapita	tam	lapitam
27816	labDa	bDA	labDA
27816	labDa	bDam	labDam
27820	laBasaH	sam	laBasam
27823	lampawa	waH	lampawaH
27829	lamba	mbaH	lambaH
27829	lamba	mbI	lambI
27831	lambanaH	nam	lambanam
27838	lamBaH	mBA	lamBA
27848	lala	lam	lalam
27850	lalanam	naH	lalanaH
27857	lalAwaMtapa	paH	lalAwaMtapaH
27860	lalAma	mam	lalAmam
27860	lalAma	maH	lalAmaH
27863	lalita	taH	lalitaH
27863	lalita	tam	lalitam
27865	lavaH	vam	lavam
27865	lavaH	vam	lavam
27868	lavaNgaH	gam	lavaNgam
27870	lavaRa	RaH	lavaRaH
27870	lavaRa	Ram	lavaRam
27880	lavi	viH	laviH
27904	lAkuwika	kaH	lAkuwikaH
27906	lAkzaRika	kaH	lAkzaRikaH
27916	lANgalam	laH	lANgalaH
27916	lANgalam	lA	lANgalA
27917	lANgalika	kaH	lANgalikaH
27925	lAjaH	jAH	lAjAH
27925	lAjaH	jam	lAjam
27929	lAwa	waH	lAwaH
27949	lAlaka	kaH	lAlakaH
27950	lAlana	naH	lAlanaH
27950	lAlana	nam	lAlanam
27951	lAlasa	saH	lAlasaH
27956	lAlAwika	kaH	lAlAwikaH
27959	lAlikaH	kA	lAlikA
27960	lAlita	tam	lAlitam
27966	lAva	vaH	lAvaH
27969	lAvaRika	kaH	lAvaRikaH
27969	lAvaRika	kam	lAvaRikam
27977	lAsaka	kaH	lAsakaH
27977	lAsaka	kam	lAsakam
27982	lAsyam	syaH	lAsyaH
27982	lAsyam	syA	lAsyA
27991	liKita	taH	liKitaH
27991	liKita	tam	liKitam
28013	lipta	ptam	liptam
28021	limpawa	waH	limpawaH
28022	limpAkaH	kam	limpAkam
28038	lIlAvat	tI	lIlAvatI
28051	luWita	tam	luWitam
28055	luRwAka	kaH	luRwAkaH
28069	lupta	ptam	luptam
28071	lubDa	bDaH	lubDaH
28089	lUna	nam	lUnam
28090	lUnaka	kaH	lUnakaH
28097	leKakaH	kam	leKakam
28098	leKana	naH	leKanaH
28098	leKana	nam	leKanam
28098	leKana	nI	leKanI
28100	leKanIya	yam	leKanIyam
28108	leKya	Kyam	leKyam
28117	lepanaH	nam	lepanam
28119	lepya	pyam	lepyam
28126	lelihaH	hA	lelihA
28132	lehaH	hI	lehI
28135	lehya	hyam	lehyam
28139	lENgika	kaH	lENgikaH
28152	locana	nam	locanam
28169	lotaH	tam	lotam
28182	loBana	nam	loBanam
28191	lomaSa	SaH	lomaSaH
28191	lomaSa	SA	lomaSA
28195	lola	lA	lolA
28195	lola	lI	lolI
28200	lolupa	pA	lolupA
28203	lozwaH	zwam	lozwam
28207	loha	haH	lohaH
28207	loha	ham	loham
28207	loha	haH	lohaH
28207	loha	ham	loham
28210	lohita	taH	lohitaH
28210	lohita	tA	lohitA
28210	lohita	tam	lohitam
28211	lohitaka	kaH	lohitakaH
28211	lohitaka	kam	lohitakam
28218	lOkika	kAH	lOkikAH
28218	lOkika	kam	lOkikam
28222	lOha	ham	lOham
28222	lOha	hI	lOhI
28225	lOhityaH	tyam	lOhityam
28230	va	vaH	vaH
28230	va	vam	vam
28232	vaMSakaH	kam	vaMSakam
28233	vaMSika	kam	vaMSikam
28236	vaMSya	SyaH	vaMSyaH
28242	vaktavya	vyam	vaktavyam
28248	vakra	kraH	vakraH
28248	vakra	kram	vakram
28256	vakrIBU	vakrIBAvaH	vakrIBAvaH
28266	vaNkaH	NkA	vaNkA
28277	vaNgaH	Ngam	vaNgam
28283	vagnu	gnuH	vagnuH
28285	vacaH	cA	vacA
28285	vacaH	cam	vacam
28289	vacanIya	yam	vacanIyam
28297	ukta	ktam	uktam
28297	ukta	ktam	uktam
28297	ukta	ktA	uktA
28301	vajra	jraH	vajraH
28301	vajra	jram	vajram
28301	vajra	jraH	vajraH
28301	vajra	jram	vajram
28306	vaYcaka	kaH	vaYcakaH
28310	vaYcita	tA	vaYcitA
28311	vaYcuka	kaH	vaYcukaH
28313	vaYjula	laH	vaYjulaH
28313	vaYjula	lA	vaYjulA
28318	vawara	raH	vawaraH
28331	vaWara	raH	vaWaraH
28344	vaRwa	RwaH	vaRwaH
28349	vaRWa	RWaH	vaRWaH
28352	vaRqa	RqaH	vaRqaH
28352	vaRqa	RqA	vaRqA
28364	vatsaH	tsA	vatsA
28364	vatsaH	tsam	vatsam
28365	vatsakaH	kam	vatsakam
28366	vatsataraH	rI	vatsatarI
28369	vatsala	laH	vatsalaH
28369	vatsala	lA	vatsalA
28369	vatsala	lam	vatsalam
28383	vadAnya	nyaH	vadAnyaH
28385	vadya	dyam	vadyam
28388	vaDaka	kaH	vaDakaH
28399	vaDya	DyaH	vaDyaH
28401	vaDram	DrI	vaDrI
28419	vanecara	raH	vanecaraH
28433	vandanam	nA	vandanA
28433	vandanam	nI	vandanI
28435	vandanIya	yA	vandanIyA
28441	vandya	dyA	vandyA
28442	vandaH	ndam	vandam
28446	vanya	nyaH	vanyaH
28446	vanya	nyam	vanyam
28450	vapanam	nI	vapanI
28455	vapuza	zam	vapuzam
28459	vapraH	praH	vapraH
28459	vapraH	pram	vapram
28459	vapraH	prA	vaprA
28467	vamanam	naH	vamanaH
28467	vamanam	nI	vamanI
28469	vamiH	miH	vamiH
28479	vayasya	syaH	vayasyaH
28479	vayasya	syA	vayasyA
28483	vayoDA	DAH	vayoDAH
28486	vara	raH	varaH
28486	vara	ram	varam
28487	varakaH	kam	varakam
28488	varaRam	RaH	varaRaH
28489	varawaH	wA	varawA
28489	varawaH	wI	varawI
28489	varawaH	wam	varawam
28493	varaRqaka	kaH	varaRqakaH
28500	varalaH	lA	varalA
28504	varAka	kaH	varAkaH
28512	varAlaH	lA	varAlA
28528	varizWa	zWaH	varizWaH
28528	varizWa	zWam	varizWam
28542	varUtf	trI	varUtrI
28543	varUTam	TaH	varUTaH
28545	varUTin	nI	varUTinI
28546	vareRya	RyaH	vareRyaH
28546	vareRya	Ryam	vareRyam
28548	varowaH	wam	varowam
28560	vargIya	yaH	vargIyaH
28561	vargya	rgyaH	vargyaH
28572	varjya	rjyam	varjyam
28574	varRaH	rRA	varRA
28574	varRaH	rRam	varRam
28575	varRakaH	kA	varRakA
28575	varRakaH	kam	varRakam
28588	varRya	rRyam	varRyam
28590	vartaka	kaH	vartakaH
28590	vartaka	kam	vartakam
28592	vartana	naH	vartanaH
28592	vartana	nI	vartanI
28592	vartana	nam	vartanam
28593	vartaniH	niH	vartaniH
28594	vartamAna	naH	vartamAnaH
28594	vartamAna	nam	vartamAnam
28605	vartula	laH	vartulaH
28605	vartula	lam	vartulam
28605	vartula	lA	vartulA
28608	vartra	rtram	vartram
28611	varDaH	rDam	varDam
28612	varDaka	kaH	varDakaH
28615	varDana	naH	varDanaH
28615	varDana	nI	varDanI
28615	varDana	nam	varDanam
28618	varDamAna	naH	varDamAnaH
28618	varDamAna	naH	varDamAnaH
28618	varDamAna	nam	varDamAnam
28618	varDamAna	nA	varDamAnA
28636	varya	ryaH	varyaH
28636	varya	ryA	varyA
28639	varvara	raH	varvaraH
28639	varvara	rA	varvarA
28639	varvara	rI	varvarI
28639	varvara	ram	varvaram
28650	varzika	kam	varzikam
28662	valanam	nA	valanA
28663	valita	taH	valitaH
28663	valita	tam	valitam
28668	valajaH	jam	valajam
28668	valajaH	jA	valajA
28673	valayaH	yaH	valayaH
28673	valayaH	yam	valayam
28687	valUkaH	kam	valUkam
28700	valgita	tam	valgitam
28701	valgu	lguH	valguH
28702	valguka	kam	valgukam
28710	valmIkaH	kaH	valmIkaH
28716	vallaBa	BaH	vallaBaH
28716	vallaBa	BA	vallaBA
28724	vallUraH	ram	vallUram
28730	vaSa	SaH	vaSaH
28730	vaSa	Sam	vaSam
28730	vaSa	SaH	vaSaH
28735	vaSika	kA	vaSikA
28740	vaSiraH	ram	vaSiram
28745	vaSya	SyaH	vaSyaH
28745	vaSya	SyA	vaSyA
28745	vaSya	Syam	vaSyam
28756	vasanam	nA	vasanA
28761	vasita	tam	vasitam
28764	vasizWaH	zWam	vasizWam
28766	vasukaH	kam	vasukam
28768	vasumat	tI	vasumatI
28769	vasukaH	kam	vasukam
28778	vastam	staH	vastaH
28793	vasnika	kA	vasnikA
28798	UQa	QaH	UQaH
28798	UQa	QA	UQA
28798	UQa	Qam	UQam
28800	vahaH	hA	vahA
28809	vahala	laH	vahalaH
28819	vahyam	hyA	vahyA
28823	vAMSa	SI	vAMSI
28825	vAkam	kaH	vAkaH
28837	vAgya	gyaH	vAgyaH
28842	vANmaya	yam	vANmayam
28842	vANmaya	yI	vANmayI
28844	vAcaMyama	maH	vAcaMyamaH
28845	vAcaka	kaH	vAcakaH
28847	vAcanam	nA	vAcanA
28857	vAcika	kaH	vAcikaH
28857	vAcika	kam	vAcikam
28859	vAcoyukti	ktiH	vAcoyuktiH
28860	vAcya	cyam	vAcyam
28862	vAjaH	jam	vAjam
28864	vAjasaneyin	saMhitA	vAjasaneyisaMhitA
28866	vAjin	nI	vAjinI
28874	vAYCita	tam	vAYCitam
28875	vAYCin	nI	vAYCinI
28881	vAwya	wyaH	vAwyaH
28885	vAqavaH	vaH	vAqavaH
28885	vAqavaH	vam	vAqavam
28885	vAqavaH	vam	vAqavam
28886	vAqaveyaH	yO	vAqaveyO
28897	vAta	taH	vAtaH
28905	vAtala	laH	vAtalaH
28910	vAtika	kaH	vAtikaH
28911	vAtIya	yam	vAtIyam
28912	vAtula	laH	vAtulaH
28925	vAdanam	naH	vAdanaH
28928	vAdika	kaH	vAdikaH
28929	vAdita	tam	vAditam
28933	vAdyam	dyaH	vAdyaH
28933	vAdyam	dyam	vAdyam
28935	vAdara	rA	vAdarA
28935	vAdara	ram	vAdaram
28947	vAna	nam	vAnam
28951	vAnaraH	rI	vAnarI
28967	vApita	tam	vApitam
28971	vAma	maH	vAmaH
28971	vAma	mam	vAmam
28972	vAmaka	kaH	vAmakaH
28972	vAmaka	kam	vAmakam
28975	vAmana	naH	vAmanaH
28989	vAyava	vI	vAyavI
28990	vAyavIya	vAyavyA	vAyavyA
28991	vAyasaH	sam	vAyasam
28995	vAraH	ram	vAram
28996	vAraka	kaH	vArakaH
28996	vAraka	kam	vArakam
29000	vArawam	wA	vArawA
29001	vAraRa	Ram	vAraRam
29001	vAraRa	RaH	vAraRaH
29011	vArAha	haH	vArAhaH
29013	vAri	riH	vAriH
29013	vAri	rI	vArI
29018	vAruRa	RaH	vAruRaH
29018	vAruRa	Ram	vAruRam
29018	vAruRa	RaH	vAruRaH
29018	vAruRa	Ram	vAruRam
29022	vAruRqaH	RqaH	vAruRqaH
29022	vAruRqaH	Rqam	vAruRqam
29022	vAruRqaH	RqI	vAruRqI
29025	vArkza	rkzam	vArkzam
29026	vArkzya	rkzyam	vArkzyam
29031	vArtta	rttam	vArttam
29033	vArttika	kaH	vArttikaH
29033	vArttika	kA	vArttikA
29033	vArttika	kam	vArttikam
29037	vArdalam	laH	vArdalaH
29050	vArya	ryaH	vAryaH
29050	vArya	ryam	vAryam
29053	vArzika	kam	vArzikam
29053	vArzika	kI	vArzikI
29060	vAlaKilyaH	lyam	vAlaKilyam
29063	vAlukA	kA	vAlukA
29063	vAlukA	kI	vAlukI
29065	vAlka	lkam	vAlkam
29066	vAlkala	lam	vAlkalam
29066	vAlkala	lI	vAlkalI
29072	vAvAta	tA	vAvAtA
29084	vASra	SraH	vASraH
29084	vASra	SrA	vASrA
29084	vASra	Sram	vASram
29085	vAzkala	laH	vAzkalaH
29089	vAsaka	kaH	vAsakaH
29089	vAsaka	kA	vAsakA
29089	vAsaka	kam	vAsakam
29094	vAsita	tam	vAsitam
29097	vAsateya	yI	vAsateyI
29098	vAsanta	ntaH	vAsantaH
29098	vAsanta	ntI	vAsantI
29099	vAsantika	kaH	vAsantikaH
29101	vAsaraH	raH	vAsaraH
29102	vAsava	vaH	vAsavaH
29102	vAsava	vam	vAsavam
29109	vAsizWa	zWaH	vAsizWaH
29109	vAsizWa	zWI	vAsizWI
29113	vAsudevaH	vI	vAsudevI
29118	vAstava	vam	vAstavam
29120	vAstavika	kaH	vAstavikaH
29121	vAstavya	vyaH	vAstavyaH
29121	vAstavya	vyam	vAstavyam
29128	vAstra	straH	vAstraH
29131	vAsya	syaH	vAsyaH
29131	vAsya	syam	vAsyam
29132	vAsraH	srA	vAsrA
29134	vAha	haH	vAhaH
29136	vAhanam	nA	vAhanA
29149	vAhya	hyaH	vAhyaH
29149	vAhya	hyam	vAhyam
29151	vAhlikaH	kam	vAhlikam
29154	viMSa	SaH	viMSaH
29163	vikaca	caH	vikacaH
29166	vikawa	waH	vikawaH
29166	vikawa	wam	vikawam
29169	vikatTana	nam	vikatTanam
29175	vikampita	tam	vikampitam
29177	vikaraRaH	Ram	vikaraRam
29185	vikarmika	kaH	vikarmikaH
29187	vikala	lA	vikalA
29187	vikala	lI	vikalI
29211	vikuRWam	RWA	vikuRWA
29226	vikfta	tam	vikftam
29230	vikarzaRaH	Ram	vikarzaRam
29234	vikiraRam	RaH	vikiraRaH
29235	vikIrRa	rRam	vikIrRam
29242	vikeSa	SI	vikeSI
29251	vikrAnta	ntaH	vikrAntaH
29251	vikrAnta	ntam	vikrAntam
29260	vikrIta	tam	vikrItam
29264	vikruzwa	zwam	vikruzwam
29267	viklava	vam	viklavam
29271	viklizwa	zwam	viklizwam
29275	vikzata	tam	vikzatam
29279	vikzipta	ptam	vikziptam
29303	vigata	tA	vigatA
29303	vigata	tam	vigatam
29308	vigarhita	tam	vigarhitam
29334	viGasaH	sam	viGasam
29348	vicakzaRa	RaH	vicakzaRaH
29359	vicAraka	kaH	vicArakaH
29363	vicArita	tam	vicAritam
29373	vicAla	laH	vicAlaH
29384	vicitra	traH	vicitraH
29384	vicitra	trA	vicitrA
29384	vicitra	tram	vicitram
29385	vicitrakaH	kam	vicitrakam
29398	vicezwita	tam	vicezwitam
29404	vicCAya	yaH	vicCAyaH
29404	vicCAya	yam	vicCAyam
29424	vijana	nam	vijanam
29428	vijAta	tA	vijAtA
29433	vijara	ram	vijaram
29434	vijala	lam	vijalam
29440	vijayaH	yam	vijayam
29444	vijigIzu	zuH	vijigIzuH
29458	vijfmBita	tam	vijfmBitam
29463	vijYa	jYaH	vijYaH
29498	viqaNga	NgaH	viqaNgaH
29498	viqaNga	Ngam	viqaNgam
29503	viqambita	tam	viqambitam
29520	vitata	tam	vitatam
29522	vitanu	nuH	vitanuH
29535	vitAna	naH	vitAnaH
29535	vitAna	nam	vitAnam
29535	vitAna	nam	vitAnam
29541	vitAla	laH	vitAlaH
29541	vitAla	lI	vitAlI
29544	vitunnakam	kaH	vitunnakaH
29547	vitfzRa	zRA	vitfzRA
29552	vitta	tam	vittam
29560	viTuraH	rA	viTurA
29563	vidaH	dA	vidA
29565	vidita	taH	viditaH
29565	vidita	tam	viditam
29566	viduzaH	zI	viduzI
29568	vidagDa	gDaH	vidagDaH
29568	vidagDa	gDA	vidagDA
29571	vidaTaH	Tam	vidaTam
29572	vidaraH	ram	vidaram
29573	vidarBAH	rBaH	vidarBaH
29575	vidala	laH	vidalaH
29575	vidala	lam	vidalam
29589	vidura	raH	viduraH
29592	vidUra	raH	vidUraH
29593	vidUzaka	kaH	vidUzakaH
29597	vidAraH	rI	vidArI
29598	vidArakaH	kam	vidArakam
29599	vidAraRaH	RA	vidAraRA
29599	vidAraRaH	Ram	vidAraRam
29605	videha	hAH	videhAH
29605	videha	haH	videhaH
29605	videha	hA	videhA
29607	vidDa	dDaH	vidDaH
29607	vidDa	dDam	vidDam
29619	vidyotana	nam	vidyotanam
29628	vidruta	tam	vidrutam
29636	vidvezaRaH	RI	vidvezaRI
29636	vidvezaRaH	Ram	vidvezaRam
29640	viDana	tA	viDanatA
29641	viDarma	rmaH	viDarmaH
29657	viDitsita	tam	viDitsitam
29660	viDeya	yam	viDeyam
29660	viDeya	yaH	viDeyaH
29666	viDura	raH	viDuraH
29666	viDura	ram	viDuram
29672	viDUta	tam	viDUtam
29679	viDfta	tam	viDftam
29700	vinaSanam	naH	vinaSanaH
29704	vinASanam	naH	vinASanaH
29767	vinihata	taH	vinihataH
29771	vinaya	yaH	vinayaH
29773	vinIta	taH	vinItaH
29784	vinda	ndaH	vindaH
29785	vindu	nduH	vinduH
29786	vinDyaH	nDyA	vinDyA
29791	vinyasta	stam	vinyastam
29795	vipakza	kzaH	vipakzaH
29812	vipattiH	ttiH	vipattiH
29815	vipanna	nnaH	vipannaH
29825	viparIta	taH	viparItaH
29825	viparIta	tA	viparItA
29827	viparyaya	yaH	viparyayaH
29844	vipina	nam	vipinam
29847	vipula	laH	vipulaH
29888	vipralabDa	bDA	vipralabDA
29912	vipriya	yam	vipriyam
29915	viplava	vaH	viplavaH
29919	vipluta	tam	viplutam
29923	viPala	lA	viPalA
29923	viPala	lam	viPalam
29941	viBakta	ktaH	viBaktaH
29941	viBakta	ktam	viBaktam
29966	viBinna	nnaH	viBinnaH
29973	viBu	BuH	viBuH
29979	viBAvanam	nA	viBAvanA
29988	viBUzita	tam	viBUzitam
30009	vimata	taH	vimataH
30010	vimati	tiH	vimatiH
30022	vimala	laH	vimalaH
30022	vimala	lam	vimalam
30036	vimUQa	QaH	vimUQaH
30037	vimUrcCita	tam	vimUrcCitam
30047	vimfzwa	zwam	vimfzwam
30052	vimohana	naH	vimohanaH
30052	vimohana	nam	vimohanam
30052	vimohana	nam	vimohanam
30085	viraja	jaH	virajaH
30085	viraja	jA	virajA
30093	virakta	ktA	viraktA
30105	virala	lam	viralam
30105	virala	lam	viralam
30106	virasa	saH	virasaH
30114	virAja	jaH	virAjaH
30133	virAvin	RI	virAviRI
30134	viruta	tam	virutam
30134	viruta	tiH	virutiH
30143	virudDa	dDam	virudDam
30154	virUpa	paH	virUpaH
30154	virUpa	pA	virUpA
30154	virUpa	pam	virUpam
30155	virUpaka	kaH	virUpakaH
30161	virokaH	kaH	virokaH
30162	virocanaH	nam	virocanam
30168	vilakzaRa	Ram	vilakzaRam
30171	vilagna	gnam	vilagnam
30174	vilaNGita	tam	vilaNGitam
30187	vilambita	tam	vilambitam
30187	vilambita	tam	vilambitam
30196	vilasita	tam	vilasitam
30208	vileKaH	KA	vileKA
30226	viloqita	tam	viloqitam
30244	vilokita	tam	vilokitam
30247	viloma	maH	vilomaH
30247	viloma	mam	vilomam
30251	vilohita	taH	vilohitaH
30251	vilohita	tA	vilohitA
30255	vivakzita	tam	vivakzitam
30266	vivaram	raH	vivaraH
30267	vivarRa	rRaH	vivarRaH
30272	vivAsaH	vivAsakAle	vivAsakAle
30274	vivasana	naH	vivasanaH
30275	vivasvat	tI	vivasvatI
30285	vivikta	ktam	viviktam
30285	vivikta	ktA	viviktA
30287	viviDa	Dam	viviDam
30291	vivfta	tam	vivftam
30291	vivfta	tA	vivftA
30291	vivfta	tam	vivftam
30296	vivfkta	ktA	vivfktA
30319	viSaNka	NkA	viSaNkA
30321	viSaNkawa	wam	viSaNkawam
30322	viSada	daH	viSadaH
30325	viSalya	lyA	viSalyA
30327	viSasanam	naH	viSasanaH
30339	viSArada	daH	viSAradaH
30340	viSAla	laH	viSAlaH
30340	viSAla	lA	viSAlA
30342	viSiKa	KaH	viSiKaH
30347	viSizwa	zwaH	viSizwaH
30349	viSeza	zaH	viSezaH
30350	viSezaka	kaH	viSezakaH
30350	viSezaka	kam	viSezakam
30350	viSezaka	kaH	viSezakaH
30350	viSezaka	kam	viSezakam
30351	viSezaRa	Ram	viSezaRam
30354	viSezya	zyam	viSezyam
30357	viSudDa	dDam	viSudDam
30359	viSoDanam	nI, viSoDinI	viSoDanI
30360	viSoDya	Dyam	viSoDyam
30366	viSoka	kaH	viSokaH
30366	viSoka	kA	viSokA
30379	viSrabDa	bDam	viSrabDam
30381	viSramBaRa	Ram	viSramBaRam
30387	viSruta	tam	viSrutam
30394	viSlezaRa	Ram	viSlezaRam
30396	viSva	Svam	viSvam
30396	viSva	SvaH	viSvaH
30396	viSva	SvA	viSvA
30403	viSvaMBara	raH	viSvaMBaraH
30403	viSvaMBara	rA	viSvaMBarA
30405	viSvaha	hA	viSvahA
30409	viSvasta	stA	viSvastA
30432	vizama	maH	vizamaH
30432	vizama	mam	vizamam
30432	vizama	mam	vizamam
30452	vizuRa	RaH	vizuRaH
30505	visaMkawa	waH	visaMkawaH
30506	visaMkula	lam	visaMkulam
30519	visUritam	tA	visUritA
30522	visAraH	ram	visAram
30522	visAraH	rI	visArI
30532	visarjanIya	yaH	visarjanIyaH
30569	vismApana	naH	vismApanaH
30569	vismApana	nam	vismApanam
30580	visraMsana	nam	visraMsanam
30583	visrabDa	visrabDam	visrabDam
30589	visvara	raH	visvaraH
30589	visvara	ram	visvaram
30593	vihaMgama	maH	vihaMgamaH
30597	vihata	taH	vihataH
30603	vihasta	staH	vihastaH
30606	vihApita	tam	vihApitam
30612	vihita	tam	vihitam
30623	vihfta	tam	vihftam
30637	vIkzam	kzaH	vIkzaH
30637	vIkzam	kzA	vIkzA
30638	vIkzaRam	Ram	vIkzaRam
30640	vIkzya	kzyaH	vIkzyaH
