Lnum	basehw	suffix	resolution
7729	AvaraRa	Ram	AvaraRam
7735	Avfta	taH	AvftaH
7740	Avarjita	tam	Avarjitam
7742	AvartaH	rtam	Avartam
7743	Avartaka	kaH	AvartakaH
7743	Avartaka	kI	AvartakI
7744	Avartana	nam	Avartanam
7744	Avartana	naH	AvartanaH
7744	Avartana	nI	AvartanI
7745	Avartin	nI	AvartinI
7747	Avftta	ttam	Avfttam
7751	AvegaH	gI	AvegI
7758	AvidDa	dDam	AvidDam
7760	AvyADin	nI	AvyADinI
7765	ASa	SaH	ASaH
7769	ASita	tama	ASitam
7771	ASitaMBava	vam	ASitaMBavam
7788	ASaNkita	tam	ASaNkitam
7790	ASana	naH	ASanaH
7802	ASAsya	syam	ASAsyam
7808	ASira	raH	ASiraH
7812	ASu	SuH	ASuH
7812	ASu	Su	ASu
7816	ASuSukzaRi	RiH	ASuSukzaRiH
7821	ASOcam	nirRayaH	ASocanirRayaH
7823	AScarya	ryam	AScaryam
7825	AScotana	nam	AScotanam
7826	ASma	SmaH	ASmaH
7827	ASmana	naH	ASmanaH
7828	ASmarika	kaH	ASmarikaH
7839	ASrayaRa	Ram	ASrayaRam
7841	ASrayin	ASrayin	ASrayin
7842	ASrita	taH	ASritaH
7842	ASrita	tam	ASritam
7845	ASrava	vaH	ASravaH
7847	ASruta	tam	ASrutam
7852	ASlezaH	zAH	ASlezAH
7854	ASva	Svam	ASvam
7855	ASvatTa	tTA	ASvatTA
7855	ASvatTa	tTam	ASvatTam
7857	ASvameDika	kam	ASvameDikam
7858	ASvayuja	jaH	ASvayujaH
7858	ASvayuja	jI	ASvayujI
7861	ASvalakzaRika	kaH	ASvalakzaRikaH
7862	ASvika	kaH	ASvikaH
7863	ASvina	naH	ASvinaH
7863	ASvina	nI	ASvinI
7863	ASvina	nam	ASvinam
7863	ASvina	cihnitam	ASvinacihnitam
7865	ASvIna	naH	ASvInaH
7865	ASvIna	nam	ASvInam
7867	ASvalAyanaH	SAKA	ASvalAyanaSAKA
7870	ASvAsaka	kaH	ASvAsakaH
7874	AzAQaH	QA	AzAQA
7874	AzAQaH	QI	AzAQI
7879	Azwram	zwrA	AzwrA
7883	AsaH	sam	Asam
7884	Asanam	nA	AsanA
7884	Asanam	nI	AsanI
7885	Asita	tam	Asitam
7889	AsaMsAra	ram	AsaMsAram
7889	AsaMsAra	ti	AsaMsArati
7894	Asakta	ktam	Asaktam
7895	AsaktiH	kti	Asakti
7896	AsaNga	gaH	AsaNgaH
7896	AsaNga	Ngam	AsaNgam
7896	AsaNga	Ngam	AsaNgam
7903	Asanna	nnaH	AsannaH
7911	AsandaH	ndI	AsandI
7926	Asecana	nam	Asecanam
7926	Asecana	nI	AsecanI
7937	Asura	raH	AsuraH
7937	Asura	rI	AsurI
7937	Asura	ram	Asuram
7938	AsuriH	kalpaH	AsurikalpaH
7944	Asevita	tam	Asevitam
7952	Astika	kaH	AstikaH
7954	AstIka	kaH	AstIkaH
7954	AstIka	kam	AstIkam
7958	AstaraRa	Ram	AstaraRam
7967	AsTAnam	nI	AsTAnI
7985	AsPowaH	wA	AsPowA
7986	AsPowaka	kaH	AsPowakaH
7987	AsPowanam	nI	AsPowanI
7989	AsPotaH	tA	AsPotA
7989	AsPotaH	takA	AsPotakA
7991	Asya	syam	Asyam
7998	AsrAva	vaH	AsrAvaH
8000	Asru	payas	Asrupayas
8002	AsvAda	daH	AsvAdaH
8012	Ahata	taH	AhataH
8012	Ahata	tam	Ahatam
8014	Ahatya	vacanam	Ahatyavacanam
8014	Ahatya	vAdaH	AhatyavAdaH
8030	AhavanIya	yaH	AhavanIyaH
8031	AhavanIyaka	kaH	AhavanIyakaH
8033	Ahuta	tam	Ahutam
8036	AhukaH	kAH	AhukAH
8039	Ahara	raH	AharaH
8040	AharaRa	Ram	AharaRam
8042	AhAra	raH	AhAraH
8045	AhArya	ryaH	AhAryaH
8045	AhArya	ryam	AhAryam
8045	AhArya	SoBA	AhAryaSoBA
8049	Ahna	hnam	Ahnam
8049	Ahna	AhnInEbukam	AhnInEbukam
8050	Ahnika	kam	Ahnikam
8050	Ahnika	candrikA	AhnikacandrikA
8050	Ahnika	dIpikA	AhnikadIptikA
8050	Ahnika	pradIpa	AhnikapradIpa
8050	Ahnika	maYjarI	AhnikamaYjarI
8052	AhlAdana	nam	AhlAdanam
8061	AhavaH	BUmiH	AhavaBUmiH
8065	AhUta	tam	AhUtam
8067	Ahva	hvA	AhvA
8069	Ahvayana	nam	Ahvayanam
8073	AhvAyaka	kaH	AhvAyakaH
8078	ita	tam	itam
8080	itya	tyA	ityA
8082	itvara	raH	itvaraH
8082	itvara	rI	itvarI
8092	ikzvAkuH	kuH	ikzvAkuH
8096	iNga	gaH	iNgaH
8096	iNga	NgA	iNgA
8096	iNga	Ngam	iNgam
8098	iNgita	tam	iNgitam
8101	iNgudaH	dam	iNgudam
8106	ijya	jyaH	ijyaH
8106	ijya	jyA	ijyA
8159	ina	naH	inaH
8176	indraH	drA	indrA
8184	indriya	yaH	indriyaH
8184	indriya	yam	indriyam
8187	idDa	dDam	idDam
8188	iDmaH	Dmam	iDmam
8190	inDa	DaH	inDaH
8191	inDana	nam	inDanam
8196	iBaH	BI	iBI
8199	iBya	ByaH	iByaH
8199	iBya	ByA	iByA
8205	iyattaka	kA	iyattakA
8212	irammada	daH	irammadaH
8216	irAvat	tI	irAvatI
8218	iriRam	RaH	iriRaH
8226	irvAru	ruH	irvAruH
8230	ilava	vaH	ilavaH
8232	ila	lA	ilA
8244	icCaka	kaH	icCakaH
8259	izira	raH	iziraH
8259	izira	ram	iziram
8260	izwa	zwaH	izwaH
8260	izwa	zwA	izwA
8260	izwa	zwam	izwam
8265	izma	zmaH	izmaH
8271	izuka	kA	izukA
8292	IkzaRam	Sravas	IkzaRaSravas
8293	IkzaRikaH	kA	IkzaRikA
8297	Ikzita	tam	Ikzitam
8311	Iti	tiH	ItiH
8312	Idfkza	k	Idfk
8316	Ipsita	tam	Ipsitam
8316	Ipsita	Palam	IpsitaPalam
8321	IraH	jaH	IrajaH
8321	IraH	putraH	IraputraH
8322	IraRa	RaH	IraRaH
8322	IraRa	Ram	IraRam
8325	Irya	ryA	IryA
8326	IriRa	Ram	IriRam
8328	Irma	rmaH	IrmaH
8328	Irma	rmam	Irmam
8337	IlinaH	nI	IlinI
8341	ISa	SaH	ISaH
8341	ISa	SA	ISA
8344	ISAna	naH	ISAnaH
8344	ISAna	nI	ISAnI
8344	ISAna	nI	ISAnI
8344	ISAna	naH	ISAnaH
8344	ISAna	nam	ISAnam
8349	ISin	nI	ISinI
8350	ISvara	raH	ISvaraH
8350	ISvara	rA	ISvarA
8350	ISvara	rI	ISvarI
8350	ISvara	rI	ISvarI
8354	IzaRa	RA	IzaRA
8356	IzA	ze	Ize
8365	Ihita	tam	Ihitam
8373	ukTam	kTaH	ukTaH
8373	ukTam	kTA	ukTA
8375	ukTya	kTyaH	ukTyaH
8382	ukzAla	laH	ukzAlaH
8385	uKaH	KA	uKA
8386	uKya	KyaH	uKyaH
8390	ugra	graH	ugraH
8390	ugra	grA	ugrA
8390	ugra	grI	ugrI
8390	ugra	gram	ugram
8396	ucita	jYa	ucitajYa
8399	ucca	ccaH	uccaH
8414	uccAwanam	naH	uccAwanaH
8421	uccarita	tam	uccaritam
8424	uccArita	tam	uccAritam
8452	ucCinna	nnaH	ucCinnaH
8457	ucCilInDra	nDram	ucCilInDram
8459	ucCizwa	zwam	ucCizwam
8461	ucCIrzaka	kam	ucCIrzakam
8464	ucCozaRa	Ram	ucCozaRam
8475	ucCrayaH	yI	ucCrayI
8476	ucCrayaRa	Ram	ucCrayaRam
8485	ucCvasita	tam	ucCvasitam
8497	ujjeza	zaH	ujjezaH
8505	ujjfmBa	mBaH	ujjfmBaH
8507	ujjfmBita	tam	ujjfmBitam
8508	ujjya	jjyam	ujjyam
8510	ujjvala	laH	ujjvalaH
8510	ujjvala	lA	ujjvalA
8510	ujjvala	lam	ujjvalam
8521	uYCaH	YCam	uYCam
8527	uqumbaraH	ram	uqumbaram
8528	uqUpaH	priyA	uqUpapriyA
8529	uqqAmara	tantra	uqqAmaratantra
8534	uqqIna	nam	uqqInam
8545	uta	Aho	utAho
8545	uta	Ahosvit	utAhosvit
8549	utka	tkaH	utkaH
8558	utkawa	waH	utkawaH
8558	utkawa	wAH	utkawAH
8558	utkawa	wam	utkawam
8561	utkaRWa	RWaH	utkaRWaH
8561	utkaRWa	RWA	utkaRWA
8564	utkaRWita	tA	utkaRWitA
8565	utkanDara	ram	utkanDaram
8567	utkampa	mpaH	utkampaH
8567	utkampa	mpanam	utkampanam
8571	utkarRa	rRaH	utkarRaH
8572	utkala	laH	utkalaH
8591	utkUla	lam	utkUlam
8598	utkarza	rzaH	utkarzaH
8600	utkarzaRam	RI	utkarzaRI
8605	utkara	raH	utkaraH
8616	utkocaka	kaH	utkocakaH
8629	utkruzwa	zwam	utkruzwam
8634	utkleSaka	kaH	utkleSakaH
8640	utkzipta	ptaH	utkziptaH
8642	utkzepa	paH	utkzepaH
8643	utkzepaka	kaH	utkzepakaH
8647	utKAta	tam	utKAtam
8665	uttapta	ptam	uttaptam
8670	uttama	maH	uttamaH
8670	uttama	mA	uttamA
8677	uttara	raH	uttaraH
8677	uttara	rA	uttarA
8677	uttara	ram	uttaram
8677	uttara	ram	uttaram
8687	uttaraNga	raH	UttaraNgaraH
8692	uttAla	laH	uttAlaH
8692	uttAla	lam	uttAlam
8697	uttejita	tam	uttejitam
8705	uttaraRa	Ram	uttaraRam
8706	uttAra	raH	uttAraH
8708	uttAraRa	RaH	uttAraRaH
8708	uttAraRa	Ram	uttAraRam
8722	utTa	tTaH	utTaH
8724	utTAna	nam	utTAnam
8725	utTApaka	kaH	utTApakaH
8726	utTApanam	nI	utTApanI
8729	utTita	tam	utTitam
8749	utpAtaka	kaH	utpAtakaH
8752	utpaTaH	Tam	utpaTam
8756	utpAda	daH	utpAdaH
8757	utpAdaka	kaH	utpAdakaH
8757	utpAdaka	kam	utpAdakam
8758	utpAdana	nam	utpAdanam
8763	utpala	lI	utpalI
8763	utpala	lam	utpalam
8764	utpalin	nI	utpalinI
8771	utpizwa	zwam	utpizwam
8773	utpIqa	qaH	utpIqaH
8779	utpulaka	kam	utpulakam
8785	utpraBa	BaH	utpraBaH
8792	utprekzA	avayavaH	utprekzAvyayaH
8795	utplavaH	vA	utplavA
8801	utPulla	llam	utPullam
8807	utsaNgaH	gam	utsaNgam
8810	utsaNgin	nI	utsaNginI
8819	utsAdanIya	yam	utsAdanIyam
8833	utsuka	kaH	utsukaH
8856	utsarpin	RI	utsarpiRI
8857	utseDa	DaH	utseDaH
8857	utseDa	Dam	utseDam
8865	utsvana	naH	utsvanaH
8875	udakya	kyA	udakyA
8884	udac	k	udak
8890	udIcya	cyam	udIcyam
8899	udanya	nyA	udanyA
8903	udanta	ntaH	udantaH
8915	udarin	RI	udariRI
8916	udarya	ryam	udaryam
8935	udAtta	ttaH	udAttaH
8935	udAtta	ttam	udAttam
8942	udAra	ram	udAram
8942	udAra	raH	udAraH
8944	udAraTi	TiH	udAraTiH
8946	udAvartaH	rtA	udAvartA
8949	udAsa	saH	udAsaH
8949	udAsa	sin	udAsibn
8951	udAsIna	naH	udAsInaH
8952	udAsTita	taH	udAsTitaH
8960	udaya	yaH	udayaH
8961	udayanam	naH	udayanaH
8962	udayanIya	yA	udayanIyA
8964	udita	tam	uditam
8971	udIpa	paH	udIpaH
8974	udIrRa	rRaH	udIrRaH
8977	udumbala	laH	udumbalaH
8983	udejaya	yA	udejayA
8988	udgata	tA	udgatA
8992	udgamanIya	yam	udgamanIyam
8994	udgAQa	Qam	udgAQam
9001	udgArin	riH	udgAriH
9012	udgranTa	TaH	udgranTaH
9029	udGAwana	nam	udGAwanam
9038	udGuzwa	zwam	udGuzwam
9045	uddaRqa	RqaH	uddaRqaH
9052	uddAma	maH	uddAmaH
9052	uddAma	mam	uddAmam
9054	uddalana	naH	uddalanaH
9056	uddAlakaH	kam	uddAlakam
9063	uddeSaka	kaH	uddeSakaH
9065	uddeSya	Syam	uddeSyam
9069	uddIpaH	pam	uddIpam
9070	uddIpaka	kaH	uddIpakaH
9070	uddIpaka	kA	uddIpakA
9073	uddIpra	praH	uddIpraH
9073	uddIpra	pram	uddIpram
9080	uddyota	taH	uddyotaH
9082	uddrAva	vaH	uddrAvaH
9084	udData	taH	udDataH
9088	udDarza	rzaH	udDarzaH
9089	udDarzaRa	Ram	udDarzaRam
9095	udDAna	nam	udDAnam
9098	udDAnta	taH	udDAntaH
9101	udDUta	tam	udDUtam
9112	udDAraH	rA	udDArA
9112	udDAraH	ram	udDAram
9118	udDama	maH	udDamaH
9124	udbanDa	nDaH	udbanDaH
9124	udbanDa	nDanam	udbanDanam
9124	udbanDa	nDanI	udbanDanI
9134	udboDaka	kaH	udboDakaH
9137	udBawa	waH	udBawaH
9137	udBawa	tvam	udBawatvam
9144	udBida	dam	udBidam
9157	udBrAnta	ntam	udBrAntam
9161	udyata	taH	udyataH
9184	udraH	dram	udram
9192	udrekaH	kA	udrekA
9213	udvasa	sam	udvasam
9216	udvaha	haH	udvahaH
9216	udvaha	hA	udvahA
9219	udvAhana	nam	udvAhanam
9219	udvAhana	nI	udvAhanI
9222	udvAhin	nI	udvAhinI
9226	udvAna	nam	udvAnam
9231	udvigna	dfS	udvignadfS
9232	udvega	gaH	udvegaH
9232	udvega	gam	udvegam
9234	udvejana	nam	udvejanam
9243	udvarta	rtaH	udvartaH
9244	udvartaka	kaH	udvartakaH
9247	udvftta	ttaH	udvfttaH
9247	udvftta	ttam	udvfttam
9254	udvela	laH	udvelaH
9256	udvellita	tam	udvellitam
9257	udvezwa	zwaH	udvezwaH
9258	udvezwana	nam	udvezwanam
9272	unnata	taH	unnataH
9272	unnata	tam	unnatam
9285	unnAhaH	ham	unnAham
9286	unnABa	BaH	unnABaH
9292	unnayana	nam	unnayanam
9298	unmajjaka	kaH	unmajjakaH
9299	unmajjanam	naH	unmajjanaH
9303	unmaTana	nam	unmaTanam
9305	unmanTaka	kaH	unmanTakaH
9307	unmATa	TaH	unmATaH
9310	unmatta	ttaH	unmattaH
9312	unmada	daH	unmadaH
9315	unmAda	daH	unmAdaH
9317	unmAdana	naH	unmAdanaH
9333	unmeya	yam	unmeyam
9334	unmArga	rgaH	unmArgaH
9334	unmArga	rgam	unmArgam
9339	unmiza	zaH	unmizaH
9340	unmizita	tam	unmizitam
9345	unmIlita	tam	unmIlitam
9365	upakakza	kzam	upakakzam
9366	upakaRWa	RWaH	upakaRWaH
9366	upakaRWa	RWam	upakaRWam
9381	upakumBa	Bam	upakumBam
9385	upakUjita	tam	upakUjitam
9386	upakUpam	paH	upakUpaH
9392	upakAraH	rI	upakArI
9396	upakArya	ryA	upakAryA
9397	upakurvARa	RaH	upakurvARaH
9398	upakfta	tam	upakftam
9414	upakramaRIya	yam	upakramaRIyam
9425	upakzaya	yaH	upakzayaH
9425	upakzaya	yam	upakzayam
9434	upagaRa	RaH	upagaRaH
9438	upagata	tam	upagatam
9445	upagiri	riH	upagiriH
9446	upagu	guH	upaguH
9448	upaguruH	ru	upaguru
9450	upagUQa	Qam	upagUQam
9452	upagohya	hyaH	upagohyaH
9468	upagrAhya	hyaH	upagrAhyaH
9480	upacara	raH	upacaraH
9482	upacarya	ryA	upacaryA
9486	upacArya	ryaH	upacAryaH
9486	upacArya	ryam	upacAryam
9508	upajanaH	nam	upajanam
9510	upajAta	˚Keda	upajAtaKeda
9522	upajIka	kaH	upajIkaH
9524	upajIva	vA	upajIvA
9525	upajIvaka	kam	upajIvakam
9527	upajIvya	vyaH	upajIvyaH
9527	upajIvya	vyam	upajIvyam
9529	upajozaH	zam	upajozam
9538	upatawaH	wam	upatawam
9557	upadaMSaH	nam	upadaMSanam
9564	upadA	dA	upadA
9574	upadizwa	zwam	upadizwam
9576	upadeSaka	kaH	upadeSakaH
9578	upadeSanam	nA	upadeSanA
9585	upadarSaka	kaH	upadarSakaH
9596	upadruta	tam	upadrutam
9602	upaDAna	nam	upaDAnam
9602	upaDAna	nI	upaDAnI
9604	upaDAnIya	yam	upaDAnIyam
9612	upaDAvanaH	nam	upaDAvanam
9614	upaDUpita	taH	upaDUpitaH
9614	upaDUpita	tA, upaDUmitA	upaDUpitA
9620	upaDmAnaH	nam	upaDmAnam
9673	upanAyaka	kaH	upanAyakaH
9675	upanIta	taH	upanItaH
9684	upanyasta	stam	upanyastam
9697	upapAduka	kaH	upapAdukaH
9700	upaparcana	nam	upaparcanam
9712	upapuram	rI	upapurI
9728	upapluta	tA	upaplutA
9736	upabdaH	upadbiH	upadbiH
9744	upaBogya	gyam	upaBogyam
9765	upameya	yam	upameyam
9766	upamAtiH	tiH	upamAtiH
9769	upamAda	daH	upamAdaH
9771	upamAsya	syam	upamAsyam
9775	upamardaka	kaH	upamardakaH
9786	upayamanam	nI	upayamanI
9789	upayAta	tam	upayAtam
9795	upayAcita	tam	upayAcitam
9799	upayukta	ktaH	upayuktaH
9805	upara	raH	uparaH
9808	uparakta	ktaH	uparaktaH
9830	uparudDa	dDaH	uparudDaH
9832	uparoDaka	kam	uparoDakam
9836	upalaH	lA	upalA
9842	upalakzya	kzyaH	upalakzyaH
9886	upavAsa	saH	upavAsaH
9887	upavAsaka	kam	upavAsakam
9890	upozita	tam	upozitam
9892	upoQa	QA	upoQA
9907	upavizwa	ka	upavizwaka
9912	upavizaH	zA	upavizA
9940	upaSalyam	lyaH	upaSalyaH
9944	upaSAlam	lam	upaSAlam
9950	upaSaya	yaH	upaSayaH
9950	upaSaya	yA	upaSayA
9950	upaSaya	sTa	upaSayasTa
9969	upaSvasa	saH	upaSvasaH
10001	upasada	daH	upasadaH
10017	upasaMpanna	nnam	upasaMpannam
10026	upasUryakam	kaH	upasUryakaH
10028	upasara	raH	upasaraH
10035	upasfzwa	zwaH	upasfzwaH
10035	upasfzwa	zwam	upasfzwam
10041	upasecana	nam, upasekaH	upasecanam
10041	upasecana	nI	upasecanI
10056	upastamBaka	tA	upastamBakatA
10068	upasTa	sTaH	upasTaH
10068	upasTa	sTaH	upasTaH
10068	upasTa	sTam	upasTam
10073	upasTApanam	nA	upasTApanA
10076	upasTita	taH	upasTitaH
10076	upasTita	tam	upasTitam
10078	upasnehaH	tA	upasnehatA
10099	upahasita	tam	upahasitam
10101	upahAsaka	kaH	upahAsakaH
10101	upahAsaka	kam	upahAsakam
10115	upahvaraH	raH	upahvaraH
10122	upAMSu	SuH	upAMSuH
10122	upAMSu	tvam	upAMSutvam
10123	upAka	ke	upAke
10127	upAkfta	taH	upAkftaH
10127	upAkfta	tam	upAkftam
10140	upANgaH	gam	upANgam
10142	upAcarita	taH	upAcaritaH
10149	upAtta	ttaH	upAttaH
10152	upAdikaH	kA	upAdikA
10156	upAhita	taH	upAhitaH
10157	upADyAyaH	yA	upADyAyA
10157	upADyAyaH	yI	upADyAyI
10163	upAnta	taH	upAntaH
10164	upAntika	kam	upAntikam
10166	upAntya	tyaH	upAntyaH
10166	upAntya	ntyam	upAntyam
10170	upAyAta	tam	upAyAtam
10194	upAvftta	ttaH	upAvfttaH
10208	upAsya	tA	upAsyatA
10208	upAsya	tvam	upAsyatvam
10226	upeya	yaH	upeyaH
10239	upottama	mam	upottamam
10240	upodaka	kaH	upodakaH
10240	upodaka	kam	upodakam
10240	upodaka	kI	upodakI
10240	upodaka	dikA	upodikA
10240	upodaka	dIkA	upodIkA
10270	ura	raH	uraH
10271	uragaH	gA	uragA
10271	uragaH	gI	uragI
10273	uraRaH	RI	uraRI
10286	urasya	syaH	urasyaH
10327	ulapya	pyaH	ulapyaH
10333	ulUkaH	kam	ulUkam
10333	ulUkaH	jit	ulUkajit
10333	ulUkaH	yAtuH	ulUkayAtuH
10334	ulUKalaH	lam	ulUKalam
10347	ulbaRa	RaH	ulbaRaH
10347	ulbaRa	Ram	ulbaRam
10365	ullAsana	nam	ullAsanam
10365	ullAsana	nA	ullAsanA
10368	ullAGa	GaH	ullAGaH
10372	ullApika	kaH	ullApikaH
10388	ullola	laH	ullolaH
10402	uSIraH	rI	uSIrI
10405	uza	zaH	uzaH
10406	uzaRam	RA	uzaRA
10408	uzita	tam	uzitam
10409	uzRa	zRaH	uzRaH
10409	uzRa	zRam	uzRam
10409	uzRa	zRaH	uzRaH
10409	uzRa	zRA	uzRA
10410	uzRaka	kaH	uzRakaH
10419	uzas	sI	uzasI
10426	uzwraH	zwrI	uzwrI
10433	usra	sraH	usraH
10433	usra	srA	usrA
10435	usrikaH	kA	usrikA
10436	usriya	yaH	usriyaH
10436	usriya	yA	usriyA
10458	Uma	maH	UmaH
10468	UrjaH	rjA	UrjA
10468	UrjaH	rjam	Urjam
10474	Urjasvin	nI	UrjasvinI
10475	Urjita	tam	Urjitam
10479	UrRAyu	yuH	UrRAyuH
10482	Urdaram	raH	UrdaraH
10483	UrDva	rDvam	UrDvam
10483	UrDva	rDvam	UrDvam
10490	Urmya	rmyA	UrmyA
10491	Urva	rvaH	UrvaH
10492	Urvya	rvyaH	UrvyaH
10499	UzaH	zI	UzI
10501	UzaRaH	Ram	UzaRam
10501	UzaRaH	RA	UzaRA
10502	Uzara	raH	UzaraH
10502	Uzara	ram	Uzaram
10506	Uzma	zmaH	UzmaH
10513	Uha	haH	UhaH
10517	Uhin	nI	UhinI
10519	f	fH	fH
10525	fkzaH	kzaH	fkzaH
10525	fkzaH	kzam	fkzam
10525	fkzaH	kzAH	fkkzAH
10525	fkzaH	kzA	fkzA
10525	fkzaH	kzI	fkzI
10527	fkzIka	kA	fkzIkA
10528	fkzaraH	rA	fkzarA
10528	fkzaraH	ram	fkzaram
10539	fcIzaH	zam	fcIzam
10546	fjIka	kaH	fjIkaH
10546	fjIka	kam	fjIkam
10548	fjIza	zam	fjIzam
10561	fYjasAna	naH	fYjasAnaH
10563	fRa	Ram	fRam
10568	fta	tam	ftam
10568	fta	taH	ftaH
10568	fta	tam	ftam
10569	ftaMBaraH	rA	ftaMBarA
10583	ftumat	tI	ftumatI
10591	fdDa	dDaH	fdDaH
10591	fdDa	dDam	fdDam
10599	fBu	BuH	fBuH
10608	fSya	SyaH	fSyaH
10608	fSya	Syam	fSyam
10610	fzaBaH	BAH	fzaBAH
10610	fzaBaH	BI	fzaBI
10619	fzu	zuH	fzuH
10622	fzyaH	zyam	fzyam
10624	fzva	zvaH	fzvaH
10632	eka	kaH	ekaH
10632	eka	kA	ekA
10634	ekaka	Satam	ekakaSatam
10637	ekatas	dat	ekatadat
10646	ekAdaSa	SI	ekAdaSI
10646	ekAdaSa	Sam	ekAdaSam
10666	eqa	qaH	eqaH
10667	eqakaH	kA	eqakA
10671	eta	taH	etaH
10671	eta	tA	etA
10673	etagva	gvaH	etagvaH
10674	etaSa	SaH	etaSaH
10689	eDatu	tuH	eDatuH
10698	ema	maH, eman	emaH
10699	erakA	kam	erakam
10701	eraRqaH	RqA	eraRqA
10713	eva	vaH	evaH
10716	evAvada	daH	evAvadaH
10718	eza	zaH	ezaH
10718	eza	zA	ezA
10719	ezaRa	RaH	ezaRaH
10719	ezaRa	Ram	ezaRam
10719	ezaRa	RA	ezaRA
10719	ezaRa	RI	ezaRI
10726	ezwavya	vyam	ezwavyam
10741	Ekapadika	kam	Ekapadikam
10758	EkAntika	ke	EkAntike
10764	Ekzava	vam	Ekzavam
10766	Ekzuka	kaH	EkzukaH
10768	EkzvAka	kaH	EkzvAkaH
10768	EkzvAka	kuH	EkzvAkuH
10769	ENguda	dam	ENgudam
10771	Eqa	qaH	EqaH
10772	Eqaka	kaH	EqakaH
10777	EReya	yaH	EReyaH
10777	EReya	yam	EReyam
10779	Etareya	yaH	EtareyaH
10779	Etareya	yam	Etareyam
10782	EtihAsika	kaH	EtihAsikaH
10788	Endava	vaH	EndavaH
10788	Endava	vI	EndavI
10788	Endava	vam	Endavam
10790	Endra	ndraH	EndraH
10790	Endra	ndrI	EndrI
10790	Endra	ndram	Endram
10791	EndrajAlika	kaH	EndrajAlikaH
10797	Endriya	yam	Endriyam
10799	EnDana	naH	EnDanaH
10800	Enya	nyaH	EnyaH
10802	EBi	BI	EBI
10806	ErAvataH	tam	ErAvatam
10806	ErAvataH	tI	ErAvatI
10810	ElaH	lam	Elam
10817	ESAna	nI	ESAnI
10818	ESya	Syam	ESyam
10819	ESvara	ram	ESvaram
10819	ESvara	rI	ESvarI
10829	Ehika	kam	Ehikam
10834	okya	kyam	okyam
10837	okulaH	lI	okulI
10844	oja	jam	ojam
10855	oqraH	qraH	oqraH
10855	oqraH	qram	oqram
10857	oRi	RI	oRRI
10861	odanaH	nI	odanI
10869	oman	nA	omanA
10875	ola	laH	olaH
10878	olla	llaH	ollaH
10880	ozaRaH	RI	ozaRI
10884	ozWaH	zWI	ozWI
10885	ozWaka	kaH	ozWakaH
10903	Ojasika	kaH	OjasikaH
10904	Ojasya	syam	Ojasyam
10907	Oqava	vaH	OqavaH
10907	Oqava	vA	OqavA
10909	Oqupika	kaH	OqupikaH
10925	Otpattika	kam	Otpattikam
10927	OtpAtika	kam	OtpAtikam
10935	Odaka	kA	OdakA
10942	Odarya	ryaH	OdaryaH
10943	OdaSvita	tam	OdaSvitam
10949	Odumbara	raH	OdumbaraH
10949	Odumbara	rI	OdumbarI
10949	Odumbara	ram	Odumbaram
10956	OdDArika	kam	OdDArikam
10958	OdBijja	jjam	OdBijjam
10959	OdBida	dam	OdBidam
10962	OdvAhika	kam	OdvAhikam
10972	OpacArika	kam	OpacArikam
10979	OpaDika	kaH	OpaDikaH
10980	OpaDeya	yam	OpaDeyam
10984	OpaniDika	kam	OpaniDikam
10987	Opanizada	daH	OpanizadaH
10992	OpapAtika	kam	OpapAtikam
10998	Opayika	kaH	OpayikaH
10998	Opayika	kam	Opayikam
11001	Oparizwa	kam	Oparizwakam
11003	OparoDika	kaH	OparoDikaH
11010	OpavAhya	hyaH	OpavAhyaH
11019	Opasargika	kaH	OpasargikaH
11025	OpahArika	kam	OpahArikam
11030	OpAsana	naH	OpAsanaH
11036	Oraga	gam	Oragam
11037	OraBra	Bram	OraBram
11039	OraBrika	kaH	OraBrikaH
11040	Orasa	saH	OrasaH
11040	Orasa	sI	OrasI
11047	OrDvadehika	kam	OrDvadehikam
11049	Orva	rvaH	OrvaH
11049	Orva	rvam	Orvam
11058	OSana	sam	OSanasam
11058	OSana	sAH	OSanasAH
11058	OSana	sI	OSanasI
11060	OSInaraH	rI	OSInarI
11064	OzaDa	Dam	OzaDam
11065	OzaDiH	paYcaprakArAH	OzaDipaYcaprakArAH
11065	OzaDiH	pratiniDiH	OzaDipratiniDiH
11069	Ozasa	sI	OzasI
11072	Ozwra	zwram	Ozwram
11073	Ozwraka	kam	Ozwrakam
11075	Ozwrika	kaH	OzwrikaH
11080	kaH	kam	kam
11086	kaMsaH	saH	kaMsaH
11086	kaMsaH	sA	kaMsA
11090	kaMsIya	yam	kaMsIyam
11102	kakudmat	tI	kakudmatI
11107	kakuBa	BaH	kakuBaH
11107	kakuBa	BA	kakuBA
11107	kakuBa	Bam	kakuBam
11108	kakuha	haH	kakuhaH
11113	kakkolaH	lam	kakkolam
11113	kakkolaH	lakam	kakkolakam
11117	kakzaH	kzA	kakzA
11117	kakzaH	kzam	kakzam
11121	kakzya	kzyA	kakzyA
11121	kakzya	kzyam	kakzyam
11126	kaNkaH	NkA	kaNkA
11129	kaNkaRaH	RaH	kaNkaRaH
11129	kaNkaRaH	RI, kaNkaRIkA	kaNkaRI
11131	kaNkataH	taH	kaNkataH
11132	kaNkara	ram	kaNkaram
11135	kaNkAlaH	laH	kaNkAlaH
11149	kacaH	cA	kacA
11153	kacAku	kuH	kacAkuH
